"Bacteroidales"	"Clostridiales"	"Erysipelotrichales"	"Enterobacteriales"	"Lactobacillales"	"Selenomonadales"	"Unclassified_Bacteria"	"Burkholderiales"	"Bifidobacteriales"	"Verrucomicrobiales"	"Unclassified_Firmicutes"	"Rhizobiales"
12.2435024572878	10.3176881582671	3.8536929641823	1.7211057987456	1.8941473987704	1.70866986509143	6.21680016025658	9.88394002259151	2.31999821023513	1.61978059384145	5.47659820605144	3.13317017916214
11.4154845476872	10.3868893347336	7.20190334282315	0.260883639987706	2.97733266801237	3.99200662538143	5.32122157773774	6.44478307581688	2.42601226953288	1.56025024648189	3.70803329632646	5.03154111047453
11.6031698145706	9.42952430712393	5.53930340455993	1.72695208385776	1.08086397903097	5.22977162398927	5.09515549666248	4.36471484800625	-0.108380111065594	5.64977429724111	4.24524236378509	1.55442954711721
7.07936856384671	7.51850952880331	2.56078130775392	4.98826795582587	4.40635260714512	3.61060358367523	4.46182440973903	2.99720779443145	5.76915534293932	1.54800642274075	4.18768283912796	1.41378027995921
9.87583676465509	10.6471139674263	6.47614005665083	0.908459553229514	2.03283239372243	2.47265637057547	5.07645573586646	3.04774874845935	3.79928435968614	3.65258024466791	4.15309192660665	1.4833811257947
12.031559643778	10.0430525140832	4.19134811507407	-0.13258072855063	0.793967862421746	4.04061102690503	4.52754622977076	4.18180155828386	3.31146548687643	2.08582375415847	4.12538136033846	4.71162726011561
11.6287117707793	10.2498353742888	3.62554629312547	1.39857933124105	6.86245135751524	7.77584936066306	6.13447156430106	4.48967350319914	2.96665218024058	1.5609278787278	3.40286732524505	1.59372028266129
11.5153448998112	8.58410591974359	6.12523725324013	4.36186826423217	2.47463004154696	2.23317534265476	5.50312235074684	4.70778051646243	1.00128906751502	1.60525437368483	4.3810219834142	1.51281669167213
13.2111172659731	10.1619911934385	5.12686268705448	1.74636421378729	3.13355778066885	4.5411954384964	5.57466124814111	8.51267093343522	2.35347352375464	1.62192772907248	3.71558861916737	4.45364880207247
13.537375109766	9.08608784784562	4.94129409464187	0.00461212628664076	7.85783019382533	2.11781615473458	5.7635010825118	4.35484817528207	-0.423868525972418	1.5937786963479	3.90243793404915	5.18531637356893
9.94250464336523	9.78503920987435	2.76519930141113	1.98147545086829	6.95151983236634	7.56006172472355	5.32119668362435	3.64963729247901	5.77390452696768	1.56434724800395	3.57635023956833	3.33552236264716
9.14674566709991	10.1443648511114	3.87144502641564	1.99195960670219	2.85588909569806	2.13313733714865	5.745016799366	3.53784248270421	3.31862229741362	2.81976779737143	4.06742038357458	3.23912184493986
11.5532961306088	10.3862976298411	5.25669092923234	1.21356083237122	3.56926526502686	6.98317769212055	5.10881732704909	5.27227363928235	2.34507819857843	1.6213846349007	2.45229520897312	1.55742673071166
12.1580790195455	10.2498185396827	6.06953061136556	-0.0842521543783064	1.4471134935117	3.2173772413316	4.45902915122888	3.03330176041931	1.12895218562411	1.58173848994296	4.95418842473437	3.49644531668771
11.933590451861	10.2912689839608	3.85542072103296	1.11017313459783	2.57929542558371	2.66194759283253	6.14499788230546	3.86785035921826	3.95354830418788	4.25955630769107	3.87548171355325	4.92399083160762
11.4333184417348	10.2752892608043	5.05921425777567	3.50806357504764	3.11739358536088	5.86734557476636	4.72628452200331	3.54294773038095	0.570963421062845	6.01325405911711	4.73632437894153	3.6890459859368
11.4279411948379	11.0973753624564	5.37549564726326	0.068186506701492	3.60840681621072	2.57768267075071	5.97804222634391	3.93825093422498	4.26516191272178	1.94199262740912	3.68392651158353	1.50815505251303
11.7370362727678	8.10567458923941	5.6209493207207	7.4980400577669	2.41779597789092	4.04150342025164	3.69407482368789	3.08189225346253	-0.0498887806905337	1.62627938097627	1.91362325119696	1.57050841640102
13.4370987008687	10.4699253406163	4.79224708940214	0.88695389523682	1.57927185846313	3.69818000373559	5.31966727135335	3.22339047409938	4.01934877046505	1.77600229451012	3.65754627794953	1.85413360613335
10.6736403922855	10.5594537035136	3.76784597841725	0.944082997667717	1.29363861070083	2.64977472133052	6.36846739975788	4.36195343527402	4.36903734319491	1.57219463313538	4.57787796936203	4.18318309881089
13.7480364851779	11.062496166087	7.22443712931699	0.00679261279056997	2.30679442835061	3.65344239754423	5.53522329482562	3.53018269137672	0.800037722520267	13.1276013695568	3.69953112112154	1.48047272439378
11.9109007763544	10.8574346956447	6.00086761843002	1.84648214920852	1.97655928677275	3.4867265162019	4.81323903485603	5.03335126035696	4.63128765629323	1.56336783196631	3.703788310474	3.14771725792773
10.7970193077905	10.7126192910688	5.13642642202933	-0.212017204012743	2.57541668835591	3.09874772710052	4.85807493241708	5.86318739000926	-0.944761984124687	1.56748664023128	5.5781879628189	4.24356228038138
