"Bacteroidales"	"Clostridiales"	"Lactobacillales"	"Erysipelotrichales"	"Selenomonadales"	"Enterobacteriales"	"Burkholderiales"	"Unclassified_Bacteria"	"Unclassified_Firmicutes"	"Pasteurellales"	"Bifidobacteriales"	"Verrucomicrobiales"	"Rhizobiales"	"other"
0.783704216815309	0.170923889514244	0.000432937916702745	0.0123820244176985	0.00242445233353537	8.6587583340549e-05	0.0138540133344878	0.00086587583340549	0.00614771841717898	0.000259762750021647	0.000606113083383843	0	0.00744653216728721	0.00086587583340549
0.239584437612636	0.70974239372416	0.000424043252411746	0.00752676773030849	0.00455846496342627	0.000424043252411746	0	0.0043464433372204	0.00424043252411746	0.00519452984204389	0.021732216686102	0	0	0.00222622707516167
0.548342435197293	0.404353511268364	0.000307668640873779	0.00453811245288824	0.000153834320436889	0.0281516806399508	0	0.00207676332589801	0.00130759172371356	0.000923005922621337	0.00938389354665026	0	0	0.000461502961310668
0.908367457312833	0.0692266089778259	0.000656725643204821	0.00544695974658116	0.00761029127713822	0.00193154600942594	0	0.00112029668546705	0.000270416441319632	0.000772618403770378	0	0.00374719925828633	0.000386309201885189	0.000463571042262227
0.927939093484419	0.0629868980169972	8.85269121813031e-05	0.000752478753541076	0.00199185552407932	0	4.42634560906516e-05	0.00225743626062323	0.00084100566572238	0	0	8.85269121813031e-05	0.00115084985835694	0.00185906515580737
0.754910714285714	0.166964285714286	0	0.0133928571428571	0.0142857142857143	0.000892857142857143	0.00401785714285714	0.00803571428571428	0.00580357142857143	0	0	0.0303571428571429	0	0.00133928571428571
0.0636122680802726	0.301779628928436	0.190458159787959	0.387353275274517	0	0.00340780007572889	0.0011359333585763	0.00567966679288148	0.0132525558500568	0.0011359333585763	0.0102234002271867	0	0.000757288905717531	0.0212040893600909
0.478593163965749	0.484396008775034	0.00155686080249098	0.00735970561177553	7.07664001132262e-05	0	0	0.00629820961007714	0.00870426721392683	0	0	0	0.0123133536197014	0.000707664001132262
0.390965225869353	0.571660708482288	0.0048748781280468	0.00942476438089048	0.00129996750081248	0.0008124796880078	0	0.00259993500162496	0.00292492687682808	0	0.0097497562560936	0	0.00389990250243744	0.00178745531361716
0.818369880016549	0.103847745138602	0.00124120810922631	0.0281340504757964	0.000413736036408771	0.0148944973107158	0.00744724865535788	0.0148944973107158	0.00786098469176665	0	0.000413736036408771	0	0	0.00248241621845263
0.719489676011415	0.0955178781265738	0.0124223602484472	0.0100721839852275	0.129763303676347	0.0141010575793184	0	0.00100721839852275	0.01342957864697	0.00184656706395837	0.000503609199261373	0	0.000671478932348498	0.00117508813160987
0.225358630263767	0.715409532623785	0.001388246182323	0.002776492364646	0.00647848218417399	0.000925497454881999	0.014807959278112	0.001388246182323	0.00786672836649699	0.00694123091161499	0	0	0.012956964368348	0.003701989819528
0.886987787489926	0.0282065587998264	0.0727791209472444	0.00154981092306739	6.19924369226954e-05	0	0.000867894116917736	0.00365755377843903	0.000867894116917736	0	0	0	0.00427747814766598	0.000743909243072345
0.504969110932044	0.455009401020682	0.0029546065001343	0.0088638195004029	0.0005372011818426	0	0.0016116035455278	0.0163846360461993	0.0024174053182917	0	0.005372011818426	0.0002686005909213	0	0.0016116035455278
0.568017487808979	0.39246678997814	0.0026904321506642	0.0124432486968219	0.00151336808474861	0.0026904321506642	0.00100891205649908	0.00470825626366235	0.00218597612241466	0	0.000336304018833025	0	0.0067260803766605	0.00521271229191189
0.610748560460653	0.289059500959693	0.00307101727447217	0.00844529750479846	0.0598848368522073	0.000383877159309021	0.0103646833013436	0.00690978886756238	0.000383877159309021	0.000767754318618042	0.00115163147792706	0	0	0.00882917466410749
0.281625881377022	0.00165906262961427	0.71049357113231	0.0062214848610535	0	0	0	0	0	0	0	0	0	0
0.866495176848875	0.0812861736334405	0.000643086816720257	0.00244372990353698	0.00205787781350482	0.000257234726688103	0.0369131832797428	0.00385852090032154	0.00090032154340836	0.00115755627009646	0.000385852090032154	0	0.00270096463022508	0.00090032154340836
0.453965612867443	0.500554631170272	0.00776483638380477	0.00138657792567942	0.00970604547975596	0	0	0.00831946755407654	0.0152523571824737	0.00277315585135885	0	0	0	0.000277315585135885
0.533783783783784	0.21311362382791	0.0761169332597904	0.000896304467733039	0.145890788747932	0.000413678985107557	0.00330943188086045	0.0168918918918919	0.00151682294539437	0.0015857694429123	0.0015857694429123	0	6.89464975179261e-05	0.00482625482625483
0.266187050359712	0.658273381294964	0	0.00399680255795364	0.000799360511590727	0	0.00519584332533973	0.0335731414868106	0.00679456434852118	0.00319744204636291	0.00159872102318145	0.0111910471622702	0.00839328537170264	0.000799360511590727
0.931913116123642	0.0593149540517962	0	0.006265664160401	0	0	0	0.00167084377610693	0.000417710944026733	0	0	0	0	0.000417710944026733
0.306595768752121	0.62246860504582	0.00814571784138477	0.0340536259757891	0.0132367914922503	0.00486480371082702	0	0.00214956443036543	0.00486480371082702	0	0.000339404910057699	0	0.00169702455028849	0.00158388958026926
0.069060773480663	0.607572310692233	0.00763730906727332	0.0108872278193045	0.00016249593760156	0.0828729281767956	0	0.0232369190770231	0.00357491062723432	0.173870653233669	0.0149496262593435	0	0.00048748781280468	0.0056873578160546
0.582119741100324	0.318770226537217	0.00323624595469256	0.0109223300970874	0.026294498381877	0.00121359223300971	0	0.00323624595469256	0.00849514563106796	0	0.00040453074433657	0.0420711974110032	0	0.00323624595469256
0.690401258851298	0.0499606608969315	0.000786782061369001	0.011801730920535	0.0035405192761605	0.238001573564123	0	0.000786782061369001	0	0.0003933910306845	0	0	0	0.0043273013375295
0.684701068424642	0.166401454876108	0.000227324391907252	0.000909297567629007	0	0.000454648783814503	0.116390088656513	0.0136394635144351	0.0102295976358263	0.000454648783814503	0.000681973175721755	0	0.00113662195953626	0.00477381223005228
0.000321853878339234	0.719343418088188	0.000643707756678468	0.244608947537818	0.00354039266173157	0.00579336981010621	0.000643707756678468	0.000643707756678468	0.0212423559703894	0.000643707756678468	0	0	0	0.00257483102671387
0.411209165505496	0.499612943180059	0.0013934045517882	0.0100634773184704	0.00170305000774114	0	0.0257005728440935	0.00696702275894101	0.0250812819321876	0.000619290911905868	0	0	0.00882489549465862	0.00882489549465862
0.984482581440756	0.0111499332031651	0.00354537046552256	0.000256910903298736	0	0	0	0.000205528722638989	0	0	5.13821806597472e-05	0	0.000102764361319494	0.000205528722638989
0.934195349966612	0.043343653250774	0.000182116190129302	0.00145692952103442	0.000303526983548838	0	0.0133551872761488	0.00418867237297396	0.000303526983548838	0.000546348570387907	6.07053967097675e-05	0	0.000789170157226977	0.00127481333090512
0.728517250948108	0.153547312922024	0.000462491906391638	0.00147997410045324	0.0287669965775599	0	0.0832485431504949	0.00110998057533993	0.000832485431504949	9.24983812783276e-05	0.000184996762556655	0.000369993525113311	0	0.00138747571917491
0.555877616747182	0.172302737520129	0.00483091787439614	0.0241545893719807	0.0177133655394525	0	0.00515297906602254	0.00611916264090177	0.00289855072463768	0.000322061191626409	0.0209339774557166	0.175201288244766	0.0119162640901771	0.00257648953301127
0.711360799001248	0.255930087390762	0.000249687890137328	0.000665834373699542	0.0103204327923429	8.32292967124428e-05	0.00965459841864336	0.00141489804411153	0.000832292967124428	0.00732417811069496	0.000665834373699542	0	0.000915522263836871	0.000582605076987099
0.722930173634399	0.195469110962069	0.000298084805127059	0.00476935688203294	0.015500409866607	0	0.0390491094716447	0.00797376853714882	0.000968775616662941	0.000223563603845294	0.000894254415381176	0	0.0111781801922647	0.000745212012817647
0.368940016433854	0.534374144070118	0.000273897562311695	0.00246507806080526	0.00109559024924678	0	0.00410846343467543	0.0427280197206245	0.00986031224322103	0.00164338537387017	0.0120514927417146	0	0.0123253903040263	0.0101342098055327
0	0	0.999807987711213	0	0	0	0	0	0	0.000192012288786482	0	0	0	0
0.718588640275387	0.225186460126219	0.000860585197934596	0.00129087779690189	0.00057372346528973	0.000286861732644865	0.00129087779690189	0.0174985656913368	0.00272518646012622	0	0.00372920252438325	0.00731497418244406	0.0107573149741824	0.00989672977624785
0.932167621344589	0.0521555622550497	0.00331624962315345	0.00602954476936991	0.000301477238468496	0	0.00180886343081097	0.00180886343081097	0.000602954476936991	0	0.000301477238468496	0	0.000301477238468496	0.00120590895387398
0.837599593151382	0.0912018986268859	0.000932361417189354	0.00584844888964231	0.00381420579759281	0.0204271910493304	0.0346668926936769	0.00101712154602475	0.00245804373622648	0.00101712154602475	0.000169520257670792	0	0.000593320901847771	0.000254280386506187
0	0.706547462529582	0.00157770181435709	0.044964501709177	0.0854588482776755	0.0578490665264265	0	0.0115698133052853	0.0657375755982119	0.0199842229818564	0	0	0	0.00631080725742835
0.714699977693509	0.196966317198305	0.00044612982377872	0.00312290876645104	0.00022306491188936	0.0707115770689271	0.00022306491188936	0.000669194735668079	0.000669194735668079	0.00022306491188936	0.00022306491188936	0	0	0.0118224403301361
0.0982677851617823	0.644514653012311	0.0232051421723499	0.0474997276391764	0.0174310927116244	0.146203290118749	0.000108944329447652	0.00326832988342957	0.00196099793005774	0.00827976903802157	0.00119838762392417	0	0.00119838762392417	0.00686349275520209
0.802934407364787	0.149093785960875	7.1921749136939e-05	0.00481875719217491	0	0	0.0336593785960875	0.00172612197928654	0.00273302646720368	0.00208573072497123	7.1921749136939e-05	0	0.00244533947065593	0.000359608745684695
0.809007232084155	0.17258382642998	0	0.000328731097961867	0.0121630506245891	0.000328731097961867	0	0.000986193293885602	0.00131492439184747	0.00131492439184747	0.00164365548980934	0	0	0.000328731097961867
0.786616812790098	0.187725631768953	0	0.00206291903042806	0.00309437854564208	0	0.00219185146982981	0.00283651366683858	0.0036101083032491	0.000128932439401753	0.00219185146982981	0.00038679731820526	0.00876740587931924	0.00038679731820526
0.731723237597911	0.212467362924282	0	0.0097911227154047	0.0231723237597911	0.0202349869451697	0	0.00195822454308094	0.000326370757180157	0	0	0	0	0.000326370757180157
0.904607631389489	0.0881929445644348	0	0.00143988480921526	0.000719942404607631	0	0	0.00251979841612671	0.000719942404607631	0	0.00143988480921526	0	0	0.000359971202303816
0.769193391642371	0.120019436345967	0.00356333009394234	0.000971817298347911	0.0505344995140913	0.000485908649173955	0.00615484288953677	0.000161969549724652	0.0252672497570457	0.00242954324586978	0	0	0.000161969549724652	0.0210560414642047
0.0576779026217228	0.797752808988764	0.00898876404494382	0.0382022471910112	0.0393258426966292	0.00411985018726592	0.000374531835205993	0.00262172284644195	0.0295880149812734	0	0.00786516853932584	0.00112359550561798	0	0.0123595505617978
0.847515316541865	0.0639891082368959	0.000340367597004765	0.0010211027910143	0	0	0	0.000340367597004765	0.00136147038801906	0.0139550714771954	0	0	0	0.0714771953710007
0.971497390606182	0.0252910477719791	0.00160578081091931	0	0	0	0	0	0	0	0	0.000802890405459655	0	0.000802890405459655
0.651801801801802	0.276576576576577	0.000900900900900901	0.00405405405405405	0.0225225225225225	0.00990990990990991	0.0018018018018018	0.00675675675675676	0.00990990990990991	0	0	0.00045045045045045	0.00855855855855856	0.00675675675675676
0.868277474668745	0.0702594365883532	0.000501057788664959	0.000890769402071039	0.000501057788664959	0.00022269235051776	0.0558957799799577	0.0022269235051776	0.000779423226812159	0	0.00022269235051776	0	0	0.00022269235051776
0.374089847506526	0.563951092182992	0.000961670559142739	0.0324220359939552	0.000274763016897926	0.0021981041351834	0	0.0021981041351834	0.000686907542244814	0.00494573430416266	0.0170353070476714	0	0	0.00123643357604066
0.646153846153846	0.315164835164835	0.000366300366300366	0.0137728937728938	0.00153846153846154	0.000659340659340659	0.00608058608058608	0.00373626373626374	0.00205128205128205	0.000952380952380952	0.00593406593406593	0	0.00146520146520147	0.00212454212454212
0.913769778248338	0.0716428445385566	5.88200694076819e-05	0.0139991765190283	0	0	0	0.000352920416446091	0.000117640138815364	0	0	0	0	5.88200694076819e-05
