"N_0"	"N_0.25"	"N_0.5"	"N_1"	"N_2"	"N_4"	"N_8"	"N_Inf"	"NE_0.25"	"NE_0.5"	"NE_1"	"NE_2"	"NE_4"	"NE_8"	"NE_Inf"
33.095	17.4845801819718	9.34456138201516	4.29507441982203	2.93187670798926	2.61564046980582	2.51511429729189	2.40700787245144	0.528183473666294	0.281981549817444	0.129269584274197	0.0880752508548149	0.078517942034382	0.0754742543581291	0.0721482949661034
29.5425	16.0527574239422	8.83311198528772	3.72976506208589	2.03114604018681	1.63606849812933	1.5250621640023	1.44667702428669	0.545722235100919	0.301865585249696	0.12825405662601	0.0699155814513373	0.0562838540016145	0.0524499925193652	0.0497433150792771
43.85	28.1812231688459	17.6562681783265	7.55912384176865	3.43939058025723	2.47926162759555	2.18660314883067	1.9829252888377	0.643505341338089	0.403587261137095	0.172932488773022	0.078663623973582	0.0566914069725705	0.0499932192993547	0.0453312051694149
35.1725	19.9527544213837	10.964783715917	4.13618640005706	2.05319784928684	1.64086173078412	1.52883749479602	1.44981055015397	0.568159500097084	0.312885227916503	0.118375912521525	0.058804857130948	0.0469990780744659	0.0437915473742099	0.0415287804591399
33.685	21.0443327326024	12.7445442503203	5.04879355998419	2.26101191546739	1.7450356876648	1.61159964158958	1.51825074367847	0.625767087343811	0.379468377428108	0.150492728182767	0.0673957368192096	0.0520160832171748	0.048039152890009	0.0452569478106396
2.405	1.39279124027529	1.11804355032014	1.01957340359787	1.00552886964287	1.00368717572891	1.00315952807947	1.00276399122483	0.59189614016541	0.47897791537806	0.437609428796688	0.431566363713545	0.430767058141859	0.430538030462782	0.430366347364787
25.81	11.5458246291653	4.65010374627115	1.57800054219699	1.15801157230386	1.10306799923165	1.08771642147689	1.07634340581099	0.447430657687462	0.180467910148939	0.0614279999188469	0.045109159783175	0.0429721426116861	0.042375024792156	0.0419326497124373
33.2325	19.4370553483132	11.7012509983446	5.6618640638799	3.12113017901252	2.31837751637493	2.06076835298851	1.88264418584662	0.5843313349442	0.35159436799427	0.170204494262483	0.0939311830710932	0.0697799660091594	0.0620154307405662	0.0566456494130062
28.4925	21.9741634641017	17.9810110361225	13.4353943629225	9.05211809628024	6.04576336196942	4.79102011872152	3.94093099577898	0.772234647511924	0.63233897382465	0.472613852423663	0.318229823171649	0.21238277749084	0.168304390573205	0.138467500374183
34.2325	18.6868252369244	9.96510351929715	3.7519275705364	1.93279518927134	1.5721680940803	1.47379380571642	1.40403858585176	0.546082665438426	0.291304163974554	0.109730660070979	0.0565504223770299	0.0460068361270997	0.0431306748401575	0.0410911438850217
48.625	32.3448139296304	22.7650865752923	14.2058863305697	9.35554123076885	6.96040069123202	5.70242129065058	4.61025363131807	0.66631515230543	0.469459771995638	0.293040722663996	0.192836739106944	0.143293697306309	0.117327603790076	0.094889665477395
27.4275	15.4995821502342	9.13989038871929	4.64129684945519	3.05128651490973	2.59782316942478	2.40106535583302	2.17141294580896	0.56558678608969	0.333894831338096	0.169840978131632	0.111804825051335	0.0952644039638767	0.0880833149829821	0.0796691150142336
25.1	13.6739380729055	7.82303303786966	3.81912199720973	2.3375478774079	1.87125645615887	1.71416517301237	1.60249047768085	0.545573109673716	0.312558714280383	0.15271267525267	0.09342656413744	0.0747623128916252	0.0684766697347221	0.0640089527573275
24.3325	14.8988400226156	9.00286763152854	3.83083711010694	1.96126525701072	1.5855015810987	1.48449260436465	1.4129571407374	0.613234280762223	0.371107994823515	0.158214915798118	0.0810137711185572	0.0654673371052079	0.061287833358675	0.0583282233127771
27.06	12.4954347206186	5.51556376944206	1.99180836734151	1.32229728451593	1.20791710524386	1.17575738241332	1.15219908898873	0.461538163201073	0.203679304758021	0.0735722880897088	0.0488421828070857	0.0446134029257318	0.0434242843889595	0.0425532295656783
28.09	16.4993743589742	9.75415584016937	4.30132661278348	2.23346655240887	1.74831626928192	1.61434515091955	1.52051913084251	0.587928020622594	0.348009487251766	0.153705876726013	0.0798488711184751	0.0625162321878795	0.0577297126735913	0.0543772593736656
42.3	28.8157175434746	20.2501323769842	11.7709158185972	6.81050737449744	4.78834478096118	3.98089125151841	3.35766933040526	0.681253442412892	0.478821678711905	0.278401994948161	0.161071493456127	0.113225197357196	0.0941339893263512	0.0794175520241668
24.6775	11.5636043673524	5.36656905687315	2.11063120179987	1.39658008165239	1.25636709645947	1.21607921537254	1.18670007810926	0.46861232512588	0.217519782242355	0.0855875314511547	0.0566546270365144	0.0509796627455049	0.0493497385217092	0.0481610612554803
16.71	5.97376365269051	2.40518867587667	1.23664524782483	1.07514121506782	1.04983731111634	1.04256825551831	1.03714951189824	0.356817364119305	0.143358082632499	0.0736459733846759	0.0640397859283995	0.0625358792254617	0.0621038436194708	0.0617817768043965
26.695	13.4635754074979	6.92362079810651	3.04105154394598	1.93145722772978	1.6173258890977	1.5114747615946	1.43539324260954	0.503686785715476	0.258688145273522	0.113508607725332	0.0721128841869425	0.0603993479813604	0.0564513175406992	0.0536133793691895
30.845	20.2985003460826	14.2400594842949	8.68790346235819	5.27431174875548	3.70672335094367	3.10967943548928	2.69871740680096	0.658217816393213	0.462021289696882	0.28208546236354	0.171177609702059	0.120250028442087	0.100892418881235	0.0875720387805858
16.6325	8.69414956286091	5.06942807645161	2.91986738196324	2.24741517425046	2.01040866878391	1.87118957521546	1.73286536846229	0.521543080897085	0.303204164526566	0.174188352569912	0.134049793710015	0.119902687754538	0.111597130255101	0.103364432799509
46.285	28.8665510939335	19.2365466721867	11.7556727967409	8.41099306434302	6.80621701097517	5.71737183004621	4.63245514209464	0.623952758734182	0.416130484569009	0.254614439852277	0.182317312216966	0.147659370654911	0.124114875141613	0.10054614716544
25.055	12.1387799727816	5.78325435014556	2.30960568044003	1.51215318626248	1.33484464982043	1.28100983279166	1.24195614592448	0.485459217101931	0.231825493521121	0.0928397627931603	0.060837011463601	0.0537134235992154	0.0515503677976977	0.0499811411556651
32.8325	15.6450555579514	6.84864021605798	2.25839770149733	1.41068194403506	1.26364206957737	1.22209965943379	1.19183508021797	0.477497398613917	0.209593437325338	0.0693364711534039	0.0433377571456477	0.0388247931463116	0.0375495879023378	0.0366205496750232
25.725	13.0607791476983	6.51220023658064	2.50256101468047	1.51039270220073	1.32354543163587	1.27158544802481	1.23395502589902	0.508994883431971	0.254354415422727	0.0978800317885631	0.0591252965403752	0.0518430945598052	0.0498184176540994	0.0483518376096721
31.6825	20.7870329124058	14.4162117395494	8.4365514662669	4.93072892520759	3.5932520086078	3.09082899772606	2.68952203020911	0.655757670376873	0.454566676572334	0.26594487504857	0.155507711392651	0.113381162601	0.0975420635890394	0.0848750564080424
29.8925	17.2285774380446	9.71022067315095	3.85438854758536	1.97789959715568	1.59815377055556	1.49465331288016	1.42140453215745	0.575596275660168	0.323745941424549	0.128074023799761	0.0657444888483826	0.0531872159280653	0.0497659710026989	0.0473437699720858
31.7325	17.6243784622973	9.72404725417345	3.94883565635305	2.09581690439823	1.67985656361412	1.56026762489635	1.47585726519909	0.556511484682274	0.307786072793877	0.125327848884334	0.0665742514944367	0.0533737813484788	0.0495765435313726	0.0468960848115574
33.795	18.5197448104916	9.4101521677085	3.13901743944436	1.66025264393248	1.41129328615824	1.34352774745243	1.29483682470705	0.54850262084482	0.27894743354437	0.0930887222246855	0.0492281678055387	0.0418503629562845	0.0398424870650133	0.0383997399690164
25.8625	11.4674512336956	4.87772016759232	1.87332834687582	1.33075772024549	1.2186260934264	1.18471692269734	1.15987341555188	0.444324646163905	0.189451484695058	0.0728605922715711	0.0517349894815013	0.0473659121282736	0.046044630551673	0.0450766429003335
28.08	14.6495675137049	7.24546463746591	2.54608200253524	1.48055847398639	1.3035406586004	1.25509713442051	1.21994853240573	0.521398928116653	0.257659072817215	0.0904698469027679	0.0526459718659837	0.0463707461884074	0.0446534451403024	0.043407304992204
33.6875	19.8553847957161	11.9278571287617	5.73790224915447	3.40584310898635	2.75019098633147	2.47929433721299	2.22145440867189	0.588558316400934	0.353114746613658	0.169735088189445	0.100847670089502	0.0815173101247139	0.07352343754422	0.0658813931037379
33.0425	20.2838164914259	13.1533541734322	7.46169590752169	4.85001424162797	3.77966916969004	3.26954101838173	2.82802490232357	0.613915863680747	0.397845276196282	0.225366499660733	0.146401354413863	0.114100881930549	0.0987139097216525	0.0853905857643302
21.5175	12.3214317639742	7.92109222259039	4.64034708019705	2.92636818500714	2.24193446536348	2.00478931557973	1.83787547412899	0.573079530826766	0.36881503417683	0.216383144115283	0.136576299395341	0.104639400187788	0.0935593825315061	0.0857589306260719
28.2475	14.9855793512144	7.64486441267492	2.7811022386201	1.57297420777097	1.3596810156553	1.30128363689469	1.25913503490561	0.53199766574194	0.272157985570699	0.0993187299335328	0.0562121839129689	0.0485884721936431	0.0465006356585899	0.0449937475974777
23.355	12.6200697004402	7.31484101829412	3.73290995977353	2.37550115385728	1.92497132286461	1.7598267963418	1.63981707622347	0.541220242244345	0.314191102142006	0.160568364319355	0.102234471219643	0.0828542419295724	0.075740198792411	0.0705681924789327
43.7825	29.0914577072668	19.7545947200694	10.3436598991325	4.98459222063818	3.28291429434417	2.78060782237843	2.44696125129124	0.664825623162025	0.451622786076959	0.236499968397334	0.113971431354358	0.0750875223004785	0.0636091618609584	0.0559838810520597
41.5175	24.5179055478454	13.854330894801	5.08091625579711	2.29031310389351	1.76687136498179	1.628923009295	1.53252313744833	0.592446774842502	0.335630222275475	0.123148579712328	0.0553903741545537	0.0427124260750223	0.039373783331072	0.0370409268525225
23.7325	12.0533645485866	6.09082929230721	2.49570234127207	1.56659967794007	1.36450378660932	1.30531692703596	1.26255367626308	0.508584676045782	0.257842696659315	0.106277610738969	0.06686282899268	0.0582559853931224	0.0557329967135575	0.0539099555944945
25.7425	15.5156238844989	9.50733277222892	4.44452928573196	2.340826495283	1.81105440483599	1.66389207779101	1.56127166200179	0.60349948126837	0.370016071326594	0.172941445659966	0.0911020320884822	0.0705244412555479	0.0648089585032227	0.0608226116979071
33.2275	18.9221235140112	10.7630975552327	4.57347374014129	2.360761586717	1.8249276548099	1.67488951285308	1.57029245989408	0.56948249253327	0.324114450717053	0.137890346454954	0.0712215985038353	0.0550815610609015	0.0505636760897589	0.0474136109013135
38.065	20.9181794894466	11.356116824681	4.79643402021103	2.86240684122939	2.36134301822208	2.14213373280888	1.9499323130778	0.548832571059228	0.297789925225887	0.125946575370519	0.0752481338236003	0.0620582508552845	0.0562921254794637	0.0512596052726123
38.405	23.7513969511508	14.1150348025987	5.33375737932014	2.31426085183343	1.77392566512291	1.63445998783752	1.53708243672113	0.618817098656073	0.368007445649148	0.139190511256797	0.0604237654008104	0.0463265290726762	0.0426876412298381	0.0401467516587891
