"Bacteroides"	"Prevotella"	"Unclassified_Lachnospiraceae"	"Faecalibacterium"	"Parabacteroides"	"Lachnospiracea_incertae_sedis"	"Alistipes"	"Blautia"	"Roseburia"	"Unclassified_Clostridiales"	"Lactobacillus"	"Clostridium_XI"	"Erysipelotrichaceae_incertae_sedis"	"Enterococcus"	"Unclassified_Ruminococcaceae"	"Sutterella"	"Escherichia_Shigella"	"Megamonas"	"Ruminococcus"	"Clostridium_XlVa"	"Haemophilus"	"Unclassified_Bacteroidales"	"Unclassified_Bacteria"	"Unclassified_Firmicutes"	"Clostridium_XVIII"	"Veillonella"	"Dorea"	"Akkermansia"	"Unclassified_Clostridiaceae_1"	"Clostridium_IV"	"Clostridium_sensu_stricto"	"Streptococcus"	"Turicibacter"	"Klebsiella"	"Bifidobacterium"	"Flavonifractor"	"Barnesiella"	"Gemmiger"	"Phascolarctobacterium"	"Unclassified_Burkholderiales"	"Odoribacter"	"Paraprevotella"
0.711830871963889	0.000259762747100325	0.045269842145854	0.0103037400969254	0	0.0233765183821232	0.00978424080694165	0.0317722972390338	0.0059745077073489	0.00770621864374843	0	0.00086587572520843	0.00121222586987505	0	0.0120353835270986	0	0	0	0.00476229908262202	0.00658060883887873	0.000259762747100325	0.000173175165815521	0.00086587572520843	0.00614767969290665	0.0103903230453663	8.65875832323519e-05	0.000952463272735762	0	8.65875832323519e-05	0.00285738636197335	0.0116890575619105	0.000432937903178109	8.65875832323519e-05	0	0.000606113046272245	0.00545499069645753	0	0.00744646334959213	0	0	0	0
0.234255733851281	0	0.257814983644656	0.135175787238418	0	0.126030982146433	0.00286228804546988	0.0267115483099981	0.0528747549521326	0.0270294659689474	0	0.0254398510032584	0.00699665657986209	0	0.00371036994524885	0	0.000318032433947597	0	0.00667863157629386	0.0297846345069883	0.00466445886226837	0	0.00434642965214721	0.00424041981616135	0.000530054040694258	0.00445243943928784	0.00487647807557277	0	0.000954097173173754	0.000530054040694258	0.00159016152639326	0.000424043239703688	0	0	0.021730506400873	0.00169617219633227	0	0	0	0	0	0
0.518422246446063	7.69171601426012e-05	0.130465658816703	0.0809821429084615	0	0.0815954527291373	0.00623024967204252	0.0186128780490598	0.0312232935674779	0.012614079758263	0	0.0106143687980221	0.00338434858899055	0	0.00253826356162804	0	0.0262257452314721	0	0.00261518046648263	0.0195357160563126	0.000923005791563786	7.69171601426012e-05	0.00207676183307292	0.00130759135109464	0.000923005791563786	0	0.00207676183307292	0	0	0.00115375714730495	0	0.000307668636019794	7.69171601426012e-05	0.000230751478607559	0.00938375583180513	0.00192292782040811	0	0	0	0	0	0
0.777168814782219	0.000347678274692101	0.00440391066625511	0.0339114479350235	0.000115892760306128	0.00645131892126121	0.0444109579093795	0.00954169250042882	0.000540832856273646	0.000618094683660046	0	0.00108166555435367	0.00123618913118271	0	0.00865321813228061	0	3.86309201789104e-05	0	0.000231785519055685	0.000424940109284845	0.000772618326902697	0.00289731496058402	0.00112029645112638	0.00027041643802393	0.000463571025658805	0.000463571025658805	7.72618403001701e-05	0.00374719048895725	0.000309047356588618	0.00158386706550516	3.86309201789104e-05	0.000424940109284845	0	7.72618403001701e-05	0	0.000733987417677429	3.86309201789104e-05	0.000386309192276727	0.00390171303949948	0	0	0.00243374556931582
0.78442830422144	0.0001327903678817	0.0104902466920776	0.00889683730413718	0.000265580733421869	0.00115084960431554	0.0560966365723214	0.00314270020925343	0.00376238489126742	0.00168201053833198	0	0	0.000619688345607658	0	0.0219086580692401	4.42634560761977e-05	0	0	0.00420501593630753	0.00283285740081514	0	0.00362959543006887	0.00225743434330481	0.000841005566583187	8.8526912065672e-05	0	0.000708215238247309	8.8526912065672e-05	0	0.0014606935315626	0	8.8526912065672e-05	0	0	0	0.000796742125336672	0	0.00115084960431554	0.0014606935315626	0	0	0.000309844187676877
0.417251307405473	0.0165171061141279	0.0111604825994013	0.00401784633277316	0.0303524821545355	0.00491069454885534	0.245733700990922	0.00267856822557065	0.00267856822557065	0.00803562780692703	0	0.0410598903541068	0	0	0.00982127068169705	0.00401784633277316	0.000446428556599818	0	0.00803562780692703	0.000892857024227144	0	0.000446428556599818	0.00803562780692703	0.00580353885029011	0.00178571333667532	0	0.00446427088566354	0.0303524821545355	0.00267856822557065	0.00714279640567046	0.0281212934334847	0	0.0111604825994013	0.000446428556599818	0	0.00848204115000403	0.0120532795732646	0	0.0138388439889104	0	0.0174098347787549	0
0.0397472010204956	0.0185525138889578	0.0616799290485944	0.066969997073679	0.00265050806662181	0.0189310918488754	0	0.0473129028910342	0.0208239398712982	0.0242308737800191	0.00530099751314179	0.0348282480852771	0.376501718868292	0.000757288833335057	0.00681554738572386	0.00113593311428553	0.00265050806662181	0	0.00189322113331921	0.00757281667655089	0.00113593311428553	0.00189322113331921	0.0056796362569608	0.0132521679557929	0.00151457723237572	0	0.00605827418651626	0	0	0	0	0.0155237990506103	0	0	0.0102232221474876	0.00265050806662181	0	0.000757288833335057	0	0	0	0
0.37981704692445	0	0.157617608215959	0.181325180878968	0.00178745436179962	0.0816447209909992	0	0.0250217633352728	0.0503524609365448	0.0242095297603919	0.000649983704638848	0.0219351925044845	0.0022749411641491	0	0.011536955637288	0	0.000649983704638848	0	0.000812479598618372	0.00454987055477148	0	0	0.00259993207252023	0.00292492270628975	0.00389989261674655	0.000162495936886444	0.00194995001550102	0	0	0.000324991869482195	0	0.0042248818088691	0	0	0.00974960179772328	0.00276242742587547	0	0.00389989261674655	0	0	0	0
0.742780652566555	0.000413736024605055	0.029371035544405	0.000413736024605055	0	0.0124117624139894	0	0.00124120779052617	0.00206867870658204	0.00744717981779679	0	0.00165494339019811	0.00455108068989523	0	0.0107569294952956	0	0.0144802552376781	0	0.0136528650468815	0.00248241366885677	0	0.00330988224779672	0.0148939466514538	0.00786090373232119	0.00165494339019811	0	0	0	0	0.013239166411379	0	0.00124120779052617	0	0	0.000413736024605055	0.00248241366885677	0	0	0	0.00744717981779679	0	0
0.614311159634111	0.000335739459866768	0.0526867173823173	0.00553967285827425	0.058888234737447	0.0063790065950922	0.00520393823771708	0.00386099426817837	0.00386099426817837	0.00805765999611506	0	0.00285378158891367	0.00755406614461715	0.00167869654243715	0.00386099426817837	0	0.00537180562368216	0.124572637860498	0.0011750878611768	0.000503609177973628	0.00184656601455286	0.000503609177973628	0.00100721822822084	0.0134291750009583	0.00218230479794442	0.00151082702301552	0.000839348566881266	0	0	0.00184656601455286	0	0.0104077355544007	0	0	0.000503609177973628	0.00218230479794442	0.000335739459866768	0.000671478881888661	0.00335738835429369	0	0	0
0.220332335593643	0.00231374157280706	0.10531193970073	0.35179183385827	0.000462748710925778	0.0541151849448396	0	0.0397858934325469	0.0933396502022165	0.00879211254740303	0	0.0166581837498315	0.00231374157280706	0.000462748710925778	0.0157328076909557	0	0	0	0.00185099385279134	0.00370198136378584	0.00694117517394496	0.000462748710925778	0.00138824573641236	0.00786664722946465	0.000462748710925778	0.00185099385279134	0.00601569717337837	0	0	0	0	0.000925497322760264	0	0.000925497322760264	0	0.00601569717337837	0	0.0129566018535534	0	0	0	0
0.77969981599726	0.000247969745149547	0.0109724411637943	0.00154981030264932	6.19924368829886e-05	0.000681916753299911	0.000247969745149547	0.00415348133157735	0.00266567163071754	0.00260367940896487	0.000619924329520162	0	0.000433947044839437	0.0717257263476236	0.00105387123260642	0	0	0	0.000123984873527736	0.00105387123260642	0	0.0252902182614633	0.00365754562354548	0.000867894007962317	0.0011158636330386	6.19924368829886e-05	0.000805901592759229	0	0	6.19924368829886e-05	0	6.19924368829886e-05	0	0	0	0.000123984873527736	0	0.00427746510373259	0	0	0	0
0.435106436627344	0	0.055293830826174	0.0218580206536399	0.00168151930174703	0.0279096100739415	0.11610019067557	0.0166462801446444	0.0129473429868918	0.0351365397311544	0	0.023539107462392	0.00168151930174703	0	0.124447320070622	0	0.00184967104887344	0	0.0147968368704273	0.00386748657528151	0	0.00100891188533663	0.00470823886865182	0.00218597438147365	0.00336303384900973	0	0.013283618081406	0	0.00134521566961385	0.0253882259529722	0.00386748657528151	0.00269042890492615	0.00706232568806503	0.000168152008624093	0.000336304012493673	0.00134521566961385	0	0.00672602966287063	0.000672607986951238	0	0	0
0.554287478205857	0	0.111095706521698	0.0126676074629517	0.0188088717726319	0.0291705269690686	0.00806133303412991	0.0099806404406478	0.0168897919868516	0.0337747683096877	0	0.0015355080338364	0.00307101244729005	0	0.0126676074629517	0	0.000383877149880892	0.0498833402874271	0.000383877149880892	0.00575812557017099	0.000767754243193021	0.000767754243193021	0.00690973388388898	0.000383877149880892	0.00499038235764758	0.000383877149880892	0.0138191378940864	0	0	0.0345420749201238	0	0.00307101244729005	0.000383877149880892	0	0.0011516312233677	0.0015355080338364	0	0	0.00921292149392405	0.0103644977364293	0	0
0.276033309534217	0	0.000414765645511507	0	0.000829531219670678	0	0	0	0.000414765645511507	0.000414765645511507	0	0	0.0062214447260476	0.661242043409915	0	0	0	0	0	0.000414765645511507	0	0.00124429665112528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
