"feature","mean","sd","median","incidence"
"Unclassified_Bacteria",3.42478487167043,9.75902163316589,0.743628510964856,0.642857142857143
"Erysipelotrichales",-0.94365838756308,11.1244561128163,1.13151729665338,0.571428571428571
"Clostridiales",-0.153765955629972,2.60049975206551,-0.14574323880629,0.428571428571429
"Bacteroidales",0.434516136391003,2.65279798353514,-0.0193573634725425,0.5
"Lactobacillales",-4.66356987537959,20.9985588011557,1.82652946780643,0.571428571428571
"Unclassified_Firmicutes",-0.0219936673830607,19.6319225899997,0.3530228620503,0.5
"Selenomonadales",4.16200524025814,19.77845860413,0.883377213515465,0.5
"Enterobacteriales",-3.62606127221477,14.0642391391648,0,0.428571428571429
"Burkholderiales",9.07367435656605,17.1406558909369,0,0.428571428571429
"Rhizobiales",-2.37914191786375,9.24228546482656,0,0.285714285714286
"Verrucomicrobiales",5.20369050267246,13.9288537288767,0,0.214285714285714
