"Bacteroidetes"	"Firmicutes"	"Proteobacteria"	"Verrucomicrobia"	"Unclassified_Bacteria"
11.7371449809568	9.84109024039036	6.38268794551039	2.24656765035273	3.10797921837602
13.0364181115287	10.1174780185592	5.60619848689032	3.03248359491248	3.91326693427766
13.3427032474558	10.1535167423319	5.01270065991362	2.29558758528984	4.68662450485769
11.462370835155	9.61850486820305	4.90048377123039	3.21810757995767	4.41966100788794
9.64461486098556	11.6564025045056	5.3060204976708	2.24782680733549	4.35251049206507
11.3027017094151	8.97384065267042	5.93987617818769	2.24727037643378	4.74147261342155
10.4839646944936	11.2739283348365	6.76712191581076	2.24795174323429	3.31032885364094
12.1848077322418	9.49894838784818	5.42977294415344	2.24656011519832	4.23058781101263
10.6339816641262	11.186089507289	3.80766076072091	2.24770007595203	2.52161939451526
11.2846756524734	11.8687200890752	5.7486147330076	2.2469701561976	3.94707965326531
12.2177255704655	9.32331519898396	9.4539735389503	2.24914467069176	3.3877486360759
14.9903990334941	10.1231265204815	4.98162260431453	2.24969052875153	3.9318385053384
10.9521768537586	9.47611155726014	5.78999228382069	3.39934099995771	4.01913861826538
8.69617689424487	13.4178367284326	4.16083451836751	2.24930813773108	2.61429908911446
12.9721951719149	9.70956886614904	5.20003682734103	2.24956698527133	4.20933253348349
9.56500623322147	10.7709979456666	7.88837140064251	2.24647446028844	3.5458619960103
11.8536603347602	9.71227673228138	7.03967223501961	2.24653478481642	3.53186634481514
11.5813794679359	10.0166498893448	6.23613493173951	2.24745518362163	3.50492461005209
12.5609642208254	9.73006222568641	4.13128970506119	2.24904759687683	4.1960079345859
11.8887667504286	10.1561894151755	5.78786041189824	2.24700426042859	2.66455356261228
11.5307892139266	7.41995009816799	3.79153578905981	2.32159946826025	2.49543124086679
11.8493848664969	8.79459347636066	7.35052784861044	2.24643934101109	3.64234694769221
11.697371152363	9.86892912346296	6.78589267689934	2.24643685457286	3.7442185368449
11.9549924754641	9.65795037854378	4.67740353228856	2.24667417545333	4.25323359551885
11.4623682955179	9.08611396436103	5.43438969909222	2.73185096764608	5.24231092707628
11.8448238746311	9.72203299586302	4.34054584832051	2.24741790013789	4.66527241565951
12.6541163983217	9.68998903185607	7.57804537637207	2.27731007352564	3.91320172175269
8.76030638648936	11.6104022449072	5.29082165958634	2.24738741675942	4.36792501855732
12.043254078064	8.96932981629125	7.63214271797362	2.24813679765653	3.53002201357352
11.6989782380519	9.28353931557505	6.5125631535625	2.24652597395534	3.7432714118451
11.4518003250856	10.1657687927744	6.94991181325472	2.24772510416216	3.62914499525324
10.970419228931	9.88500286278219	5.82080978626733	2.45795022871496	3.91318104402517
11.1462921537443	9.68042021454452	5.78982748422269	2.39674697561778	6.60139381962512
