"Bacteroides.Otu0001"	"Bacteroides.Otu2520"	"Bacteroides.Otu0848"	"Faecalibacterium.Otu0067"	"Bacteroides.Otu2038"	"Parabacteroides.Otu1736"	"Prevotella.Otu1987"	"Bacteroides.Otu2654"	"Bacteroides.Otu2065"	"Bacteroides.Otu0863"	"Bacteroides.Otu0929"	"Bacteroides.Otu2431"	"Bacteroides.Otu0786"	"Lactobacillus.Otu1332"	"Bacteroides.Otu1201"	"Bacteroides.Otu2625"	"Bacteroides.Otu2765"	"Bacteroides.Otu0069"	"Clostridium_XI.Otu1804"	"Erysipelotrichaceae_incertae_sedis.Otu0818"	"Enterococcus.Otu1019"	"Bacteroides.Otu0661"	"Bacteroides.Otu2343"	"Bacteroides.Otu0006"	"Lachnospiracea_incertae_sedis.Otu0778"	"Blautia.Otu2475"	"Alistipes.Otu2508"	"Prevotella.Otu1633"	"Alistipes.Otu1466"	"Lachnospiracea_incertae_sedis.Otu0651"	"Faecalibacterium.Otu0751"	"Escherichia_Shigella.Otu2393"	"Bacteroides.Otu2104"	"Roseburia.Otu1051"	"Lachnospiraceae.Otu2222"	"Bacteroides.Otu2437"	"Lachnospiraceae.Otu2512"	"Lachnospiraceae.Otu0898"	"Parabacteroides.Otu1378"	"Haemophilus.Otu1497"	"Bacteroides.Otu0480"	"Bacteroides.Otu2216"	"Megamonas.Otu2657"	"Bacteroides.Otu0877"	"Clostridiales.Otu0562"	"Sutterella.Otu0171"	"Lachnospiraceae.Otu0220"	"Lachnospiracea_incertae_sedis.Otu0113"	"Roseburia.Otu2084"	"Bacteroides.Otu2375"	"Prevotella.Otu2602"	"Akkermansia.Otu1935"	"Bacteroides.Otu2069"	"Prevotella.Otu1803"	"Lachnospiraceae.Otu2599"	"Dorea.Otu1142"	"Clostridium_XlVa.Otu0236"	"Lachnospiraceae.Otu1734"	"Parabacteroides.Otu1107"	"Clostridiaceae_1.Otu1955"	"Veillonella.Otu0362"	"Clostridium_XI.Otu2681"	"Prevotella.Otu1319"	"Bacteroides.Otu2120"	"Bacteroides.Otu1976"	"Bacteroides.Otu2523"	"Turicibacter.Otu0468"	"Klebsiella.Otu1452"	"Prevotella.Otu1994"	"Roseburia.Otu2728"	"Bacteroides.Otu0200"	"Bacteroides.Otu0775"	"Sutterella.Otu1997"	"Lachnospiraceae.Otu0790"	"Prevotella.Otu2501"	"Lachnospiraceae.Otu0033"	"Parabacteroides.Otu1655"	"Lachnospiraceae.Otu0491"	"Bacteroides.Otu2460"	"Bacteroides.Otu2534"	"Lachnospiraceae.Otu2076"	"Bacteroides.Otu2416"	"Lachnospiracea_incertae_sedis.Otu2746"	"Clostridium_XlVa.Otu1856"	"Bacteroidales.Otu0696"	"Bacteroides.Otu1669"	"Prevotella.Otu0738"	"Roseburia.Otu2637"	"Phascolarctobacterium.Otu1814"	"Blautia.Otu0591"	"Bacteroides.Otu0312"	"Gemmiger.Otu0907"	"Blautia.Otu0620"	"Lachnospiracea_incertae_sedis.Otu1990"	"Prevotella.Otu0634"	"Bacteroides.Otu1411"	"Prevotella.Otu2327"	"Clostridiales.Otu1597"	"Barnesiella.Otu2015"	"Bacteroides.Otu2383"	"Bacteroides.Otu0763"	"Bacteroides.Otu0752"	"Prevotella.Otu0773"	"Bacteria.Otu0435"	"Bacteroides.Otu1883"	"Prevotella.Otu0882"	"Bacteroides.Otu1352"	"Burkholderiales.Otu0023"	"Prevotella.Otu2227"	"Bacteroides.Otu0399"	"Parabacteroides.Otu0538"	"Bacteroides.Otu0883"	"other"
3234	0	1	173	192	1202	255	7	0	1	218	195	0	0	100	0	0	397	15	40	7	244	0	324	0	117	0	2	2	0	79	225	0	23	0	134	0	6	483	10	77	0	0	0	0	0	0	11	23	66	43	0	0	69	34	5	31	105	1	10	28	1	38	120	0	0	1	0	81	0	0	41	403	6	2	0	7	0	5	0	0	72	0	1	1	0	4	0	0	19	0	7	27	0	28	193	14	0	921	29	40	61	3	0	0	41	0	0	20	0	4	0	1419
0	0	0	190	0	0	0	0	0	0	0	0	0	2	0	0	0	0	47	171	0	0	0	0	0	117	0	0	0	0	5	0	0	0	0	0	0	35	0	69	0	0	0	0	931	0	32	0	0	0	0	0	0	0	17	9	9	0	0	375	323	3	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1045
1267	151	213	45	214	0	0	156	429	1	57	58	0	0	0	47	31	80	233	9	0	34	0	145	0	10	0	0	0	4	15	266	2	82	0	0	2	52	0	0	0	140	0	1	3	0	0	7	14	45	0	0	0	0	8	35	23	18	0	5	1	30	0	0	35	0	3	3	0	0	0	3	0	8	0	0	0	52	6	0	0	1	22	2	0	1	0	3	0	2	4	0	0	25	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	375
535	2	0	761	48	1	6	0	0	0	0	0	12	0	0	0	1	47	1041	319	0	0	6	51	10	358	0	1	0	9	336	1178	0	83	1	0	1	7	1	71	0	0	1	0	0	0	2	28	41	7	2	0	2	2	148	308	209	215	0	1	60	934	2	4	0	0	13	63	0	4	7	0	0	67	0	0	0	0	0	0	9	11	0	48	0	0	0	33	0	73	3	11	18	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	4	0	1959
3292	1	0	203	103	81	2629	0	0	0	7	16	0	0	4	0	0	358	12	4	0	15	0	298	12	179	0	19	0	198	82	0	0	22	165	30	1	113	36	23	20	0	0	0	0	1	18	45	32	42	560	0	0	409	25	8	12	42	0	1	0	8	368	268	0	0	56	0	960	0	0	1	466	6	8	0	0	75	2	0	0	65	6	29	22	0	9	1	0	25	0	34	8	13	248	5	152	0	1	3	17	3	22	0	0	347	0	0	138	0	0	0	1420
0	738	43	37	0	500	0	1	0	5	26	27	0	0	5	729	49	0	3	1	0	13	0	0	9	1	0	0	0	25	9	1	16	22	28	0	11	0	0	4	0	0	0	11	0	0	26	9	8	0	0	0	0	0	15	3	3	2	0	0	2	0	0	0	0	0	0	0	0	27	0	3	0	2	0	0	0	0	72	0	6	0	0	1	0	19	0	4	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	2	518
0	29	2	29	0	2052	0	0	0	0	0	0	0	0	0	21	2	0	33	27	0	0	0	0	17	1	0	0	0	97	4	0	0	78	32	0	0	0	0	0	0	0	0	1	0	0	0	2	7	0	0	0	0	0	13	2	0	7	0	0	0	4	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561
288	0	0	18	10	0	0	0	1072	0	0	53	4	0	0	0	0	30	5	0	0	0	4	8	0	2	2	0	75	1	1	0	0	0	0	41	2	0	8	0	447	210	0	0	0	0	2	4	1	3	0	0	4	0	0	1	2	0	6	0	0	0	0	4	123	0	1	0	0	0	9	9	0	1	0	0	4	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	2	13	0	0	0	0	0	0	0	0	0	0	300
1	2	5	217	3	4	432	0	0	2	0	0	0	0	2	0	9	0	0	0	0	0	0	0	150	2	0	2902	0	0	77	3	6	7	2	0	8	8	8	15	0	0	0	8	0	35	0	5	23	0	0	0	0	0	19	5	2	1	0	0	21	0	0	110	0	0	0	0	0	0	0	0	0	0	474	11	0	1	0	0	14	0	0	2	511	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	1059
10	8	0	18	13	0	0	1	0	0	1	4	8	0	0	11	0	2	14	26	5	0	0	0	5	156	14	0	0	0	12	10	0	90	378	7	99	28	0	0	0	0	104	21	0	1	51	136	6	1	0	1	0	0	23	17	8	7	0	9	0	2	0	0	0	0	0	1	0	16	0	1	0	5	0	0	0	2	2	0	0	0	4	4	0	1	0	0	0	60	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1259
719	163	718	1	3	0	0	41	0	78	1	2	37	0	0	0	167	99	4	2	0	0	30	35	64	2	0	0	0	2	2	0	81	9	6	0	2	2	0	39	0	0	0	6	0	0	0	1	10	19	0	0	11	0	2	0	6	0	0	0	0	0	0	12	0	1	0	0	0	1	79	0	0	3	0	8	0	0	0	1	0	32	0	0	0	8	0	4	0	0	0	0	1	0	0	0	0	0	0	0	18	5	0	0	0	0	2	0	0	16	0	0	383
1332	38	126	45	4	0	0	201	0	75	0	0	0	0	0	0	114	154	0	0	1	0	0	41	0	0	0	0	0	0	5	0	71	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	2	0	0	0	0	1	0	0	0	0	0	0	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	214
6301	167	37	94	183	0	1	198	0	0	998	290	572	1	17	33	27	620	66	12	0	775	383	451	20	27	217	0	2715	0	30	0	23	2	5	0	1	3	0	0	0	1	0	9	0	0	5	4	30	109	0	0	139	0	2	3	12	7	0	1	0	2	0	190	0	2	1	0	0	0	1	14	0	48	0	2	0	5	28	34	0	149	67	2	0	5	1	3	0	3	1	0	3	127	0	2	0	0	0	104	47	26	0	0	0	0	10	1004	0	1	0	0	1489
589	0	860	412	94	0	0	0	168	0	301	173	0	0	0	3	0	51	179	181	1	159	1	69	132	218	0	1	0	390	182	14	0	33	3	0	16	45	0	33	0	45	0	0	0	0	0	75	79	27	0	0	0	0	88	232	138	165	0	0	2	11	0	0	15	0	30	0	0	1	0	4	0	6	0	0	0	190	2	0	178	1	5	8	0	0	0	8	0	35	0	0	25	11	0	1	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	1581
3717	0	0	1	88	35	0	3	763	0	1	825	0	0	2	0	1	379	42	12	0	5	0	394	0	197	0	0	0	2	2	0	0	8	0	789	0	157	2911	0	1369	241	0	1	0	0	98	3	18	101	0	0	0	0	30	7	66	93	306	0	0	0	0	92	77	0	2	0	0	39	0	308	0	71	0	0	2075	10	0	0	0	64	0	8	0	0	0	0	0	16	0	0	5	0	0	24	0	0	0	0	38	71	0	0	0	0	0	0	0	0	1	0	1433
0	0	280	40	0	0	0	2	0	44	0	0	0	0	0	0	86	0	384	0	1	0	0	0	664	7	0	14	0	1	8	2	38	67	4	0	4	1	0	293	1	0	0	3	0	0	4	9	150	0	0	0	0	0	20	1	0	17	0	9	18	23	0	0	0	0	276	9	0	2	0	0	0	0	0	207	0	1	0	0	31	0	1	0	0	0	0	11	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	468
1065	77	406	519	124	0	2	306	94	198	121	351	0	0	162	21	407	242	15	6	0	101	0	87	0	16	77	0	64	0	140	59	209	0	0	237	0	9	0	1	0	17	0	10	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	1	1	6	0	11	11	1	0	25	0	1	0	95	0	0	0	0	0	0	7	73	0	19	0	0	0	3	0	0	84	0	0	0	0	0	0	67	0	0	0	17	15	65	0	0	0	0	9	0	0	0	0	0	708
3559	276	226	262	327	154	3	992	2	81	309	528	0	0	367	91	269	639	32	11	15	221	0	336	0	40	512	0	226	0	85	4	123	2	0	389	0	29	0	0	0	0	0	14	0	0	5	0	1	141	0	83	0	0	0	0	23	0	0	0	10	5	0	65	0	0	0	0	1	1	0	148	0	0	0	0	0	0	26	331	0	57	0	3	0	5	0	0	90	2	0	0	0	0	1	128	0	0	0	19	46	80	0	0	0	0	40	0	0	0	0	0	1330
3746	10	38	231	775	0	0	4972	0	576	1429	500	0	0	99	6	62	319	43	47	0	1592	0	527	0	208	53	1	825	0	73	0	43	17	0	0	0	8	0	0	0	0	0	0	0	3	13	5	4	156	0	520	0	0	3	1	162	12	0	2	2	4	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	1	31	0	0	20	2	29	0	1	0	9	0	34	0	0	495	0	0	1	0	0	0	285	14	22	0	0	0	0	44	0	0	0	0	0	1729
0	6	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	87	0	0	0	0	0	143	0	0	0	535	0	0	0	7	31	0	13	632	0	0	0	0	0	0	0	0	98	107	25	0	0	0	0	0	20	78	7	13	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	28	0	0	0	95	0	0	0	0	0	1	0	0	0	1	0	22	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	974
3611	1484	1145	986	7	323	1	46	7	86	404	727	48	0	96	7	555	495	13	5	0	473	49	281	16	140	282	0	51	55	174	0	244	74	48	380	361	13	47	1	0	34	0	88	0	309	22	144	55	89	0	0	23	0	13	5	38	3	78	0	1	5	0	132	0	0	0	0	0	162	0	119	0	8	0	0	0	51	1	1	16	75	1	4	0	139	0	78	81	33	0	199	15	0	1	140	0	0	0	7	119	96	0	0	0	0	33	0	0	93	43	99	2366
270	161	31	87	34	5	2853	6	0	15	0	4	77	0	0	0	48	37	33	0	0	0	68	54	32	17	0	16	0	10	33	1	44	10	2	0	62	0	0	8	0	0	0	0	0	0	8	17	3	6	970	0	52	811	5	15	8	2	1	0	2	0	721	32	0	0	0	0	0	2	46	1	0	4	18	0	0	0	0	0	22	10	4	2	194	12	9	8	0	1	0	4	7	8	2	0	368	336	0	0	3	4	394	0	0	28	7	0	225	11	0	16	1801
142	0	349	113	760	40	0	2	0	43	72	83	0	0	2	0	145	4	10	2	3	82	0	63	1	3	0	1	0	0	19	0	67	6	0	0	0	4	0	0	0	0	0	4	0	0	0	8	2	16	0	16	0	0	7	0	6	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	0	0	0	0	6	0	0	0	0	0	0	51	0	1	1	0	0	0	10	0	7	2	1	0	0	2	0	4	0	0	0	0	0	526
344	11668	964	168	23	26	2	217	0	294	424	162	4317	0	14	1	875	42	158	89	71	262	3691	36	4	24	0	0	77	0	40	48	585	11	1	3	0	61	663	0	0	0	18	109	0	0	5	4	19	5	0	0	1201	0	1	8	37	5	1324	0	0	2	0	18	0	11	0	0	1	16	18	5	0	10	0	1	7	15	16	38	0	15	1	14	1	721	0	0	141	7	0	2	7	1	0	0	0	0	0	65	10	4	0	0	1	1	229	0	0	419	519	548	1737
0	0	1	58	0	0	0	1	0	153	803	407	0	0	746	0	0	0	15	5	0	241	0	0	4	41	0	0	13	39	13	3	7	36	16	2	1	10	0	0	0	0	0	0	0	0	10	6	3	0	0	0	0	0	4	3	28	6	0	0	1	8	0	0	0	35	0	0	0	0	0	36	0	22	0	0	0	0	39	0	2	0	0	4	0	0	0	2	0	2	0	0	1	0	0	1	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	799
1285	30	83	298	243	74	1028	177	0	34	23	148	0	0	51	11	92	114	0	18	0	9	0	226	0	5	7	441	32	0	42	0	42	0	0	89	1	4	81	0	1	0	0	1	0	242	0	0	0	51	163	1	1	132	0	0	52	2	308	0	0	0	86	10	0	0	0	3	134	0	0	60	50	0	236	0	5	0	0	0	0	5	0	6	7	12	152	0	0	0	0	1	1	0	68	9	11	0	36	1	1	20	68	0	0	81	6	0	21	0	92	0	3478
0	0	0	912	0	0	0	0	0	0	1	2	0	0	4	0	0	0	13	2	0	1	0	0	23	41	0	1	0	306	118	0	0	81	59	0	16	72	0	17	0	0	0	0	20	0	99	68	5	0	0	0	0	0	10	4	15	3	0	24	164	0	0	0	0	0	0	0	0	40	0	0	0	14	0	1	0	4	0	0	29	0	9	1	0	0	0	36	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998
510	120	46	87	52	15	110	13	0	66	52	15	0	0	121	58	53	46	11	0	0	15	0	34	0	1	52	3	0	0	24	0	20	0	0	2	0	0	95	0	2	0	0	3	0	0	0	0	0	1	14	0	0	11	0	0	1	0	0	0	1	0	10	34	0	0	0	0	169	0	0	0	152	0	0	0	3	0	19	0	0	4	0	1	1	9	0	0	0	2	0	5	0	0	6	0	3	0	1	2	6	12	1	0	0	49	3	0	4	1	1	0	476
270	1882	43	33	2069	0	0	25	0	1624	766	351	36	0	217	21	17	9	4	4	1	634	27	244	306	31	58	0	421	4	0	1	1	8	0	0	0	6	0	1	0	0	0	57	0	0	9	4	66	109	0	0	6	0	4	5	32	3	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	25	0	67	0	3	15	0	41	1	1	3	0	70	0	20	0	3	155	180	12	1	0	1	0	0	0	110	24	10	0	0	0	0	15	0	0	0	0	0	1559
85	137	5	75	88	0	0	11	0	0	28	135	49	0	9	70	0	7	0	0	2	29	28	4	8	2	74	0	0	0	30	0	0	1	0	204	0	0	0	0	0	0	507	103	0	100	0	0	0	59	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	0	0	24	0	0	0	0	10	0	1	0	0	0	2	3	0	0	0	2	4	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	500
90	62	44	31	0	296	0	2	0	91	19	61	21	0	14	0	54	9	11	1	0	8	4	2	5	36	102	0	4	3	3	0	22	4	0	27	6	1	9	4	105	0	0	3	0	45	13	13	7	1	0	6	10	0	1	11	4	1	0	1	1	5	0	0	0	193	1	1	0	5	36	0	0	6	0	1	0	2	1	0	0	0	7	0	0	2	0	8	2	7	0	1	1	1	13	3	0	0	0	1	0	1	0	0	0	0	6	0	0	1	0	0	851
1701	1162	1217	310	151	521	0	46	0	109	424	341	686	0	10	0	373	220	98	10	0	289	578	132	11	161	161	0	21	109	19	0	205	8	66	35	278	44	20	0	0	12	0	41	0	438	46	125	95	26	0	0	161	0	21	4	14	29	48	1	1	29	0	77	0	1	8	0	0	25	1	8	0	75	0	0	3	89	2	0	13	31	1	5	0	99	0	3	206	26	8	102	27	0	0	5	0	0	0	3	47	14	0	0	0	0	25	0	0	73	23	70	1887
0	41	2092	24	0	0	0	27	0	38	0	0	0	0	0	8	391	0	3	10	0	0	0	0	0	5	0	1	0	0	0	3	323	27	20	0	0	1	0	0	0	0	0	420	0	0	4	1	0	0	0	0	0	0	50	2	1	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	41	0	0	0	0	0	766
2320	3	352	164	49	311	0	467	0	111	0	0	94	0	0	1	369	274	25	0	0	0	74	164	9	125	370	0	81	5	28	0	163	6	60	0	48	0	110	0	0	0	0	5	0	0	103	41	21	35	0	0	33	0	11	12	16	11	84	0	0	3	0	78	0	0	2	0	0	0	0	0	0	20	0	0	20	5	0	0	9	47	25	15	0	0	0	0	8	16	1	16	11	16	0	0	0	7	0	0	28	0	0	0	0	0	5	0	0	1	4	0	944
0	6057	86	450	0	0	0	19	0	339	0	16	0	2	139	66	101	0	9	8	0	0	0	0	30	10	0	0	0	26	200	0	126	37	27	6	5	78	0	0	0	0	0	305	2	0	45	7	12	0	0	16	0	0	39	10	154	25	0	1	30	0	0	0	0	0	0	0	0	3	0	0	0	110	0	0	0	13	7	0	13	0	1	98	0	142	0	0	0	14	0	0	2	0	0	0	0	633	0	0	1	0	0	1055	0	0	55	0	0	24	0	92	2417
742	20	8	138	92	98	4893	3	0	0	0	2	1681	0	0	0	13	82	7	2	0	0	904	119	26	95	0	38	0	19	69	59	5	21	14	0	30	0	15	940	0	0	0	0	0	0	10	13	14	13	1364	0	422	1213	15	47	2	31	18	54	140	0	1038	60	0	0	17	0	0	3	1466	0	0	5	32	0	0	1	0	0	20	32	3	2	203	1	16	3	0	6	0	0	7	5	0	0	522	0	0	0	3	2	414	0	0	29	1	0	300	1	6	3	2650
362	4	522	242	2840	313	0	20	0	73	101	43	0	0	1	2	428	10	32	2	0	85	0	258	5	93	0	1	0	14	102	25	226	26	22	0	7	9	0	0	0	0	0	7	3	0	53	26	58	69	0	0	0	0	29	9	42	34	0	213	10	6	0	0	0	1	10	0	0	3	0	0	0	56	0	1	0	30	3	0	9	0	24	2	0	0	0	36	0	17	196	7	1	13	0	0	0	0	0	17	18	2	0	0	1	0	16	0	0	0	0	0	1519
