"Bacteroides"	"Prevotella"	"Parabacteroides"	"Faecalibacterium"	"Unclassified_Lachnospiraceae"	"Lactobacillus"	"Enterococcus"	"Alistipes"	"Lachnospiracea_incertae_sedis"	"Clostridium_XI"	"Blautia"	"Erysipelotrichaceae_incertae_sedis"	"Roseburia"	"Escherichia_Shigella"	"Unclassified_Clostridiales"	"Unclassified_Bacteroidales"	"Unclassified_Ruminococcaceae"	"Sutterella"	"Akkermansia"	"Unclassified_Bacteria"	"Megamonas"	"Ruminococcus"	"Clostridium_XlVa"	"Unclassified_Lactobacillales"	"Veillonella"	"Unclassified_Firmicutes"	"Unclassified_Enterobacteriaceae"	"Dorea"	"Clostridium_sensu_stricto"	"Unclassified_Burkholderiales"	"Clostridium_IV"	"Gemmiger"	"Clostridium_XVIII"	"Flavonifractor"	"Streptococcus"	"Turicibacter"	"Odoribacter"	"Parasutterella"
0.711830871963889	0.000259762747100325	0	0.0103037400969254	0.045269842145854	0	0	0.00978424080694165	0.0233765183821232	0.00086587572520843	0.0317722972390338	0.00121222586987505	0.0059745077073489	0	0.00770621864374843	0.000173175165815521	0.0120353835270986	0	0	0.00086587572520843	0	0.00476229908262202	0.00658060883887873	0	8.65875832323519e-05	0.00614767969290665	0	0.000952463272735762	0.0116890575619105	0	0.00285738636197335	0.00744646334959213	0.0103903230453663	0.00545499069645753	0.000432937903178109	8.65875832323519e-05	0	0.0138535701974543
0.777168814782219	0.000347678274692101	0.000115892760306128	0.0339114479350235	0.00440391066625511	0	0	0.0444109579093795	0.00645131892126121	0.00108166555435367	0.00954169250042882	0.00123618913118271	0.000540832856273646	3.86309201789104e-05	0.000618094683660046	0.00289731496058402	0.00865321813228061	0	0.00374719048895725	0.00112029645112638	0	0.000231785519055685	0.000424940109284845	0	0.000463571025658805	0.00027041643802393	0.00181565225128244	7.72618403001701e-05	3.86309201789104e-05	0	0.00158386706550516	0.000386309192276727	0.000463571025658805	0.000733987417677429	0.000424940109284845	0	0	0
0.78442830422144	0.0001327903678817	0.000265580733421869	0.00889683730413718	0.0104902466920776	0	0	0.0560966365723214	0.00115084960431554	0	0.00314270020925343	0.000619688345607658	0.00376238489126742	0	0.00168201053833198	0.00362959543006887	0.0219086580692401	4.42634560761977e-05	8.8526912065672e-05	0.00225743434330481	0	0.00420501593630753	0.00283285740081514	0	0	0.000841005566583187	0	0.000708215238247309	0	0	0.0014606935315626	0.00115084960431554	8.8526912065672e-05	0.000796742125336672	8.8526912065672e-05	0	0	0
0.417251307405473	0.0165171061141279	0.0303524821545355	0.00401784633277316	0.0111604825994013	0	0	0.245733700990922	0.00491069454885534	0.0410598903541068	0.00267856822557065	0	0.00267856822557065	0.000446428556599818	0.00803562780692703	0.000446428556599818	0.00982127068169705	0.00401784633277316	0.0303524821545355	0.00803562780692703	0	0.00803562780692703	0.000892857024227144	0	0	0.00580353885029011	0	0.00446427088566354	0.0281212934334847	0	0.00714279640567046	0	0.00178571333667532	0.00848204115000403	0	0.0111604825994013	0.0174098347787549	0
0.0397472010204956	0.0185525138889578	0.00265050806662181	0.066969997073679	0.0616799290485944	0.00530099751314179	0.000757288833335057	0	0.0189310918488754	0.0348282480852771	0.0473129028910342	0.376501718868292	0.0208239398712982	0.00265050806662181	0.0242308737800191	0.00189322113331921	0.00681554738572386	0.00113593311428553	0	0.0056796362569608	0	0.00189322113331921	0.00757281667655089	0.147888952310408	0	0.0132521679557929	0.000757288833335057	0.00605827418651626	0	0	0	0.000757288833335057	0.00151457723237572	0.00265050806662181	0.0155237990506103	0	0	0
0.742780652566555	0.000413736024605055	0	0.000413736024605055	0.029371035544405	0	0	0	0.0124117624139894	0.00165494339019811	0.00124120779052617	0.00455108068989523	0.00206867870658204	0.0144802552376781	0.00744717981779679	0.00330988224779672	0.0107569294952956	0	0	0.0148939466514538	0	0.0136528650468815	0.00248241366885677	0	0	0.00786090373232119	0.000413736024605055	0	0	0.00744717981779679	0.013239166411379	0	0.00165494339019811	0.00248241366885677	0.00124120779052617	0	0	0
0.220332335593643	0.00231374157280706	0.000462748710925778	0.35179183385827	0.10531193970073	0	0.000462748710925778	0	0.0541151849448396	0.0166581837498315	0.0397858934325469	0.00231374157280706	0.0933396502022165	0	0.00879211254740303	0.000462748710925778	0.0157328076909557	0	0	0.00138824573641236	0	0.00185099385279134	0.00370198136378584	0	0.00185099385279134	0.00786664722946465	0	0.00601569717337837	0	0	0	0.0129566018535534	0.000462748710925778	0.00601569717337837	0.000925497322760264	0	0	0.0148074181606689
0.77969981599726	0.000247969745149547	6.19924368829886e-05	0.00154981030264932	0.0109724411637943	0.000619924329520162	0.0717257263476236	0.000247969745149547	0.000681916753299911	0	0.00415348133157735	0.000433947044839437	0.00266567163071754	0	0.00260367940896487	0.0252902182614633	0.00105387123260642	0	0	0.00365754562354548	0	0.000123984873527736	0.00105387123260642	0	6.19924368829886e-05	0.000867894007962317	0	0.000805901592759229	0	0	6.19924368829886e-05	0.00427746510373259	0.0011158636330386	0.000123984873527736	6.19924368829886e-05	0	0	0.000867894007962317
0.276033309534217	0	0.000829531219670678	0	0.000414765645511507	0	0.661242043409915	0	0	0	0	0.0062214447260476	0.000414765645511507	0	0.000414765645511507	0.00124429665112528	0	0	0	0	0	0	0.000414765645511507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.251552874986923	0.0445604299547613	0.00690117839148636	0.00633551593769738	0.155387061288642	0.00101821455423225	0.000678809767984763	0	0.141063546335267	0.14610258267114	0.121659163596792	0.000226269938107701	0.0140282761678592	0	0.0170825496410089	0.000905079636584973	0.00158388891801774	0	0	0.00214956277497954	0	0.00610925037843658	0.00497791812229369	0.000226269938107701	0.000339404903541369	0.00486478452236841	0.00475165086017819	0.00248896677058256	0	0	0.00169702373574822	0.00169702373574822	0.000113134969777887	0.000339404903541369	0.00610925037843658	0.0335947665168427	0	0
0.173789474650614	0	0.489640470906122	0	0.00393390016027896	0	0.000393391020537864	0	0	0.0444385589193378	0	0.0102279884689053	0	0.173789474650614	0.00078678198019593	0.00629421493106899	0.000393391020537864	0	0	0.00078678198019593	0	0	0	0	0.00275373373450699	0	0.0625084592969626	0	0.000393391020537864	0	0	0	0.00157356347335398	0	0.000393391020537864	0	0	0
0.869149610256667	0.00010276436113862	0.000256910900472579	0.00200390370457388	0.00113040773377118	0	0.00349398117582708	0	0.000513821783988215	0.000411057433702037	0	0.000205528721191996	0.000359675256863255	0	0	0.0013359362997734	0.00128455416322426	0	0	0.000205528721191996	0	0.000565203957164299	0.00010276436113862	0	0	0	0	0.00010276436113862	0.00190113953918567	0	0.000256910900472579	0.00010276436113862	5.13821806371379e-05	5.13821806371379e-05	5.13821806371379e-05	0	0	0
0.48452206210261	0	0.0328443360871904	0.0322005542121544	0.0299472143323071	0	0	0.0151362980265417	0.00740733966872872	0.00772939163532543	0.00322060634874251	0.00676323346415788	0.00354266569752654	0	0.00708528693387374	0.00289854666591085	0.0218984107932029	0.0051529562616202	0.1743171324882	0.00611912445373646	0	0.00128824441018286	0.00837349313015808	0	0.000322061186058862	0.00289854666591085	0	0.0125600562355201	0.019322469109339	0	0.00998373108504851	0.0119159820952091	0.0112719030119702	0.00161030526218941	0.00483089908412044	0.00225442643172042	0.00128824441018286	0
0	0	0	0	0	0.879335521999966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00268816880544559	0	0	0
0.83037961539764	0	0	0.0111544265139826	0.00633097971543305	0	0.00331624354476794	0	0.00120590866159874	0.000301477233901692	0.00693392092167811	0.00391919406689228	0.00211033910286897	0	0.00602950823553877	0.00301476781790003	0.00120590866159874	0.00180886244438285	0	0.00180886244438285	0	0.00331624354476794	0.00602950823553877	0	0	0.000602954440402568	0	0	0.000301477233901692	0	0.000602954440402568	0.000301477233901692	0	0.00422066880735031	0	0	0	0
0.0809660898045928	0.00806179305281862	0.00108944307896901	0.131119772065492	0.099086065881334	0.00196099667321945	0.000108944329232145	0	0.0156873400094008	0.215881070983835	0.0528134446203275	0.0351817602217991	0.0183016256433647	0.128310884846207	0.0218960605450667	0.00119838733708371	0.00228782892258929	0.000108944329232145	0	0.00326832406475167	0.000108944329232145	0.00403092927353524	0.0304996834018251	0.000108944329232145	0.0173212822276516	0.00196099667321945	0.0099137715866225	0.0442169879319593	0.00185205254182276	0	0.00076261023221447	0.00119838733708371	0.0103495265355831	0.00098049880792388	0.0184105516211575	0.00141627580934966	0.000108944329232145	0
