"Bacteroides"	"Prevotella"	"Parabacteroides"	"Faecalibacterium"	"Unclassified_Lachnospiraceae"	"Lactobacillus"	"Enterococcus"	"Alistipes"	"Lachnospiracea_incertae_sedis"	"Clostridium_XI"	"Blautia"	"Erysipelotrichaceae_incertae_sedis"	"Roseburia"	"Escherichia_Shigella"	"Unclassified_Clostridiales"	"Unclassified_Bacteroidales"	"Unclassified_Ruminococcaceae"	"Sutterella"	"Akkermansia"	"Unclassified_Bacteria"	"Megamonas"	"Ruminococcus"	"Clostridium_XlVa"	"Unclassified_Lactobacillales"	"Veillonella"	"Unclassified_Firmicutes"	"Unclassified_Enterobacteriaceae"	"Dorea"	"Clostridium_sensu_stricto"	"Unclassified_Burkholderiales"	"Clostridium_IV"	"Gemmiger"	"Clostridium_XVIII"	"Flavonifractor"	"Streptococcus"	"Turicibacter"	"Odoribacter"	"Parasutterella"
0.324742499520405	0.44614211181725	0.00884625976411496	0.02157485094607	0.05678765506727	0	0	0	0.0291241909462545	0.00143843448669609	0.016181687358835	0.000287686992579411	0.00424337046457675	0	0.0100688747441321	0.00194188600624725	0.000575373961348755	0.033653026080954	0	0.00172612112212512	0	0.00151035615764435	0.00402760706260878	0	0	0.00273302306485513	0	0.000575373961348755	0.000575373961348755	0	0	0.00244533703360247	0.000503452222690725	7.19217490749336e-05	7.19217490749336e-05	0.00402760706260878	0	0
0.019580994131263	0	0.6588585943966	0.0150124909175339	0.0391544856423838	0	0	0	0.059690396664226	0.012075424548754	0.000326370751386104	0.00881189640350307	0.0407850366048258	0	0.00195822329156764	0.00424280711391062	0.00946461065276107	0	0	0.00195822329156764	0	0.00456917470179001	0.000326370751386104	0	0	0.000326370751386104	0.0202336063144685	0.000979112115101105	0	0	0	0	0.000979112115101105	0.00881189640350307	0	0	0	0
0.784808900114028	0.000359971194529682	0.00719936185445441	0.00899915859117742	0.00323973515341738	0	0	0.0280740658570174	0.00323973515341738	0.00179985503975374	0.00107991339700994	0	0.000719942342414573	0	0.000719942342414573	0.00107991339700994	0.0104389752727525	0	0	0.00251979574960635	0	0.0428234832280755	0.000719942342414573	0	0	0.000719942342414573	0	0.000359971194529682	0	0	0.00863920138927177	0	0.000359971194529682	0	0	0.000359971194529682	0	0
0.0259122280921247	0.61812362696246	0.00226757175288036	0.0587611249591382	0.0189493032571244	0.000809847660099722	0	0	0.0276932531327838	0	0.00194363337294816	0	0.00534496969107033	0.000485908630052868	0.00323938532901174	0.0826722344244595	0.000323939093783796	0.00615480403047946	0	0.000161969549016463	0	0	0.00113378660516405	0.00275347886600082	0.0440414786217481	0.0252645619509906	0	0.00113378660516405	0.000161969549016463	0	0.000161969549016463	0.000161969549016463	0.000971817145379258	0.000971817145379258	0	0	0	0
0.855882648926218	0	0.00120433531705674	0.0204722752728699	0.00120433531705674	0	0.000401445191947127	0	0	0	0.000401445191947127	0	0.000401445191947127	0	0.000802890319198071	0.00602164164992496	0.000401445191947127	0	0.000802890319198071	0	0	0	0.000401445191947127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.650777324136241	0.000111346175028802	0.000167019262111807	0.00757146757565652	0.0101879987908415	5.56730876006802e-05	0	0.167405390822759	0.015921830343738	0.0038414335986668	0.00228259461066293	0.000668077001856491	0.00200422981284871	0	0.00111346152251116	0.00205990278552589	0.0042868146178136	0	0	0.00222692166455954	0	0.00623534540986643	0.000779423147895505	5.56730876006802e-05	0	0.000779423147895505	0.000222692348677138	0.000668077001856491	5.56730876006802e-05	0.055866714605686	0.0115240740632014	0	0.000111346175028802	0.000890769284271262	0.000167019262111807	5.56730876006802e-05	0	0
0.655856773547328	0.000112650670033229	0.0328880666398502	0.0720902957410017	0.0479707850537635	0	0	0.0195436471388424	0.013348707993698	0.00101385585875235	0.0119406872961963	0.000281626671955917	0.0231476455486019	0	0.00636471989814618	0.00422438757081982	0.00281626303399697	0.0199941617805309	0	0.00264728765928868	0	0.00343583868327097	0.0029289132394272	0	5.63253351059616e-05	0.000394277335734836	0	0.000450602665837351	0	0	0.00236566186918627	0.0121659722710534	0.00242198704293173	0.000563253321575017	0.000281626671955917	0	0.00253463736719256	0
0.117074317750378	0.634728222980911	0.00137013071244196	0.0166365392748847	0.0207462118917	0	0	0.000685065516976526	0.0114501314818595	0.00322958921841006	0.00293599108434382	0.0001957330189107	0.00274025885280329	9.78665099240254e-05	0.0363983042501344	0.022116028340171	0.00743778618869834	0	0	0.00450184425749536	0	0.0317034381026154	0.00146799712394426	0	0.0001957330189107	9.78665099240254e-05	0	0.00254452651628062	0	0	0.000293599526022672	0.000391466030322591	0	9.78665099240254e-05	0.000489332530873106	0	0.00665487356423784	0
0.710923155611123	0.000741564633553569	0.0152014909008204	0.057069498434004	0.0111232411481133	0	0.00111234682289298	0.0352170432723461	0.00370781501182171	0.00407859455049355	0.00185391069182318	0.000741564633553569	0.00296625445623213	0	0.00704480639283245	0.00148312885930771	0.00704480639283245	0	0.00667403276698342	0.0218744142050467	0	0.00444937352845453	0.00482015189473384	0	0	0.000741564633553569	0	0.00111234682289298	0	0	0.00296625445623213	0	0.00185391069182318	0.00778635068820958	0	0	0	0.00741557905022883
0.74811613972714	0	0	0.022513199763685	0.0389796943568953	0	0	0.00439317642324318	0.026081611812797	0.00631516944594865	0.0142773842384973	0.0013728716170657	0.0112573130269933	0.0010982974178552	0.00796257373873168	0.0010982974178552	0.00164744571277416	0	0	0.00796257373873168	0	0.00164744571277416	0.012630087051895	0	0.0010982974178552	0.000274574406214941	0	0.00247116717188516	0	0	0.000274574406214941	0	0.00356945974586714	0.00192201968428032	0	0	0	0
0.284628937570348	0.436235551409839	0.0619870867679244	0.0355196128042978	0.00184430103171789	0	0	0.0105802724141499	0.000388274111773974	0	0.000873616662317122	0.00174723265788559	0	0	0.000582411149368789	0.0124244522322226	0.00669767852119761	0.0307658703866226	9.70685302300152e-05	0.00155309586174695	0	0.000485342632857903	0.00611527929887242	0	0	0.000582411149368789	0	0	0	9.70685302300152e-05	0.000194137059545422	0.000194137059545422	0.000194137059545422	0.00242671087777388	9.70685302300152e-05	0	0.0151421120934708	0
0.00248215692994163	0.000310269929865166	0	0.346719095305051	0.218547740730309	0.000310269929865166	0	0	0.146542888671213	0.00403349821605126	0.0170640182854703	0.000620539829861448	0.0573684648185593	0	0.0397041191291145	0	0.00217188783640194	0	0	0.00651562252995861	0	0.00124107942077198	0.0102387289585519	0	0.0691351085507705	0.00558482979502605	0.000310269929865166	0.00186161853378152	0.019855971069759	0	0	0	0.000620539829861448	0	0.00775667058962107	0	0	0
0.520005237812049	0.179401411900347	0.0502072144172625	0.0479268555062188	0	0	0	0.0273938339888269	0.000380517494622428	0.00418568031971568	0.00114155226348147	0	0	0	0.00114155226348147	0.0642632170535115	0.00570773156575742	0.0578064609798797	0	0.00152206942752544	0	0.000380517494622428	0.000761034934148385	0	0.000380517494622428	0	0	0	0.00875179086487475	0	0	0.00190258637118424	0	0	0	0	0	0
0.72800155446611	0.000170502982976094	0	0.00485931591454237	0.0265953301647368	0	8.52514917978429e-05	0.04372008591748	0.039801936885911	0.00034100596099545	0.00716106411530652	0.000511508929101332	0.00843979750313432	8.52514917978429e-05	0.00954802201846343	0.00034100596099545	0.00861029429114548	0	0	0.00289854666591085	0	0.00502981681386803	0.0033248020585751	0	0.000170502982976094	0.00110826916784051	0	0.00119352060325552	0	0	0.00119352060325552	0.0153446663623585	0.00213128568400957	0.00673481694737107	0	0	0	0.0121906613927288
0.577061296862994	0.000822706612252007	0.000411353340928866	0.0464662061020446	0.0127516083495573	0	0.000822706612252007	0.0316689143140419	0.00411352192442807	0	0.00246811760937877	0	0.000411353340928866	0	0.00534756809590986	0.0193324033251362	0.000822706612252007	0.0431786837176759	0	0.00246811760937877	0.207073116199188	0	0.00534756809590986	0.000822706612252007	0.000411353340928866	0	0	0	0	0	0	0	0	0.000411353340928866	0	0	0	0
0.398219737268136	0.00577554544862927	0.133268529897257	0.0152634337359143	0.0379446892669318	0	0	0.0453639773369004	0.032172667317647	0.00660061213656862	0.0799478096453483	0.000412541242423661	0.0243375313396803	0	0.0169133850264784	0.00453793822049147	0.0346465334163829	0.0185632902787972	0.00288778476519189	0.00577554544862927	0	0.0214505001951656	0.00206270480791082	0	0.000412541242423661	0.0305233129619217	0	0.00577554544862927	0	0	0.0107258669479084	0.000412541242423661	0.0132009367190597	0.00206270480791082	0.000412541242423661	0.000412541242423661	0.00701314383069508	0
0.60075149457237	0	0	0.0555059467692834	0.0444281389504616	0.000151941046289192	0	0	0.00957213977645752	0.00068373465765862	0.0021271730520378	0.00113955760491694	0.00402642686266582	0	0.0577055665400418	7.59705233638289e-05	0.0182319155516085	7.59705233638289e-05	0.00167135073748294	0.0902822262917732	0	0.00668535626313064	0.0214980021602529	0	0.00235508404949561	0.00144343944406263	0	0.00113955760491694	0.000151941046289192	0.0163329363538052	0.00068373465765862	0	0.00417836663084444	0.000835675660539754	0.00129149853939757	0	0	0
