"feature","mean","sd","median","incidence"
"Lachnospiraceae.Otu0875",-12.9983062125733,18.9811686304371,-1.52701594171131,0.4375
"Lachnospiraceae.Otu1734",-13.0753579260478,17.8716231336695,-1.6094759893635,0.3125
"Roseburia.Otu2084",-11.1060617531091,17.7595351109568,-0.16203492577388,0.5
"Lachnospiraceae.Otu0790",-8.66623550796044,16.4396623206589,-1.43919819276045,0.375
"Bacteroides.Otu2625",-6.11704005559743,28.6756012432769,-1.21288440323133,0.4375
"Bacteroides.Otu2343",3.03003839762738,20.3777106016653,0,0.4375
"Prevotella.Otu1803",-2.88779719112551,20.0381124846586,0,0.125
"Prevotella.Otu1987",-3.14977086557992,17.3633806478657,0,0.0625
"Blautia.Otu0620",-4.62839240294168,12.1581402421857,-0.153518981928976,0.375
"Bacteroides.Otu2383",-2.13056345625485,23.9675016031795,0,0.4375
"Alistipes.Otu2508",-7.40436219565797,21.7771004682688,0,0.375
"Prevotella.Otu0634",-13.0719858052069,22.8309155672802,-1.89504466208437,0.1875
"Escherichia_Shigella.Otu2393",-10.2235351027918,25.5472843524094,-1.75029452078206,0.1875
"Bacteroides.Otu0661",0.314439524213207,20.005039209921,-0.234427616589722,0.375
"Prevotella.Otu2602",-4.8287344128679,18.0022205539776,0,0.0625
"Enterococcus.Otu1019",9.24267586555245,20.5437890246746,0,0.375
"Bacteroides.Otu1565",-4.43234379474591,25.2277418321504,-0.187782082064217,0.25
"Bacteroides.Otu0775",1.74476737506042,23.5730244284805,0,0.375
"Alistipes.Otu1466",2.70457997869165,22.0780625334939,0,0.375
"Bacteroides.Otu2481",-10.9560652722256,16.9586350905924,0,0
"Ruminococcaceae.Otu0064",-7.76282142022229,19.8311274228692,0,0.0625
"Parabacteroides.Otu1107",-10.2856328293542,21.4178397392388,-0.399985563011706,0.25
"Sutterella.Otu1997",-11.0368139183372,22.5583589335533,0,0.1875
"Prevotella.Otu1563",-2.83421527786118,17.0290438605653,0,0.0625
"Bacteroidales.Otu1168",2.95898387876566,24.2795814356844,0,0.3125
"Prevotella.Otu1994",-5.46175637008065,20.5770901929061,0,0.0625
"Prevotella.Otu1319",-3.04626764305503,16.1664466569039,0,0.0625
"Alistipes.Otu0529",-8.60229380012677,20.9585715508412,0,0.25
"Bacteroides.Otu2534",9.37523882514849,15.5489709298787,0,0.3125
"Bacteroides.Otu0480",-2.24503116813335,22.3174505983197,0,0.125
"Bifidobacterium.Otu1244",-10.4246562420293,20.4414567944288,0,0.125
"Bacteroides.Otu0786",2.78488675309856,20.9527639974569,0,0.3125
"Bacteroides.Otu1624",-0.734611202193912,18.6586208637793,0,0.25
"Prevotella.Otu1633",1.77733209836071,16.868944447045,0,0.25
"Akkermansia.Otu1935",-0.184984946504493,17.4569319854975,0,0.25
"Bacteroides.Otu2065",-4.95719790008008,20.3781940032343,0,0.125
"Prevotella.Otu0773",-5.11805635491406,18.5530387589277,0,0.0625
"Ruminococcus.Otu0422",-9.22026326535507,16.5984173425243,0,0
"Sutterella.Otu0171",-0.58750250223562,20.2877062604805,0,0.1875
"Prevotella.Otu2327",1.20916143624993,14.9532404310859,0,0.125
"Megamonas.Otu2657",-3.06762845301506,16.7203767783531,0,0.0625
"Bacteroides.Otu2216",-6.3729979699664,20.609529521687,0,0.125
"Bacteroides.Otu1726",-6.83930964367245,14.864459772272,0,0
"Phascolarctobacterium.Otu1814",4.08316036868102,18.2766133334866,0,0.3125
"Prevotella.Otu0882",-3.97630780974734,18.23548615915,0,0.125
"Prevotellaceae.Otu2503",-4.80834936146895,22.5931726074843,0,0.125
"Ruminococcaceae.Otu1504",-7.18701915663948,15.8803831054545,0,0.0625
"Klebsiella.Otu1452",4.43569123716184,17.4232999755795,0,0.25
"Prevotella.Otu0738",-3.6035879060591,18.2476138489916,0,0.125
"Lactobacillus.Otu0959",-2.65429829002503,16.7888891843081,0,0.0625
"Prevotella.Otu2501",-3.65470379748415,18.3593038776351,0,0.1875
"Ruminococcaceae.Otu2510",-6.89764323611497,14.903612180595,0,0
"Prevotella.Otu2666",-2.00438857068803,16.0346250449774,0,0.0625
"Streptococcus.Otu0749",1.65986997701456,16.3706588618369,0,0.125
"Catenibacterium.Otu2320",-2.53236278762539,17.2064821620816,0,0.0625
"Prevotella.Otu2702",-2.44325451484098,16.0221507255585,0,0.0625
"Prevotella.Otu2220",-1.70458928589337,15.6792217791533,0,0.125
"Bacteroides.Otu2277",-2.36441249844236,15.9539951485504,0,0.0625
"Megamonas.Otu1877",-0.115279621016897,0.461118484067588,0,0
"Lactobacillales.Otu0504",2.6624206249204,10.6496824996816,0,0.0625
"Bacteroides.Otu0801",-2.50267617382886,10.0107046953154,0,0
