"N_0"	"N_0.25"	"N_0.5"	"N_1"	"N_2"	"N_4"	"N_8"	"N_Inf"
5.02514616694667	4.63100399097886	4.19055044269492	3.36498297500131	2.55986659453641	2.17258126766928	1.99341752664357	1.81004325033043
4.95432945788516	4.55227753647582	4.11743911708622	3.32673676202667	2.46105715356986	1.93225490330388	1.69005894439876	1.48088344402167
4.98837264342227	4.58685304959268	4.14271095292038	3.30271378138879	2.38087146841483	1.86894448186758	1.64368246294226	1.44186971948658
4.98959890603016	4.58240426977144	4.12020526657214	3.19608324374682	2.18092111743091	1.73290074921003	1.57914660508114	1.42835876975172
5.09155454057431	4.67447208830728	4.15479374661895	2.96699956924782	1.73379191645748	1.26443747259287	1.09002344208717	0.95382281611864
4.90684761495641	4.46411702929486	3.96023968728801	3.01431474257204	2.14209144020403	1.75317537055504	1.57045564355898	1.3812275130134
5.11799381241676	4.76318169971818	4.36065323018685	3.50075289056607	2.29902200892667	1.64003912352672	1.40687941804569	1.23102049396568
4.62030507357236	4.09790210362074	3.48542527359815	2.3800956793097	1.53651592375486	1.17306438337953	1.01410930552518	0.887397866363668
3.28746861633381	2.49653255245368	1.73479618060986	0.929363402018464	0.592346480114535	0.454318454213458	0.392070225057586	0.343071072277191
5.28854476989921	4.95815722130552	4.60051176224193	3.92934890924979	3.14467327216276	2.57832636895811	2.24971906760017	1.96893232618083
3.92251774252079	3.32449625855747	2.72380118407446	1.89209398270071	1.2920865174365	0.97926204482864	0.844762027701402	0.739201977778101
4.37330117835552	3.90091843236539	3.4335533397314	2.7354639124817	2.10367255523709	1.66389460781962	1.44028148618387	1.26029811094792
5.2548094765711	4.91617437856485	4.53947494577166	3.77340004797281	2.77902958111917	2.20966453232861	1.98069693691125	1.76142915500256
0.8754687373539	0.332591262184461	0.113028749017756	0.0199483571655675	0.00571070062330191	0.00381212427033699	0.00326744087907366	0.00285894892810022
4.675931492871	4.1987559210083	3.68102024799579	2.84754195978903	2.25099897324301	1.99940217406459	1.86058089241841	1.68838466809477
5.21657842942371	4.83265937669113	4.40160374718329	3.6024916257023	2.84030094017945	2.459855249444	2.27334793551582	2.0483168036835
4.80647704269313	4.39571362931772	3.95006073832249	3.12675104098184	2.25045117484449	1.80377757497677	1.62306514874327	1.44098588972789
4.33414855442942	3.79779481276711	3.14595983750027	1.80028546564216	0.79157092804827	0.535033305296377	0.458598278227356	0.401269142363392
4.69265436785454	4.15109211051899	3.51881128758691	2.42958124505558	1.62910796160657	1.25573554683332	1.08658510049503	0.950869924543081
4.47784804741274	3.94065119001422	3.34542664591365	2.31556097951007	1.40817575911666	1.00368899987901	0.860919960752924	0.753280817619287
3.81159475059365	3.28924203516428	2.77209394677962	1.94900521489775	1.18259131455873	0.834402393859488	0.715467508359286	0.62603032833113
4.81905097002312	4.33721408004644	3.789462355158	2.78139276490173	1.84083318326515	1.38646211863998	1.19865093766079	1.0489363655937
5.23060046637762	4.87654578880339	4.48401151490579	3.71195423672714	2.74606001218758	2.10976358331755	1.82214979893815	1.59440993786944
5.09762305969603	4.67219979618205	4.18312351230442	3.23741109959726	2.24629629767429	1.69461767488039	1.45979472959679	1.27728057167736
4.68734907194573	4.27208822139078	3.83634875010539	3.06401367981591	2.19838525488825	1.67286804107562	1.44708851905325	1.26643868929476
4.72333092808219	4.23515540727192	3.68727486477169	2.75912410038504	2.07902718673042	1.80049352552806	1.66316999165802	1.51232784950274
5.12751421746256	4.82173049153718	4.51263581488065	3.9569243077696	3.22120499910285	2.64347397172471	2.35728918878696	2.08736411059255
5.05442886909467	4.67713414605606	4.25119092923835	3.38121214758485	2.28895338489287	1.67872023243698	1.4432422352594	1.26283281717572
4.89059345927275	4.5182332857079	4.14608010422252	3.5253430093478	2.78767566304962	2.17340236375604	1.87325580668849	1.63910785284214
4.93969409728412	4.52046615148888	4.05172423897099	3.19748001227252	2.42105954230509	2.06463291690348	1.911111709682	1.73515257477337
4.7362203779786	4.34989520024103	3.96777001524866	3.347039428835	2.64580875838076	2.07686144695874	1.79321061295906	1.56914505032316
5.32999770315101	5.02209415213121	4.69261061124204	4.06920577676534	3.28897808781114	2.71695694900271	2.39950044067735	2.10436461062927
4.94559887124842	4.49721318362846	3.94970671229696	2.7375912396041	1.48879388695172	1.03469146270058	0.88715159474497	0.77622321821598
