"feature","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","i.baseMean","baseVar","allZero","dispGeneEst","dispGeneIter","dispFit","dispersion","dispIter","dispOutlier","dispMAP","Intercept","DietStatus_before.diet_vs_after.diet","SE_Intercept","SE_DietStatus_before.diet_vs_after.diet","WaldStatistic_Intercept","WaldStatistic_DietStatus_before.diet_vs_after.diet","WaldPvalue_Intercept","WaldPvalue_DietStatus_before.diet_vs_after.diet","betaConv","betaIter","deviance","maxCooks","replace"
"Unclassified_Burkholderiales",0.989183901111171,3.48789823398532,2.94378182514818,1.18483584761237,0.236082356057143,0.614674624395988,0.989183901111171,29.5614731684392,FALSE,33,16,16.7218958317247,33,5,FALSE,33,-2.44282817054795,3.48789823398532,2.12914756134313,2.94378182514818,-1.14732685272736,1.18483584761237,0.2512465599421,0.236082356057143,TRUE,7,26.8347671761917,NA,TRUE
"Clostridium_XI",27.3314700775529,1.00998261975532,0.85362018430389,1.18317565391093,0.236739539667162,0.614674624395988,27.3314700775529,2952.96103855112,FALSE,2.75496943928035,9,4.95380428090513,2.81486671868845,8,FALSE,2.81486671868845,4.16883591688735,1.00998261975532,0.614237869972865,0.85362018430389,6.78700568734312,1.18317565391093,1.14484697519678e-11,0.236739539667162,TRUE,9,265.160999100691,NA,TRUE
"Bacteroides",4573.6253543823,0.795628826287451,0.728469524003551,1.09219232935759,0.274748573340457,0.614674624395988,4573.6253543823,31803117.4283231,FALSE,2.06674904833158,13,3.89025460864684,2.10107418267398,11,FALSE,2.10107418267398,11.6952065978363,0.795628826287451,0.522860186299241,0.728469524003551,22.3677512732685,1.09219232935759,8.11242118485177e-111,0.274748573340457,TRUE,7,606.996591521621,NA,TRUE
"Clostridium_sensu_stricto",7.90517802181123,1.64871092991619,1.51891147016792,1.08545557940511,0.277719927521509,0.614674624395988,7.90517802181123,322.577495715815,FALSE,8.99197872876313,10,7.16398544876115,8.86364575394295,7,FALSE,8.86364575394295,1.93209040829529,1.64871092991619,1.09610632767208,1.51891147016792,1.76268520627801,1.08545557940511,0.0779535972199225,0.277719927521509,TRUE,15,140.225148569194,NA,TRUE
"Parabacteroides",65.6496691754745,1.13993657237993,1.07959860310113,1.05588926208822,0.291018810500712,0.614674624395988,65.6496691754745,26744.0673648554,FALSE,4.64313274156078,8,3.09512788401995,4.58429503399083,8,FALSE,4.58429503399083,5.34221611175548,1.13993657237993,0.775546009219778,1.07959860310113,6.88832905881355,1.05588926208822,5.64515130618708e-12,0.291018810500712,TRUE,18,277.365128826656,NA,TRUE
"Dorea",9.34016589486288,0.785700301661948,0.744332765030434,1.05557667024079,0.291161664187573,0.614674624395988,9.34016589486288,286.119819408684,FALSE,1.90181040547322,11,7.02772270215761,2.01885951831836,10,FALSE,2.01885951831836,2.82128476490455,0.785700301661948,0.536845260189305,0.744332765030434,5.25530348150917,1.05557667024079,1.47780578239395e-07,0.291161664187573,TRUE,8,214.764700793364,NA,FALSE
"Faecalibacterium",213.857887044972,-0.67635929802104,0.713142762857742,-0.94842061540483,0.342915368556381,0.685830737112762,213.857887044972,56681.8438148913,FALSE,1.95387638679473,8,4.58848919885462,2.00490094912203,11,FALSE,2.00490094912203,8.04830126362287,-0.67635929802104,0.511470009761243,0.713142762857742,15.7356269380874,-0.94842061540483,8.61987247724916e-56,0.342915368556381,TRUE,6,409.884878055566,NA,FALSE
"Unclassified_Bacteroidales",55.8197056225139,0.692403457342496,0.832581532451403,0.831634416996766,0.405615329239791,0.770669125555604,55.8197056225139,8148.67641460146,FALSE,2.69532230580857,12,3.36183208358027,2.71143370930999,11,FALSE,2.71143370930999,5.3993367059658,0.692403457342496,0.597992037634721,0.832581532451403,9.02911136964661,0.831634416996766,1.73071459613101e-19,0.405615329239791,TRUE,7,305.131520459142,NA,TRUE
"Veillonella",1.8170914899501,0.738563728600908,1.0150883027986,0.727585695318022,0.46686723977146,0.821818391619402,1.8170914899501,15.1425052792815,FALSE,3.08090606756786,5,13.4136103254574,3.40903186355806,7,FALSE,3.40903186355806,0.508365609304653,0.738563728600908,0.73265155414665,1.0150883027986,0.693870921896519,0.727585695318022,0.487763160655191,0.46686723977146,TRUE,7,117.485618806395,NA,TRUE
"Unclassified_Ruminococcaceae",45.5139857896521,0.449705203830815,0.655398438805423,0.68615543950712,0.492615094047956,0.821818391619402,45.5139857896521,3145.69007586888,FALSE,1.61860024313854,11,3.76804070866556,1.66186455504397,9,FALSE,1.66186455504397,5.26358255451809,0.449705203830815,0.470577380850094,0.655398438805423,11.185370926689,0.68615543950712,4.80890375461191e-29,0.492615094047956,TRUE,6,314.848902979745,NA,FALSE
"Gemmiger",6.92427500007221,-0.683109415619605,1.02273467882325,-0.667924369598558,0.504181870697277,0.821818391619402,6.92427500007221,172.565298160047,FALSE,3.76415788440002,11,7.35101949912335,3.89386464120895,10,FALSE,3.89386464120895,3.14920426634499,-0.683109415619605,0.727036509218317,1.02273467882325,4.33156275704902,-0.667924369598558,1.48054734229532e-05,0.504181870697277,TRUE,9,180.689853175798,NA,TRUE
