"Bacteroides"	"Prevotella"	"Parabacteroides"	"Faecalibacterium"	"Unclassified_Lachnospiraceae"	"Enterococcus"	"Lachnospiracea_incertae_sedis"	"Clostridium_XI"	"Blautia"	"Roseburia"	"Escherichia_Shigella"	"Unclassified_Bacteroidales"	"Akkermansia"	"Unclassified_Bacteria"	"Clostridium_XlVa"	"Dorea"	"Clostridium_sensu_stricto"	"Unclassified_Burkholderiales"	"Clostridium_IV"	"Clostridium_XVIII"
11.2271166432052	4.97206431269099	3.36964095869314	5.87336945749396	6.98920133611096	3.57162140343486	5.96910148118232	2.35044620456295	6.07117783364186	4.31854111209202	-2.09451153069315	1.64133302701413	-1.17099131063481	2.81149948517252	4.19334339321785	1.97865186442562	4.88416869599076	-2.42456278922569	2.88594954878885	3.91113606750315
13.2107105580163	5.117305411974	3.6351571985576	8.37230276891731	6.31149457493573	3.58045069992363	6.35661059114678	3.99708125178798	6.55845231915485	3.70184235992273	-0.41017475449638	5.19779016837142	3.36528356254863	4.11816270658351	3.37528447405893	1.51550585334329	0.469210633040923	-2.05548282071786	3.89684602561158	2.61612561185138
12.8148214902063	4.99573158485088	3.75781248711086	6.75530781467369	6.82220378534456	3.57747221241256	4.29067741289279	0.974007412847432	5.01526700290918	5.09552009466588	-1.86155129921573	5.06425766101152	0.212203205720257	4.43142956476854	4.59111177475005	2.71250714565612	-0.255061113307307	-2.20788298277246	3.46306230719606	1.39517589990192
10.2708300001017	5.70666975965055	5.73249345586371	5.2072429054313	5.37790956795119	3.58971825402752	4.14507543580675	5.76495321309215	3.43969652813721	3.43568357833458	-0.0100644529315888	1.99659325085324	3.47078834308523	4.11498366791487	2.75631551367033	2.89195802790123	6.17794488947474	-1.71861790603677	3.42541556217197	2.14847684693388
8.21082021560594	5.76513369826754	4.01123739123154	7.10275028745805	6.97061609631973	3.8349658580917	5.40983697501385	5.57815491774691	6.14689503892111	5.17821360377007	1.81112873530745	2.90366147182673	-0.958150994448487	3.82038013539398	4.03814869230186	3.1563122220617	-0.175546452860327	-1.83788010896197	0.900755261869775	2.03561976258865
11.5753216577868	5.00465763371096	3.40526107613461	4.82359496208287	6.8219354961606	3.60604770249781	5.58762387945992	3.10670695873955	3.3240954306841	3.67951132191707	5.58047158758709	3.92427049805257	-0.566221971121313	5.25649077224673	3.64147710167532	0.983468153233642	0.0089393001865492	2.42459256581783	4.74063916272625	2.52730000381012
9.58642619475157	5.10049774326419	3.53274160910614	8.73360141304267	7.48935847158685	3.74211883305457	6.47709920737449	4.73369220719606	5.91726484672671	6.71118466936261	-1.34723003125397	1.99280196083595	-0.90952848259996	2.87218519483226	3.47497178364743	3.11393092732479	-0.14540210114241	-1.72343156820233	0.91765718755725	1.40578088676755
13.0045895615465	5.05321480969929	3.50828724683388	5.61146947081652	7.04199052105544	7.66896965320993	3.99206718502834	1.0705213156669	5.47153845669918	4.92652150746624	-1.48303277532507	7.44422825320082	-0.961276737944832	5.05368706150111	3.89826020928659	2.96274846930301	-0.177852609851923	-1.84708399436762	1.3891613478948	3.21136176980918
12.2811019505412	4.97386043113275	4.66535177673066	4.80806888416897	4.7383655427186	52.2547743937812	2.9367832873709	2.04947144029419	2.63759900842017	3.78418999222333	0.390480303578601	4.6274516793408	0.573392749213156	2.52785265164342	3.59477445079436	1.64097730528992	1.11097176835587	-0.141194770674515	1.70424160827571	1.60689800979373
10.2053056112101	6.66794685268655	4.85968622855763	5.6530597405656	8.46700690387525	3.91797959761068	8.13772937546731	7.83997081889195	7.69403727157272	5.24539457562941	-1.94958170921109	2.67760765117004	-1.11118266611075	3.42795555098601	4.07328336111121	2.7896239865665	-0.281747543504466	-2.32265260110204	2.56189032673344	1.12082415763562
