"feature","mean","sd","median","incidence"
"Unclassified_Bacteria",0.00197535558970114,0.00370354201439399,0.00152514246598196,0.642857142857143
"Firmicutes",-0.107653104634527,0.394543017557258,-0.0507613605069118,0.428571428571429
"Bacteroidetes",0.0634570346437762,0.419796134415168,-0.0090364757005893,0.5
"Proteobacteria",0.0223682390984109,0.0728209397239772,-0.00272715919956296,0.428571428571429
"Verrucomicrobia",0.0141585882022059,0.0466967704736967,0,0.214285714285714
