"feature","DietStatus","mean","sd","median","incidence"
"14282.3793103448","before.diet",36.5546017328448,0.66989037936065,36.5546017328448,1
"15174.9655172414","after.diet",41.2620914722815,10.8195980023773,44.8775675481501,1
"15174.9655172414","before.diet",36.9956439476534,0.729657646169415,36.9956439476534,1
"16067.5517241379","after.diet",41.8118927974778,10.9497309725713,45.4480252981002,1
"16067.5517241379","before.diet",37.4113020124549,0.788273721620541,37.4113020124549,1
"16131","after.diet",41.8496766348528,10.9588767172802,45.4871429065548,1
"16131","before.diet",37.4397157971533,0.792361518449245,37.4397157971533,1
"16960.1379310345","after.diet",42.3351842018997,11.0789996174942,45.9887605969141,1
"16960.1379310345","before.diet",37.2050793261625,NA,37.2050793261625,1
"17754","after.diet",42.7807686773043,11.1940056874531,46.447420569196,1
"17754","before.diet",37.5000502103219,NA,37.5000502103219,1
"17852.724137931","after.diet",41.4263230394076,13.2866135621608,45.9451286214792,1
"17852.724137931","before.diet",37.5357248787875,NA,37.5357248787875,1
"17962","after.diet",41.4831834722707,13.3049857117024,46,1
"17962","before.diet",37.5747281959669,NA,37.5747281959669,1
"18745.3103448276","after.diet",39.6318417579581,18.186318132488,39.6318417579581,1
"18745.3103448276","before.diet",37.8466818835197,NA,37.8466818835197,1
"19462","after.diet",39.991800450632,18.3731803969287,39.991800450632,1
"19462","before.diet",38.0836277971464,NA,38.0836277971464,1
"19637.8965517241","after.diet",53.102818694552,NA,53.102818694552,1
"19637.8965517241","before.diet",38.1401100600694,NA,38.1401100600694,1
"20530.4827586207","after.diet",53.697963075631,NA,53.697963075631,1
"20530.4827586207","before.diet",38.4167176317328,NA,38.4167176317328,1
"21423.0689655172","after.diet",54.27936778708,NA,54.27936778708,1
"21423.0689655172","before.diet",38.678413281895,NA,38.678413281895,1
"22315.6551724138","after.diet",54.8473174080046,NA,54.8473174080046,1
"22315.6551724138","before.diet",38.9260994278343,NA,38.9260994278343,1
"22592","after.diet",55.0202691387898,NA,55.0202691387898,1
"22592","before.diet",39,NA,39,1
"23208.2413793103","after.diet",55.4020655923925,NA,55.4020655923925,1
"23208.2413793103","before.diet",NA,NA,NA,NA
"24100.8275862069","after.diet",55.9456632084985,NA,55.9456632084985,1
"24100.8275862069","before.diet",NA,NA,NA,NA
"24993.4137931034","after.diet",56.4776608680359,NA,56.4776608680359,1
"24993.4137931034","before.diet",NA,NA,NA,NA
"25886","after.diet",57,NA,57,1
"25886","before.diet",NA,NA,NA,NA
