"Bacteroidetes"	"Firmicutes"	"Proteobacteria"	"Unclassified_Bacteria"	"Actinobacteria"	"Verrucomicrobia"
11.6266286928925	9.64515006101752	8.12571078097932	5.61260751438071	3.49370495560712	3.99516524217058
11.4691254102389	10.5102686286916	7.30083612917706	5.20841039652907	3.49330191514803	3.99498944532158
12.0159995732431	10.2040786312595	5.52689664108457	5.42772369364855	3.00564844426839	4.56823468769368
9.72180446039616	8.49352241695122	7.0785061493942	4.44779464030682	5.60796091912377	3.99493010085541
10.3254267757468	10.2020936060434	6.61468137456321	4.59896079335897	3.6406729195364	4.09113828671535
12.2381750935528	10.4225243585124	6.32674538516455	4.604727546186	3.85652803844573	4.01437977559839
11.5469262089661	10.8961735742069	5.43006291785459	6.00325776011002	3.49328746782476	3.9949832247103
11.7367317250891	9.32845260774584	6.41021361712384	5.65234740135082	3.11473612140213	3.99537077013563
12.6565333105382	9.86988836011212	7.94743152485781	5.24119191756314	2.97598713565142	3.99527593122115
12.974178051815	10.4250178074039	6.29793166029482	5.49271297168703	2.58792706384016	3.995138922055
10.5409955391787	10.6912934239212	5.65631226036775	5.24178123151664	5.4874899165289	3.99501780397487
10.1996536681906	10.2447213811236	5.55657185064879	5.81608657140735	3.61294626490727	4.05291972878023
11.7367377230747	10.7789217391271	6.14568725014582	5.16527665820479	4.5457688542355	3.99548812534573
13.0689456650242	11.5919234962152	5.70146766393834	5.24051974994954	3.35288773942518	3.99557307043512
11.4254364000732	9.60034274922366	6.08217907758663	5.5623472930629	3.71896292254494	4.13163093307172
11.6382513001781	10.5653019083391	5.95646156132967	4.70846911070415	3.71420079837345	4.4298231044969
11.4303166008929	10.8735635754377	4.85493646975662	5.87068945286501	4.1479287384334	4.00344347455598
12.4200150495592	9.53001124352958	9.87034913466848	3.91165242889322	2.34797013312228	3.99604807806552
13.1229692389981	10.4243141857784	4.79101322822903	5.23838802131684	4.02790125999548	3.99653518168063
10.9384177943054	10.4250274848728	5.847923288636	6.33049524733738	4.78494911430517	3.9950553701555
13.0003255931784	10.6025777813321	4.48715680199581	5.09209794585151	2.6475649405004	4.67366561732385
11.7367125742801	10.6122749880097	5.87535242354181	4.51120743760185	4.55036385831017	3.9949934970472
11.4662433232037	11.340625474217	7.32819657734062	5.24148879174008	3.2302019839097	3.99514562016315
12.4415122091159	10.4250302345441	6.20954444997443	4.49144321680189	3.49759792703183	3.99503159684949
12.2548433383295	10.4250251675251	6.97547891629116	3.61070283095675	2.944772500003	3.99507539409002
12.8211622469936	8.60820255777865	4.39961039908586	3.08202982070024	2.94326758390731	4.05266539604645
12.495830322925	9.43730304520474	8.1664683990197	4.25443019008736	2.29415073321641	3.99585790182581
12.6498443954445	9.0246707884759	6.85068726442107	5.24169672316002	2.79743520563259	3.99505468423293
11.6092133847444	10.1274044702705	6.45999076858779	4.98838154038772	5.58169303965836	4.72607099539537
13.4964449179565	10.3803186694257	5.87833818724233	5.23780647901978	3.91063339154025	3.99680302151036
11.3031372234553	10.4031058496866	6.34107582804785	5.43563959324941	2.60252234424529	4.30101339366617
13.4733133468084	10.4250146161797	5.42529795379818	5.44798159048224	2.0019716168909	4.0082300680452
11.5288388693372	9.9829806498447	6.19061883513681	7.65410269268361	3.61536441985318	4.03919003379678
13.4251582179312	10.628525643514	8.48938327318789	5.07185084787449	3.09230018665405	4.00977766233742
12.4028569818953	10.3597087163583	4.96594782729873	5.76427587021944	3.49456570599602	3.99555587406236
12.2856098629585	9.27270687963328	6.41065335428645	5.14364075589853	1.93243909523548	3.99506215517933
10.4912540099742	11.6785003479418	8.71338329623008	4.47040404475359	3.49346883656335	3.99506172049957
12.0160158050272	9.63107597491106	6.05258568018252	6.40251113888946	2.84700444750904	4.19807553146793
11.6949639935797	11.4127913647018	6.32482440883124	5.26945079262288	2.51016095004456	3.99501994683825
11.7963174493957	11.1104244767749	6.32493221870462	4.92741891745268	3.2602529786961	3.99519057923414
10.401904846154	12.2195754452304	5.84373004446556	5.2403153840113	6.09331072191368	3.99566399485068
