"feature","age.quant","mean","sd","median","incidence"
"Lactobacillus","[3.18,6.27]",0.00530099751314179,NA,0.00530099751314179,1
"Lactobacillus","(6.27,8.71]",0,0,0,0
"Lactobacillus","(8.71,15.3]",-3.62438764783175e-05,6.71156973316361e-05,0,0
"Lactobacillus","(15.3,26.4]",-0.0358263881888577,0.0804056984578342,0,0.2
"Klebsiella","[3.18,6.27]",0,NA,0,0
"Klebsiella","(6.27,8.71]",0,0,0,0
"Klebsiella","(8.71,15.3]",6.55631769365224e-05,0.000122381874543857,0,0.25
"Klebsiella","(15.3,26.4]",0.00128292667980097,0.00313393524234433,0,0.4
"Unclassified_Lactobacillales","[3.18,6.27]",0.147888952310408,NA,0.147888952310408,1
"Unclassified_Lactobacillales","(6.27,8.71]",0,0,0,0
"Unclassified_Lactobacillales","(8.71,15.3]",0,0,0,0
"Unclassified_Lactobacillales","(15.3,26.4]",2.17888658464289e-05,4.87213851852386e-05,0,0.2
"Catenibacterium","[3.18,6.27]",0,NA,0,0
"Catenibacterium","(6.27,8.71]",0,0,0,0
"Catenibacterium","(8.71,15.3]",0.000800809897707135,0.00226503243644008,0,0.125
"Catenibacterium","(15.3,26.4]",-0.0110447497291959,0.0223150584722492,0,0
