"feature","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","i.baseMean","baseVar","allZero","dispGeneEst","dispGeneIter","dispFit","dispersion","dispIter","dispOutlier","dispMAP","Intercept","DietStatus_before.diet_vs_after.diet","SE_Intercept","SE_DietStatus_before.diet_vs_after.diet","WaldStatistic_Intercept","WaldStatistic_DietStatus_before.diet_vs_after.diet","WaldPvalue_Intercept","WaldPvalue_DietStatus_before.diet_vs_after.diet","betaConv","betaIter","deviance","maxCooks","replace"
"Lachnospiraceae.Otu2512",7.43681086959548,-3.47347954522685,1.15809124622231,-2.99931422205058,0.00270588084768592,0.176709438156544,7.43681086959548,390.002983895893,FALSE,4.46463461570893,13,9.18561960142519,4.66286588415469,11,FALSE,4.66286588415469,3.8045993844703,-3.47347954522685,0.786177863504919,1.15809124622231,4.83936213557162,-2.99931422205058,1.30256511394492e-06,0.00270588084768592,TRUE,14,145.743361627316,NA,TRUE
"Clostridium_XlVa.Otu0236",22.5446268995886,2.13564245446337,0.748269336211506,2.85410927738419,0.00431576832623949,0.176709438156544,22.5446268995886,2104.85831564848,FALSE,1.97381730828667,7,10.3429285375206,2.11634082632131,8,FALSE,2.11634082632131,3.04599963235092,2.13564245446337,0.542464956124833,0.748269336211506,5.61510858528153,2.85410927738419,1.96438846197072e-08,0.00431576832623949,TRUE,5,251.733544636122,NA,FALSE
"Lachnospiracea_incertae_sedis.Otu1990",4.71322675617098,-3.84412466588869,1.38035792320888,-2.78487528578989,0.00535483145928922,0.176709438156544,4.71322675617098,299.958614024977,FALSE,6.41456946641214,6,9.93223757617659,6.65405893306712,6,FALSE,6.65405893306712,3.14254972989497,-3.84412466588869,0.940095556807395,1.38035792320888,3.34279819443803,-2.78487528578989,0.000829381916779956,0.00535483145928922,TRUE,13,115.080146417461,NA,TRUE
"Lachnospiracea_incertae_sedis.Otu2746",3.51042823666922,-3.58405574950603,1.36597894111883,-2.62380014919589,0.00869547909369306,0.215213107568903,3.51042823666922,95.7738518201256,FALSE,6.0984775635129,10,10.9062280727017,6.44701285609789,9,FALSE,6.44701285609789,2.68503312344313,-3.58405574950603,0.929256642204721,1.36597894111883,2.88944194907525,-2.62380014919589,0.00385926255834943,0.00869547909369306,TRUE,10,110.256112077034,NA,TRUE
"Bacteroides.Otu1201",84.0142871604899,2.40944543075671,0.999878741360691,2.40973763226309,0.0159639961083758,0.278906948781484,84.0142871604899,41900.0177848087,FALSE,3.81482072913113,7,9.26748127004494,3.92784087457986,8,FALSE,3.92784087457986,4.70589785983111,2.40944543075671,0.719122593994931,0.999878741360691,6.54394382700244,2.40973763226309,5.99173106186423e-11,0.0159639961083758,TRUE,10,299.561803428506,NA,FALSE
"Akkermansia.Otu1935",10.3886426777666,5.05470663986142,2.11600148180452,2.38880108701567,0.0169034514413021,0.278906948781484,10.3886426777666,2301.64132220833,FALSE,18.377668777888,10,9.22050707085808,16.9751320926929,9,FALSE,16.9751320926929,-0.80040622828322,5.05470663986142,1.5448830315071,2.11600148180452,-0.518101507984321,2.38880108701567,0.604387448171577,0.0169034514413021,TRUE,19,90.4145989478689,NA,TRUE
"Bacteroides.Otu0863",95.8231989235251,2.53148846851505,1.11799176894961,2.26431762632159,0.0235545862434471,0.303292517319327,95.8231989235251,81121.0911449088,FALSE,4.79009957742339,11,9.10030594316221,4.92071981021458,7,FALSE,4.92071981021458,4.79036160710538,2.53148846851505,0.80371246127458,1.11799176894961,5.96029281356234,2.26431762632159,2.51786353205406e-09,0.0235545862434471,TRUE,15,289.130885269258,NA,TRUE
"Erysipelotrichaceae_incertae_sedis.Otu0818",23.4012505299481,2.14863995617297,0.955348928674719,2.24906302993778,0.0245084862480265,0.303292517319327,23.4012505299481,4844.66662901176,FALSE,3.35106232749588,12,10.4437304684897,3.51444135973765,7,FALSE,3.51444135973765,3.07435077740511,2.14863995617297,0.689956222807267,0.955348928674719,4.45586354000304,2.24906302993778,8.35561709049429e-06,0.0245084862480265,TRUE,10,231.207065699979,NA,TRUE
"Escherichia_Shigella.Otu2393",5.04621024090467,4.32143762482895,1.99248836978286,2.16886466709961,0.0300929599227386,0.331022559150125,5.04621024090467,542.231796519968,FALSE,15.7454106227208,9,9.76048368560009,14.8590867402464,10,FALSE,14.8590867402464,-1.13654758320597,4.32143762482895,1.4576094624781,1.99248836978286,-0.779733949636766,2.16886466709961,0.435547491339647,0.0300929599227386,TRUE,16,77.9051621257372,NA,TRUE
"Lachnospiracea_incertae_sedis.Otu0113",14.1479054129338,-1.90085734640183,0.971151004277771,-1.95732418339563,0.0503093659920461,0.498062723321257,14.1479054129338,742.821773055235,FALSE,3.37740672857238,11,9.44853394683326,3.55623343669831,9,FALSE,3.55623343669831,4.50855049310247,-1.90085734640183,0.685339965952223,0.971151004277771,6.57856059341034,-1.95732418339563,4.75024288560574e-11,0.0503093659920461,TRUE,8,210.039287391384,NA,FALSE
"Bacteroides.Otu2654",55.6267494064838,2.07874794840947,1.10830258584811,1.87561409217387,0.0607082899272382,0.536937415974219,55.6267494064838,14053.2325962635,FALSE,4.65439297530755,8,10.2805606725362,4.8231046285789,8,FALSE,4.8231046285789,4.38701031722501,2.07874794840947,0.796948136641815,1.10830258584811,5.50476262572245,1.87561409217387,3.69666012017598e-08,0.0607082899272382,TRUE,14,268.584837971546,NA,TRUE
