"feature","visit","Drug.Before.Diet","mean","sd","median","incidence"
"Unclassified_Clostridiaceae_1",1,"DrugBefore_YES",0.000105756334603553,0.000356098623745796,0,0.153846153846154
"Unclassified_Clostridiaceae_1",2,"DrugBefore_NO",5.89344648750589e-05,0.000155925937710077,0,0.142857142857143
"Unclassified_Clostridiaceae_1",2,"DrugBefore_YES",0.000957539488826117,0.00282670677597271,3.59608745684695e-05,0.5
"Unclassified_Clostridiaceae_1",3,"DrugBefore_NO",0.0275135183265716,0.0499827528907054,0.00342117947885171,0.833333333333333
"Unclassified_Clostridiaceae_1",3,"DrugBefore_YES",0.000266212944726455,0.000472519927536802,0,0.375
"Unclassified_Clostridiaceae_1",4,"DrugBefore_NO",0.00820435714494622,0.0171610255900904,0.0010404624410958,0.833333333333333
"Unclassified_Clostridiaceae_1",4,"DrugBefore_YES",0.000213401968528284,0.00049944307173274,0,0.285714285714286
"Sutterella",1,"DrugBefore_NO",0.00549549159929034,0.0116580669456271,0.000130183854608744,0.7
"Sutterella",1,"DrugBefore_YES",0.00735503774327288,0.0173654823280208,0,0.384615384615385
"Sutterella",2,"DrugBefore_NO",0.00970161447725882,0.0162748570558787,0,0.428571428571429
"Sutterella",2,"DrugBefore_YES",0.00536548725692766,0.0117609949109762,0,0.2
"Sutterella",3,"DrugBefore_NO",6.24219725343321e-05,0.00015290198144714,0,0.166666666666667
"Sutterella",3,"DrugBefore_YES",0.00878448220009799,0.0162676489239919,0,0.25
"Sutterella",4,"DrugBefore_NO",0.0155495269059466,0.0333720239614336,0.000321853878339234,0.5
"Sutterella",4,"DrugBefore_YES",0.00557844421023495,0.0147591760829298,0,0.142857142857143
"Unclassified_Bacteroidales",1,"DrugBefore_NO",0.00392297013299216,0.00763626018231411,0.00134075851348229,1
"Unclassified_Bacteroidales",1,"DrugBefore_YES",0.00823364105003843,0.0171587594355928,0.00301477238468496,1
"Unclassified_Bacteroidales",2,"DrugBefore_NO",0.0185317414969168,0.0298059085312381,0.00453795379537954,0.857142857142857
"Unclassified_Bacteroidales",2,"DrugBefore_YES",0.00191926498587708,0.00147905153840687,0.00163891196192539,0.9
"Unclassified_Bacteroidales",3,"DrugBefore_NO",0.00203301195717081,0.00445607621146175,0.000187265917602996,0.5
"Unclassified_Bacteroidales",3,"DrugBefore_YES",0.00337630098737269,0.00278217775503549,0.00255855167064901,0.875
"Unclassified_Bacteroidales",4,"DrugBefore_NO",0.000314385470558713,0.000362352438538972,0.000249687890137328,0.5
"Unclassified_Bacteroidales",4,"DrugBefore_YES",0.00273411388448858,0.00267485320336292,0.00200758420700424,1
"Gemmiger",1,"DrugBefore_NO",0.00163279590480007,0.00227614400431264,0.000712524134762487,0.6
"Gemmiger",1,"DrugBefore_YES",0.00192796479949749,0.00363809960847506,0.0001941370607649,0.538461538461538
"Gemmiger",2,"DrugBefore_NO",0.00208491716355251,0.00480026601049731,0.000391466040321002,0.714285714285714
"Gemmiger",2,"DrugBefore_YES",0.00321429785156693,0.00566860473193199,0.000244536781602342,0.6
"Gemmiger",3,"DrugBefore_NO",0.00013874023863321,0.000339842791443339,0,0.166666666666667
"Gemmiger",3,"DrugBefore_YES",0.0010233688874287,0.00266289257956563,0,0.25
"Gemmiger",4,"DrugBefore_NO",0.000854508054169225,0.00153384651765558,0.00015581177937052,0.5
"Gemmiger",4,"DrugBefore_YES",0.00167526090628698,0.00419419446759167,0,0.428571428571429
"Erysipelotrichaceae_incertae_sedis",1,"DrugBefore_NO",0.0428191144930956,0.120874309394134,0.00105542209945494,0.8
"Erysipelotrichaceae_incertae_sedis",1,"DrugBefore_YES",0.00257575305725052,0.0031145326807551,0.0013728720483251,0.692307692307692
"Erysipelotrichaceae_incertae_sedis",2,"DrugBefore_NO",0.00149659370005879,0.00279727138340523,0.000195733020160501,0.571428571428571
"Erysipelotrichaceae_incertae_sedis",2,"DrugBefore_YES",0.00190709229585008,0.00303434253641631,0.000566024410546638,1
"Erysipelotrichaceae_incertae_sedis",3,"DrugBefore_NO",0.0146527990894618,0.0188030545201903,0.00602793101113177,1
"Erysipelotrichaceae_incertae_sedis",3,"DrugBefore_YES",0.00566230970346819,0.00818210559750332,0.00255693387322182,1
"Erysipelotrichaceae_incertae_sedis",4,"DrugBefore_NO",0.0307579666593695,0.0740236064662274,0.000212707784064049,0.666666666666667
"Erysipelotrichaceae_incertae_sedis",4,"DrugBefore_YES",0.00190833857255137,0.00119830823053603,0.0022306491188936,1
"Dorea",1,"DrugBefore_NO",0.00799014521932176,0.0133020554287274,0.0042050682502103,1
"Dorea",1,"DrugBefore_YES",0.00256095692914233,0.00480440876651577,0.000359971202303816,0.538461538461538
"Dorea",2,"DrugBefore_NO",0.00232985368429764,0.00258242217633973,0.00113378684807256,0.714285714285714
"Dorea",2,"DrugBefore_YES",0.000839730203507027,0.000815763827991369,0.000621725522324396,0.9
"Dorea",3,"DrugBefore_NO",0.00720580419825438,0.00994286315765978,0.00269121400336135,1
"Dorea",3,"DrugBefore_YES",0.00514432150533152,0.0114657528241564,0.00070499696903129,0.75
"Dorea",4,"DrugBefore_NO",0.00425702952877598,0.00817355800559841,0.00100491252158075,1
"Dorea",4,"DrugBefore_YES",0.00173456732042353,0.00305112270492093,0.000470560555261455,0.857142857142857
"Bifidobacterium",1,"DrugBefore_NO",0.00155218563243961,0.00321110917232119,0.000198504707771396,0.7
"Bifidobacterium",1,"DrugBefore_YES",0.00197422544060565,0.00571522761466734,0.000301477238468496,0.615384615384615
"Bifidobacterium",2,"DrugBefore_NO",0.000335643890846218,0.000609149745165479,0,0.428571428571429
"Bifidobacterium",2,"DrugBefore_YES",0.000966314370559263,0.00241756277167227,6.16519648983431e-05,0.6
"Bifidobacterium",3,"DrugBefore_NO",0.00138327440786373,0.00317727625470035,9.83187493855078e-05,0.5
"Bifidobacterium",3,"DrugBefore_YES",0.00537670126588509,0.00878203516094964,0.000906587873740064,0.625
"Bifidobacterium",4,"DrugBefore_NO",0.00176676456539163,0.00391935107106908,9.24983812783276e-05,0.5
"Bifidobacterium",4,"DrugBefore_YES",0.0037100978591786,0.00600436909217598,0.000519845880985872,0.714285714285714
"Odoribacter",1,"DrugBefore_NO",0.00278828154753695,0.005944102518737,0,0.4
"Odoribacter",1,"DrugBefore_YES",0.00126391811585906,0.00418522500757848,0,0.153846153846154
"Odoribacter",2,"DrugBefore_NO",0.00195258914365558,0.00333628431438981,0,0.285714285714286
"Odoribacter",2,"DrugBefore_YES",0.000253464008110848,0.000801523570505672,0,0.1
"Odoribacter",3,"DrugBefore_NO",1.98200340904586e-05,4.85489702061914e-05,0,0.166666666666667
"Odoribacter",3,"DrugBefore_YES",0.000239604836331466,0.000677704818300289,0,0.125
"Odoribacter",4,"DrugBefore_NO",0.00169564326978557,0.00269129872053061,0,0.333333333333333
"Odoribacter",4,"DrugBefore_YES",0.000830379099996806,0.00219697659249718,0,0.142857142857143
"Streptococcus",1,"DrugBefore_NO",0.00387846788631535,0.00698336870928941,0.000372017868283407,0.8
"Streptococcus",1,"DrugBefore_YES",0.000791503734750561,0.00148724667988755,9.706853038245e-05,0.615384615384615
"Streptococcus",2,"DrugBefore_NO",0.00213192382197445,0.00376389929449009,0.000489332550401253,0.714285714285714
"Streptococcus",2,"DrugBefore_YES",0.00148629267425589,0.00290010510675405,0.000119470506012629,0.7
"Streptococcus",3,"DrugBefore_NO",0.0117226219373577,0.0246825902518406,0.000591062952360287,0.833333333333333
"Streptococcus",3,"DrugBefore_YES",0.000396252807133459,0.000469754397824584,0.000297323991755476,0.625
"Streptococcus",4,"DrugBefore_NO",0.00271763938319341,0.00371916018958459,0.000924534916035531,1
"Streptococcus",4,"DrugBefore_YES",0.000743467187621101,0.00153978766708755,0.00022306491188936,0.857142857142857
"Flavonifractor",1,"DrugBefore_NO",0.00236886802764768,0.00314186401511363,0.00116285752018049,0.9
"Flavonifractor",1,"DrugBefore_YES",0.00160406530390903,0.00172278761737192,0.00153550863723608,0.692307692307692
"Flavonifractor",2,"DrugBefore_NO",0.00167739763120724,0.00210688737937998,0.000971817298347911,0.857142857142857
"Flavonifractor",2,"DrugBefore_YES",0.00181975973809165,0.00319143278105899,0.00045132913070757,0.8
"Flavonifractor",3,"DrugBefore_NO",0.00387463053299275,0.00741127289444682,0.00128420459085437,0.833333333333333
"Flavonifractor",3,"DrugBefore_YES",0.00105609843937414,0.00093156791398033,0.000961094772953784,0.875
"Flavonifractor",4,"DrugBefore_NO",0.00397686794111711,0.0063100756521187,0.00159385166545768,1
"Flavonifractor",4,"DrugBefore_YES",0.000856027499136497,0.000731393878357701,0.000489266711516115,0.857142857142857
"Parabacteroides",1,"DrugBefore_NO",0.010239019183742,0.0128922434622574,0.00216601563208824,0.8
"Parabacteroides",1,"DrugBefore_YES",0.0582048423427631,0.138117177364406,0.00719942404607631,0.692307692307692
"Parabacteroides",2,"DrugBefore_NO",0.0281567785096363,0.0513087117552611,0.00137013114112351,0.857142857142857
"Parabacteroides",2,"DrugBefore_YES",0.0757582759842431,0.222229457580812,0.000543221109052935,0.8
"Parabacteroides",3,"DrugBefore_NO",0.00812424873233529,0.0164121948396659,0,0.333333333333333
"Parabacteroides",3,"DrugBefore_YES",0.0523104562889761,0.0721504117489015,0.0178195194213501,0.875
"Parabacteroides",4,"DrugBefore_NO",0.00262060744069326,0.00540595036517353,0.000184906983207106,0.666666666666667
"Parabacteroides",4,"DrugBefore_YES",0.0622756524278871,0.122783478676621,0.00022306491188936,0.714285714285714
"Paraprevotella",1,"DrugBefore_NO",5.75174850085973e-05,0.000161686030740568,0,0.2
"Paraprevotella",1,"DrugBefore_YES",0.000202440946468364,0.000538280166530702,0,0.230769230769231
"Paraprevotella",2,"DrugBefore_NO",0.00253054833207505,0.00669520156729988,0,0.142857142857143
"Paraprevotella",2,"DrugBefore_YES",0.000263391680528631,0.000763998321134773,0,0.3
"Paraprevotella",3,"DrugBefore_NO",0.0032363255006063,0.00792734611804276,0,0.166666666666667
"Paraprevotella",3,"DrugBefore_YES",0.000186858235845905,0.000495155751191364,0,0.25
"Paraprevotella",4,"DrugBefore_NO",0,0,0,0
"Paraprevotella",4,"DrugBefore_YES",0.000688307651316666,0.00182109087088686,0,0.142857142857143
"Faecalibacterium",1,"DrugBefore_NO",0.0387554145526561,0.0403802025950152,0.0249491732165749,1
"Faecalibacterium",1,"DrugBefore_YES",0.0184628542506242,0.014376556275276,0.0126679462571977,0.923076923076923
"Faecalibacterium",2,"DrugBefore_NO",0.0716874174554703,0.128538047578081,0.0166373067136426,0.857142857142857
"Faecalibacterium",2,"DrugBefore_YES",0.0517138345849928,0.108288929376531,0.0112922973739455,0.9
"Faecalibacterium",3,"DrugBefore_NO",0.0243251175697558,0.0207320997266508,0.0174941267782449,1
"Faecalibacterium",3,"DrugBefore_YES",0.0436406842276453,0.0494770410758871,0.0250741507402526,1
"Faecalibacterium",4,"DrugBefore_NO",0.0987767981307428,0.0993912492941099,0.066772122755596,1
"Faecalibacterium",4,"DrugBefore_YES",0.0387115593496618,0.0414363533608868,0.0194995125121872,1
"Ruminococcus",1,"DrugBefore_NO",0.00431154814544386,0.00454726493822327,0.00296208122692848,1
"Ruminococcus",1,"DrugBefore_YES",0.00583980505633216,0.0117013357477656,0.00164744645799012,0.846153846153846
"Ruminococcus",2,"DrugBefore_NO",0.00802671107455664,0.0130348871230965,0.00117508813160987,0.571428571428571
"Ruminococcus",2,"DrugBefore_YES",0.00289279742411411,0.00246524993197599,0.00247310108757805,0.9
"Ruminococcus",3,"DrugBefore_NO",0.0226664130020466,0.0304320980546322,0.017098899239189,1
"Ruminococcus",3,"DrugBefore_YES",0.00236753752094824,0.00238477629170473,0.00152876614347074,0.75
"Ruminococcus",4,"DrugBefore_NO",0.0124809678867543,0.0194711285110129,0.00271869937596209,0.666666666666667
"Ruminococcus",4,"DrugBefore_YES",0.00199393735126475,0.00200825189046761,0.00198764601553422,0.857142857142857
"Clostridium_XlVa",1,"DrugBefore_NO",0.00829388218182217,0.0100096514855304,0.00434383338823057,1
"Clostridium_XlVa",1,"DrugBefore_YES",0.00455961184914869,0.00374673475302567,0.00575815738963532,0.923076923076923
"Clostridium_XlVa",2,"DrugBefore_NO",0.00203109762451149,0.00188736376704051,0.00146799765120376,0.857142857142857
"Clostridium_XlVa",2,"DrugBefore_YES",0.00275464542183352,0.00317395985056976,0.00185417032693542,1
"Clostridium_XlVa",3,"DrugBefore_NO",0.0126299732139295,0.0228248541992024,0.00484634020716888,1
"Clostridium_XlVa",3,"DrugBefore_YES",0.0081121033774073,0.0109333930680801,0.00243047658088252,1
"Clostridium_XlVa",4,"DrugBefore_NO",0.0085301680692143,0.00462768382990495,0.00748907875139437,1
"Clostridium_XlVa",4,"DrugBefore_YES",0.00603906031717387,0.00660402775185603,0.00602275262101271,0.857142857142857
"Clostridium_XVIII",1,"DrugBefore_NO",0.00344122179820319,0.003256800767583,0.00182727742030862,1
"Clostridium_XVIII",1,"DrugBefore_YES",0.00368809220233678,0.00494214698379868,0.001573564122738,0.769230769230769
"Clostridium_XVIII",2,"DrugBefore_NO",0.00240259895541925,0.00482680895418843,0.000462748727441,0.571428571428571
"Clostridium_XVIII",2,"DrugBefore_YES",0.000739581546175046,0.000867854319596517,0.0004835116431104,0.9
"Clostridium_XVIII",3,"DrugBefore_NO",0.0140477869918995,0.0220770776679114,0.0038031022821677,0.833333333333333
"Clostridium_XVIII",3,"DrugBefore_YES",0.00135142318419953,0.0013700440313161,0.000813401494175281,0.75
"Clostridium_XVIII",4,"DrugBefore_NO",0.0124889715815117,0.0247103868743376,0.00264368911080618,1
"Clostridium_XVIII",4,"DrugBefore_YES",0.00214698246277936,0.00301328682715342,0.000923005922621337,0.857142857142857
"Clostridium_XI",1,"DrugBefore_NO",0.0327767399999254,0.0667310434659908,0.00358271128930919,0.9
"Clostridium_XI",1,"DrugBefore_YES",0.00558512970774814,0.0119410709186418,0.00165494414563508,0.769230769230769
"Clostridium_XI",2,"DrugBefore_NO",0.00419185636414457,0.00600919051323785,0.00285378546248111,0.571428571428571
"Clostridium_XI",2,"DrugBefore_YES",0.0170859611553329,0.0456561805707626,0.00126005037400865,0.9
"Clostridium_XI",3,"DrugBefore_NO",0.00416843797459501,0.00514888008880666,0.00260718903234845,0.833333333333333
"Clostridium_XI",3,"DrugBefore_YES",0.00872613970509626,0.0112836419048064,0.00237853356360474,1
"Clostridium_XI",4,"DrugBefore_NO",0.0312153532021704,0.048148967814938,0.0145473355467403,1
"Clostridium_XI",4,"DrugBefore_YES",0.0172840466502673,0.0215401700122877,0.00558909009613235,1
"Unclassified_Ruminococcaceae",1,"DrugBefore_NO",0.0177381563485203,0.0379671539772404,0.00533706052588966,1
"Unclassified_Ruminococcaceae",1,"DrugBefore_YES",0.00829087617729702,0.00753933544010114,0.00669772859638905,1
"Unclassified_Ruminococcaceae",2,"DrugBefore_NO",0.00897606093016293,0.0126189503640191,0.00386100386100386,0.857142857142857
"Unclassified_Ruminococcaceae",2,"DrugBefore_YES",0.00394472809004804,0.00362869707229004,0.0024940781503452,0.9
"Unclassified_Ruminococcaceae",3,"DrugBefore_NO",0.00831261250578477,0.010012854826503,0.00453947816745301,1
"Unclassified_Ruminococcaceae",3,"DrugBefore_YES",0.00408750000146382,0.00528316777462704,0.00296004777610129,1
"Unclassified_Ruminococcaceae",4,"DrugBefore_NO",0.0126855750116173,0.0140795978853631,0.00722511847732313,1
"Unclassified_Ruminococcaceae",4,"DrugBefore_YES",0.00524141507917509,0.00940632243611168,0.00229343771023179,1
"Lactobacillus",1,"DrugBefore_NO",0.000803388568618123,0.00169638213444359,0,0.4
"Lactobacillus",1,"DrugBefore_YES",0,0,0,0
"Lactobacillus",2,"DrugBefore_NO",0.142561380488118,0.376824970909312,0,0.285714285714286
"Lactobacillus",2,"DrugBefore_YES",0.000138415775264585,0.000323957969405906,0,0.3
"Lactobacillus",3,"DrugBefore_NO",0.000888146668905718,0.00190499165208377,2.4579687346377e-05,0.5
"Lactobacillus",3,"DrugBefore_YES",0,0,0,0
"Lactobacillus",4,"DrugBefore_NO",0.00108635822191053,0.00220029985141216,0.000160926939169617,0.5
"Lactobacillus",4,"DrugBefore_YES",0,0,0,0
"Clostridium_sensu_stricto",1,"DrugBefore_NO",0.00364455892773154,0.00870136293200787,0.000176919443283464,0.7
"Clostridium_sensu_stricto",1,"DrugBefore_YES",0.00311228970040236,0.00619787262226195,0,0.384615384615385
"Clostridium_sensu_stricto",2,"DrugBefore_NO",2.31385071035217e-05,6.12187355052198e-05,0,0.142857142857143
