"Bacteroidetes"	"Firmicutes"	"Proteobacteria"	"Unclassified_Bacteria"	"Actinobacteria"	"Verrucomicrobia"
0.640088158519691	0.176844460828747	0.120869380829817	0.013639040646982	0.00272788931967553	0
0.537410548092078	0.361167655792315	0.0543885778070242	0.00919683875856653	0.00272502430349949	0
0.697071122716268	0.199127850775919	0.00491069454885534	0.00803562780692703	0.000892857024227144	0.0303524821545355
0	0.450205292284222	0.308607627790703	0.0305110638624899	0.189254387298938	0
0.218331684710992	0.642033370498687	0.0642164188862019	0.011883523120124	0.00792245233522262	0.00880270321760059
0.722284932929876	0.195250097231498	0.011087962589415	0.00283650986317745	0.00244971389847031	0.00038679730856033
0.511405506327015	0.424782022751887	0.00537780088469511	0.0168910886841767	0.00234417876866382	0
0.747588779179818	0.141439403541219	0.0223398877229044	0.0148939466514538	0.00165494339019811	0
0.78394908586716	0.0872205603103237	0.0415314679828136	0.00385851132599113	0.000514469430681347	0
0.799163693797095	0.103343323008275	0.00564128183850165	0.00365754562354548	0.000185977309696003	0
0.229956673554462	0.652680996741696	0.0139153515067224	0.015500524254667	0.0383911323354349	0
0.169956215036636	0.696778272014561	0.0190738839137948	0.0420966171323539	0.00809780604558068	0.00539857014174871
0.578674938668034	0.354522895085893	0.0122837601778981	0.00690973388388898	0.00729360136087508	0
0.715480886414441	0.215251624326711	0.00215169279907499	0.00228617337161661	0.000537923588904269	0
0.66887644873944	0.228639557648566	0.0196487643491209	0.0174976728048059	0.00487663012599245	0.00731490894804208
0.582083949092747	0.336535598565464	0.0110824670856609	0.0049019411528107	0.00319692550068176	0.0223766491921016
0.485891662388242	0.454265545540454	0.00214880307373904	0.0163839030416229	0.00564058249901023	0.000268600587691545
0.644785242052625	0.0664342054658238	0.240017717517707	0.00078678198019593	0	0
0.812287840107512	0.0909472852925871	0.000359971194529682	0.00251979574960635	0.00143988431167115	0
0.400406402124978	0.494610858036975	0.0163723255430663	0.039782251868874	0.0176156692383989	0
0.776067934753578	0.112722971123947	0.000252372296937387	0.00232182307036549	0.000201897838321464	0.0279087531821214
0.608058228843994	0.327102628109003	0.00937715195299367	0.00373625504348559	0.00761897390683141	0
0.400852078628808	0.514947185426089	0.0410165212212938	0.00696696639764756	0.0013934041008884	0
0.750273928779985	0.164922646512767	0.00815426819605385	0.00212472563229877	0.00132077600281072	0
0.719960905220842	0.191485043969164	0.0219049067896953	0.00086587572520843	0.00069270061132749	0
0.861074910812116	0.0272948844957878	0	0	0.000401445191947127	0.000802890319198071
0.783999307587605	0.07109686176503	0.0604654320758223	0.00152206942752544	0	0
0.834246444152887	0.0456952596794944	0.0151150682294225	0.00418866012471111	0.000424937764179721	0
0.530905585842078	0.220432720979802	0.0186784629895219	0.00611912445373646	0.0215764256774183	0.1743171324882
0.832586521184086	0.0629671252962	0.00211033910286897	0.00180886244438285	0.000904431592101835	0
0.514644347621487	0.388244731015049	0.0232039155532526	0.0135661672376654	0.000714030642646706	0.0174928600813835
0.830819864505427	0.0666556591037347	0.00119511302995188	0.00225743434330481	0	8.8526912065672e-05
0.601263896901624	0.246452931437995	0.0173963723988059	0.0902822262917732	0.00334269680621535	0.00167135073748294
0.79852828025627	0.0788350303684817	0.0329002961033237	0.00155309586174695	0.000291205587031611	9.70685302300152e-05
0.752357067883438	0.163195565059685	0.0013728716170657	0.00796257373873168	0.0013728716170657	0
0.798453823704976	0.0788887104702243	0.0130438747779657	0.00528818265046315	0	0
0.0981103137363667	0.681142144766809	0.157427154799781	0.00326832406475167	0.00206994078134145	0
0.752064014450797	0.134190896916611	0.010752480977979	0.0218744142050467	0.000741564633553569	0.00667403276698342
0.462111138741774	0.4831415006991	0.0124545644333641	0.00629816797184058	0.000353831993183009	0
0.54120740963719	0.401594740831066	0.0131154807195272	0.00470823886865182	0.00134521566961385	0
0.064325187766742	0.807768900193321	0.00643691124752972	0.0056796362569608	0.0249879334098163	0
