"Bacteroides"	"Prevotella"	"Unclassified_Lachnospiraceae"	"Faecalibacterium"	"Lachnospiracea_incertae_sedis"	"Parabacteroides"	"Alistipes"	"Blautia"	"Ruminococcus"	"Unclassified_Clostridiales"	"Lactobacillus"	"Unclassified_Ruminococcaceae"	"Roseburia"	"Clostridium_XI"	"Enterococcus"	"Erysipelotrichaceae_incertae_sedis"	"Megamonas"	"Sutterella"	"Escherichia_Shigella"	"Unclassified_Bacteria"	"Clostridium_IV"	"Clostridium_XlVa"	"Unclassified_Firmicutes"	"Haemophilus"	"Bifidobacterium"	"Dorea"	"Unclassified_Bacteroidales"	"Clostridium_XVIII"	"Akkermansia"	"Veillonella"	"Streptococcus"	"Clostridium_sensu_stricto"	"Unclassified_Clostridiaceae_1"	"Klebsiella"	"Gemmiger"	"Barnesiella"	"Phascolarctobacterium"	"Oscillibacter"	"Turicibacter"	"Flavonifractor"	"Odoribacter"	"Unclassified_Burkholderiales"
0.614311159634111	0.000335739459866768	0.0526867173823173	0.00553967285827425	0.0063790065950922	0.058888234737447	0.00520393823771708	0.00386099426817837	0.0011750878611768	0.00805765999611506	0	0.00386099426817837	0.00386099426817837	0.00285378158891367	0.00167869654243715	0.00755406614461715	0.124572637860498	0	0.00537180562368216	0.00100721822822084	0.00184656601455286	0.000503609177973628	0.0134291750009583	0.00184656601455286	0.000503609177973628	0.000839348566881266	0.000503609177973628	0.00218230479794442	0	0.00151082702301552	0.0104077355544007	0	0	0	0.000671478881888661	0.000335739459866768	0.00335738835429369	0.000167869732298689	0	0.00218230479794442	0	0
0.220332335593643	0.00231374157280706	0.10531193970073	0.35179183385827	0.0541151849448396	0.000462748710925778	0	0.0397858934325469	0.00185099385279134	0.00879211254740303	0	0.0157328076909557	0.0933396502022165	0.0166581837498315	0.000462748710925778	0.00231374157280706	0	0	0	0.00138824573641236	0	0.00370198136378584	0.00786664722946465	0.00694117517394496	0	0.00601569717337837	0.000462748710925778	0.000462748710925778	0	0.00185099385279134	0.000925497322760264	0	0	0.000925497322760264	0.0129566018535534	0	0	0.00138824573641236	0	0.00601569717337837	0	0
0.77969981599726	0.000247969745149547	0.0109724411637943	0.00154981030264932	0.000681916753299911	6.19924368829886e-05	0.000247969745149547	0.00415348133157735	0.000123984873527736	0.00260367940896487	0.000619924329520162	0.00105387123260642	0.00266567163071754	0	0.0717257263476236	0.000433947044839437	0	0	0	0.00365754562354548	6.19924368829886e-05	0.00105387123260642	0.000867894007962317	0	0	0.000805901592759229	0.0252902182614633	0.0011158636330386	0	6.19924368829886e-05	6.19924368829886e-05	0	0	0	0.00427746510373259	0	0	0.000991878828124151	0	0.000123984873527736	0	0
0.365938562805839	0	0.0225605357867999	0.00376039941050561	0.0131610490072601	0.0230975970070111	0.106166283266138	0.00376039941050561	0.317752390073466	0.0139667766383143	0	0.019875135186373	0.00161160284790144	0.00537198598071786	0.000268600587691545	0.0013430025508874	0	0.000268600587691545	0	0.0163839030416229	0.0322264925006801	0.00241740296380616	0.00241740296380616	0	0.00537198598071786	0.00537198598071786	0.0013430025508874	0.000805801685560528	0.000268600587691545	0	0.00268600267946803	0	0	0	0	0	0	0.00376039941050561	0	0.0013430025508874	0	0
0.435106436627344	0	0.055293830826174	0.0218580206536399	0.0279096100739415	0.00168151930174703	0.11610019067557	0.0166462801446444	0.0147968368704273	0.0351365397311544	0	0.124447320070622	0.0129473429868918	0.023539107462392	0	0.00168151930174703	0	0	0.00184967104887344	0.00470823886865182	0.0253882259529722	0.00386748657528151	0.00218597438147365	0	0.000336304012493673	0.013283618081406	0.00100891188533663	0.00336303384900973	0	0	0.00269042890492615	0.00386748657528151	0.00134521566961385	0.000168152008624093	0.00672602966287063	0	0.000672607986951238	0.00605343536849864	0.00706232568806503	0.00134521566961385	0	0
0.554287478205857	0	0.111095706521698	0.0126676074629517	0.0291705269690686	0.0188088717726319	0.00806133303412991	0.0099806404406478	0.000383877149880892	0.0337747683096877	0	0.0126676074629517	0.0168897919868516	0.0015355080338364	0	0.00307101244729005	0.0498833402874271	0	0.000383877149880892	0.00690973388388898	0.0345420749201238	0.00575812557017099	0.000383877149880892	0.000767754243193021	0.0011516312233677	0.0138191378940864	0.000767754243193021	0.00499038235764758	0	0.000383877149880892	0.00307101244729005	0	0	0	0	0	0.00921292149392405	0.00230326091938289	0.000383877149880892	0.0015355080338364	0	0.0103644977364293
0.276033309534217	0	0.000414765645511507	0	0	0.000829531219670678	0	0	0	0.000414765645511507	0	0	0.000414765645511507	0	0.661242043409915	0.0062214447260476	0	0	0	0	0	0.000414765645511507	0	0	0	0	0.00124429665112528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.143048613045469	0.638012121425047	0.0140188334184971	0.0280349126951696	0.00784557867711837	0.0312489333020984	0.00334404521440045	0.0077169652075392	0.00115755601158797	0.0029581950424243	0	0.00385851132599113	0.000900321421778133	0.00308681181818824	0	0	0	0.0366477446660032	0.000128617362989444	0.00385851132599113	0.000900321421778133	0.00218649343466742	0.000900321421778133	0.00115755601158797	0.00038585208045776	0.00475882448199415	0.00218649343466742	0.00180064211377597	0	0.000257234723851245	0.000643086772394365	0.00218649343466742	0.000643086772394365	0	0.00270096134621853	0.000514469430681347	0.000128617362989444	0.000128617362989444	0.000514469430681347	0	0.000771704103469173	0
0.437895066391679	0	0.0842043957340448	0.0930437297848282	0.0982887005016265	0.000277315581581442	0.000831946659437717	0.010260496615344	0.0487881856990502	0.0152517658738803	0.00554628326756546	0.034380359173669	0.0582034053162131	0.00554628326756546	0	0	0	0	0	0.00831937158709825	0.0374288642411921	0.00748745083832773	0.0152517658738803	0.00277315229692792	0	0.0013865774813744	0.000831946659437717	0.0011092621130593	0	0.0091512865782715	0.0013865774813744	0.0013865774813744	0.000277315581581442	0	0	0	0	0	0.000277315581581442	0.00194120787677923	0	0
0.502751744303128	0.000275785986575753	0.0749436155577549	0.0119274612598712	0.037153613819702	0.00868714942195853	0	0.0232328795513754	0.00117209018943604	0.0049641274331299	0	0.000689464920555036	0.0132373409297016	0.0096523597698899	0	0.000206839491078924	0.134180559948152	0	0.000413678973308722	0.0168910886841767	0.00199944709579176	0.00158576877829997	0.00151682236375611	0.00158576877829997	0.00158576877829997	0.0312966005717681	0.000620518437840274	0.000551571952175804	0	0.000758411399992348	0.0760436233435739	0.000137892994598858	0.000206839491078924	0	6.89464974633019e-05	0	0.0027578564047779	0	0	0.000206839491078924	0	0.00330942583988671
0.217700775987414	0.000399680245154257	0.0993568315231381	0.184011749331211	0.077460484262888	0.0243780809201124	0.0207818773672622	0.0203822817558598	0.143788584626494	0.0255767476894232	0	0.0307705237488282	0.00599516792377326	0.00639484050755128	0	0.00199839994884076	0	0	0	0.0335668376566945	0.0107911574685297	0.0103914996316607	0.00679451206984575	0.00279775814068051	0.00159872034215135	0.00879285232492659	0.00119904048007637	0.00199839994884076	0.0111908135818406	0	0	0	0	0	0.00839318682752935	0	0	0.0111908135818406	0	0.00639484050755128	0	0
0.808991123333689	0	0.0112779564089974	0.00626562316431304	0.000417710931879531	0.0225544786679753	0.00751872615179185	0.00375938964098548	0	0.0112779564089974	0	0.000417710931879531	0.00334168133287687	0.000417710931879531	0	0.00584791988496049	0	0	0	0.00167084299868688	0.00543021558529531	0.0020885532017362	0.000417710931879531	0	0	0.00125313250410593	0.00167084299868688	0.000417710931879531	0	0	0	0	0	0	0	0	0	0.0129486774147885	0	0	0	0
0.251552874986923	0.0445604299547613	0.155387061288642	0.00633551593769738	0.141063546335267	0.00690117839148636	0	0.121659163596792	0.00610925037843658	0.0170825496410089	0.00101821455423225	0.00158388891801774	0.0140282761678592	0.14610258267114	0.000678809767984763	0.000226269938107701	0	0	0	0.00214956277497954	0.00169702373574822	0.00497791812229369	0.00486478452236841	0	0	0.00248896677058256	0.000905079636584973	0.000113134969777887	0	0.000339404903541369	0.00610925037843658	0	0	0	0.00169702373574822	0	0	0.000113134969777887	0.0335947665168427	0.000339404903541369	0	0
0.065763441856333	0.00276242742587547	0.324005437129527	0.0194982770037572	0.0618714698597018	0.000162495936886444	0	0.0738684554740918	0	0.0160864040273628	0	0.000649983704638848	0.0608983282985528	0.0349295233977517	0.00146246291709524	0.00259993207252023	0	0	0	0.0232348284388174	0.000162495936886444	0.00698726846141734	0.00357490301272682	0.172686116515276	0.0149490694633751	0.000649983704638848	0.000162495936886444	0.00812470749327878	0	0.000162495936886444	0.0042248818088691	0	0	0.0771091348184156	0.00048748779349656	0.000162495936886444	0	0	0	0.00048748779349656	0	0
0.398735014559932	0.00161812227121929	0.0129446223085845	0.00323624030569659	0.000404530733303323	0.0315481645531225	0.121866412452144	0.00161812227121929	0.0133491180930944	0.0254826788688653	0	0.0888796985021875	0.00566340014591851	0.00809052662335332	0	0.000809061400407187	0	0	0.000809061400407187	0.00323624030569659	0.128288592197055	0.00283171142596584	0.00849504345548339	0	0.000404530733303323	0.00768600846736372	0.00202265234252948	0.00889955889757497	0.0420587963831777	0	0.00242718208284433	0.00202265234252948	0.00202265234252948	0	0	0.0153715629328158	0.0262914693186915	0.0113266186535627	0.00121359193511223	0.00242718208284433	0	0
0.173789474650614	0	0.00393390016027896	0	0	0.489640470906122	0	0	0	0.00078678198019593	0	0.000393391020537864	0	0.0444385589193378	0.000393391020537864	0.0102279884689053	0	0	0.173789474650614	0.00078678198019593	0	0	0	0.000393391020537864	0	0	0.00629421493106899	0.00157356347335398	0	0.00275373373450699	0.000393391020537864	0.000393391020537864	0	0.00078678198019593	0	0	0.000393391020537864	0	0	0	0	0
0.589878607453628	0.00204591809987083	0.0263665743644722	0.0227304817623007	0.0140936457214782	0.00159127007179746	0.0533958555055707	0.00727431638663063	0.0106840431567353	0.0113659748741422	0	0.0079562697748866	0.00886553514879451	0.00136394592854101	0.000227324389949368	0	0	0.115903092029219	0.000454648768151436	0.013639040646982	0.0181849490653494	0.0218214097841396	0.0102294192320862	0.000227324389949368	0.000681973122858909	0.00932016513417783	0.000909297442324504	0.000909297442324504	0	0	0	0	0	0	0.00113662171480095	0.00113662171480095	0	0.00363718225107263	0	0.000227324389949368	0.000909297442324504	0.000227324389949368
0.000321853872782431	0	0.102171677932589	0.250353704793075	0.00643703311319065	0	0	0.0205971918092451	0	0.0611141867703187	0.000321853872782431	0.0251019662661401	0.128707755379403	0.0251019662661401	0	0.180859831481256	0	0.000643707712224053	0	0.000643707712224053	0.000321853872782431	0.0135174512316868	0.0212407587361014	0.000643707712224053	0	0.000321853872782431	0	0.0627203761412264	0	0.00354038526566868	0.000321853872782431	0.00868994534432521	0.0431150606307426	0.00450593904902153	0	0	0	0	0	0.0167356204411719	0	0
0.32436421695795	0.000774113562567507	0.107549165038141	0.0558619468668035	0.068687268068541	0.0123855015783578	0.0390054360629478	0.0224474103522569	0.0351375284033856	0.0179584711418696	0	0.0872094315305599	0.0195064266667272	0.00727660399994792	0	0.0018578716669188	0	0.0256977443967065	0	0.00696696639764756	0.0119210676980075	0.020589967948262	0.0250786530263707	0.000619290872320672	0	0.00464466513944886	0.00371573692108461	0.00774105908605971	0	0	0.00108375888368344	0.00866996414856087	0.000774113562567507	0	0.00882478095332287	0.00232233883215116	0	0.00418020148115504	0	0.000774113562567507	0.019042044747692	0
0.869149610256667	0.00010276436113862	0.00113040773377118	0.00200390370457388	0.000513821783988215	0.000256910900472579	0	0	0.000565203957164299	0	0	0.00128455416322426	0.000359675256863255	0.000411057433702037	0.00349398117582708	0.000205528721191996	0	0	0	0.000205528721191996	0.000256910900472579	0.00010276436113862	0	0	5.13821806371379e-05	0.00010276436113862	0.0013359362997734	5.13821806371379e-05	0	0	5.13821806371379e-05	0.00190113953918567	0	0	0.00010276436113862	0	0	0	0	5.13821806371379e-05	0	0
0.398858552907427	0.396835396922507	0.0113516653866412	0.00473500325001137	0.0031566753864043	0.0200921344384073	0.0785327401533474	0.00406725036577964	0.00163904497728986	0.00309597028636672	0	0.0021853925420004	0.00339949566799114	0.000485643154588376	0.000121410793121257	0.000971286194638213	0	0.0128084884817171	0	0.00418866012471111	0.00224609778968377	0.000849875451627561	0.00030352697888825	0.000424937764179721	6.07053966724828e-05	0.00394584054689586	0.00503852660824743	0.000424937764179721	0	0	6.07053966724828e-05	6.07053966724828e-05	0	0	0.000667759314181517	0.000182116189122616	0.00030352697888825	0.0010319915608864	0	0.000121410793121257	0.00959130562374098	0
0.645095171823348	0.000277495140273631	0.0492816865197371	0.00480989728019966	0.0585180717602962	9.24983811464257e-05	0.0218278846006407	0.00379242454165741	0.00462490257633393	0.00647484144797474	0	0.000924983680881398	0.00601235856011323	9.24983811464257e-05	0	9.24983811464257e-05	0.0283007266977	0.0831526852907727	0	0.00110998034741352	0	0.0147067124714407	0.000832485335348472	9.24983811464257e-05	0.00018499676150144	0.000369993516671588	0.000554990259179153	0.00138747527400629	0.000369993516671588	9.24983811464257e-05	0.000462491889903899	0.000554990259179153	0.000832485335348472	0	0	0.00887972790847487	0	0.000462491889903899	0	0.000924983680881398	0.00601235856011323	0
0.48452206210261	0	0.0299472143323071	0.0322005542121544	0.00740733966872872	0.0328443360871904	0.0151362980265417	0.00322060634874251	0.00128824441018286	0.00708528693387374	0	0.0218984107932029	0.00354266569752654	0.00772939163532543	0	0.00676323346415788	0	0.0051529562616202	0	0.00611912445373646	0.00998373108504851	0.00837349313015808	0.00289854666591085	0.000322061186058862	0.0209324487694104	0.0125600562355201	0.00289854666591085	0.0112719030119702	0.1743171324882	0.000322061186058862	0.00483089908412044	0.019322469109339	0.00128824441018286	0	0.0119159820952091	0	0.0173904277788171	0.000322061186058862	0.00225442643172042	0.00161030526218941	0.00128824441018286	0
0.644499532128364	0.000499375759519256	0.0532415926313447	0.0403552546116486	0.0715162171393657	0.0135659592578474	0.00174781434107461	0.00540987789798681	0.0206394002082056	0.00632538436977597	0	0.00291302126509978	0.0122344014057331	0.00715765840016632	0	0.000332917180700022	0	0.00940477188629725	8.3229296616353e-05	0.00141489757202262	0.00274656333834212	0.00749056665640256	0.000832292871034628	0.00732411262974713	0.000665834324501559	0.0208890342805566	0.000499375759519256	0.000166458592656167	0	8.3229296616353e-05	0.000249687887542903	0.0020807309164104	0.00124843912638369	0	0.000915522135941355	0	8.3229296616353e-05	0.000249687887542903	8.3229296616353e-05	0.000249687887542903	0.00416145282448702	0.000249687887542903
0.618685027261404	7.45212012127902e-05	0.0326344931752251	0.0386668674343302	0.0277183373785956	0.0157233256012404	0.0351667580966859	0.00633425975077631	0.00558906099794229	0.00566358101971986	0	0.0264519415868633	0.0228760135259164	0.00558906099794229	0	0.000447127192792107	0	0.0390391923801954	0	0.00797368404289043	0.0108053639196492	0.00134138122081306	0.000968775465126122	0.000223563601982984	0.000894254296193357	0.000223563601982984	0.00722849357468662	0.00417317515885549	0	0	0.000298084800712694	7.45212012127902e-05	0	0	0.0111779474165603	0	0.015499789238636	0.00417317515885549	0.000149042402011734	0.00178850787726083	0.00581262096850872	0
0.0115034439084492	0.317300195566755	0.0585805675966265	0.110702264928918	0.0317667741686703	0.000273897558887069	0.00739516677714536	0.0440832280941531	0.0916274185975755	0.0492816106066966	0	0.0924456433370665	0.0197193464749864	0.00493013614940548	0	0.000821692594470191	0	0.00410845187664778	0	0.0427150290823848	0.00794294578618743	0.00438234696983699	0.00986015247082334	0.00164338463415168	0.01205120103737	0.009038496489997	0	0.00109559003007078	0	0	0.000273897558887069	0.00109559003007078	0	0	0.012325078256241	0	0	0.000821692594470191	0	0.000273897558887069	0	0
0	0	0	0	0	0	0	0	0	0	0.879335521999966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00268816880544559	0	0	0	0	0	0	0	0	0	0	0
0.319275447105043	0.00215146133506046	0.038430012147225	0.0140557620752151	0.0185015262055011	0.0232337100079239	0.30245305469983	0.0174976728048059	0.0286822404285508	0.011617638832474	0.000143430865830646	0.0561953182662201	0.00315547382257419	0.00645434417130356	0	0.000143430865830646	0	0.00129087743838979	0.000286861728710573	0.0174976728048059	0.000573723433815398	0.00286861339217112	0.0027251830869738	0	0.00372919388079759	0.0027251830869738	0.0172108542648645	0.000860585091708744	0.00731490894804208	0	0.000717154270138863	0.000860585091708744	0.00129087743838979	0	0.0107571075125504	0.0172108542648645	0	0.0179278979086833	0.000143430865830646	0.000573723433815398	0.0203657751541541	0
0.83037961539764	0	0.00633097971543305	0.0111544265139826	0.00120590866159874	0	0	0.00693392092167811	0.00331624354476794	0.00602950823553877	0	0.00120590866159874	0.00211033910286897	0.000301477233901692	0.00331624354476794	0.00391919406689228	0	0.00180886244438285	0	0.00180886244438285	0.000602954440402568	0.00602950823553877	0.000602954440402568	0	0.000301477233901692	0	0.00301476781790003	0	0	0	0	0.000301477233901692	0	0	0.000301477233901692	0	0	0.00120590866159874	0	0.00422066880735031	0	0
0.509009985170973	0.0594665559326528	0.0217816307257355	0.0239000809236498	0.00254280112483782	0.154914473479029	0.000169520256858871	0.0150867306124681	0.00101712137064998	0.0115271222430597	0	0.00186472175371408	0.00389895604785783	0.00135616164566333	0.000678080978720259	0.00339039865808462	0	0.0346599527054605	0.019663082786668	0.00101712137064998	0.000169520256858871	0.00305135990297314	0.00245804126099177	0.00101712137064998	0.000169520256858871	0.000423800631490721	0.0052551038001685	0.0023732813794866	0	0.00381419654937026	0.000254280383765956	0.00186472175371408	0.00110188145188657	0	0.00059332086703668	0.0853346044607408	0	0.000423800631490721	8.47601287339057e-05	8.47601287339057e-05	0	0
0	0	0.0391695782623103	0.0541413078495053	0.006047820087328	0	0	0.0354908396452874	0.0181425755680512	0.251354881972155	0.000525900580544183	0.0105178181732467	0.000262950299362658	0.0134100634969086	0	0.0449493638913925	0	0	0	0.0115695551971796	0.000262950299362658	0.0588668632134636	0.0656903207252784	0.0199828930404363	0	0.00262949999374851	0	0	0	0.0850931696791461	0.000788850825363453	0.0407460212511002	0.126666013424433	0.0544038713639646	0	0	0	0	0	0.0189312909425445	0	0
0.662670234931104	0.000223064910039484	0.0399180171688055	0.0149447927783562	0.0144987112987653	0.000223064910039484	0	0.00289983979040028	0.00312290369041456	0.00535353231299362	0	0.00111532432821247	0.0220816317383573	0.0588551525086753	0	0.0022306472690221	0	0	0.059523176726506	0.000669194685721447	0.000223064910039484	0.00602271621050486	0.000669194685721447	0.000223064910039484	0.000223064910039484	0.00847636514870149	0.00200758285844734	0.000223064910039484	0	0.000223064910039484	0.000223064910039484	0.0113760651327942	0.00133838907176334	0.000669194685721447	0	0	0	0.000446129808979716	0.000669194685721447	0.000892259529165441	0	0
0.0809660898045928	0.00806179305281862	0.099086065881334	0.131119772065492	0.0156873400094008	0.00108944307896901	0	0.0528134446203275	0.00403092927353524	0.0218960605450667	0.00196099667321945	0.00228782892258929	0.0183016256433647	0.215881070983835	0.000108944329232145	0.0351817602217991	0.000108944329232145	0.000108944329232145	0.128310884846207	0.00326832406475167	0.00076261023221447	0.0304996834018251	0.00196099667321945	0.0081707337940261	0.00119838733708371	0.0442169879319593	0.00119838733708371	0.0103495265355831	0	0.0173212822276516	0.0184105516211575	0.00185205254182276	0.000108944329232145	0.00686343886930936	0.00119838733708371	0.000108944329232145	0	0	0.00141627580934966	0.00098049880792388	0.000108944329232145	0
0.324742499520405	0.44614211181725	0.05678765506727	0.02157485094607	0.0291241909462545	0.00884625976411496	0	0.016181687358835	0.00151035615764435	0.0100688747441321	0	0.000575373961348755	0.00424337046457675	0.00143843448669609	0	0.000287686992579411	0	0.033653026080954	0	0.00172612112212512	0	0.00402760706260878	0.00273302306485513	0.00208572921272463	7.19217490749336e-05	0.000575373961348755	0.00194188600624725	0.000503452222690725	0	0	7.19217490749336e-05	0.000575373961348755	7.19217490749336e-05	0	0.00244533703360247	0.000143843497777835	0	0	0.00402760706260878	7.19217490749336e-05	0	0
0.589237487195477	0	0.057824443579851	0.016435814903851	0.0548705553723272	0.174976894153222	0	0.000986193134027484	0.00361603419721033	0.00723202111331222	0	0.00262984575231948	0.0223518534306475	0.000986193134027484	0	0.000328731092041194	0	0	0.000328731092041194	0.000986193134027484	0	0.00197238530890794	0.00131492401292465	0.00131492401292465	0.00164365474972603	0.000986193134027484	0.00920434077726003	0	0	0.000657462148558355	0	0	0	0	0	0	0	0	0	0.00197238530890794	0	0
0.0745827177684366	0.631819724016312	0.071110759955524	0.0357066977461749	0.0239791356663637	0.00541513598953297	0.0141820929178614	0.00889622097302813	0.00760694056119801	0.007864797723689	0	0.00954085576768107	0.00489941309612138	0.000644662152356319	0	0.000515729734744959	0	0.00219184971481343	0	0.00283650986317745	0.00116039169420281	0.00232078182593158	0.00361010046160919	0.000128932439044534	0.00219184971481343	0.00283650986317745	0.00141825635796036	0.00128932403679815	0.00038679730856033	0	0	0.000128932439044534	0.000128932439044534	0	0.00876729356191329	0.0118615062799122	0	0.000515729734744959	0.000128932439044534	0.00025786487594575	0.00296544175996597	0
