"Species","chao","chao.se","jack1","jack1.se","jack2","boot","boot.se","n"
742.935,1224.52740199968,68.2845870785752,1089.915,108.89859158177,1302.36096153846,894.396207271921,50.6252846419147,13
692.065,1160.27803449492,67.2433111469074,1030.01269230769,119.064665118473,1236.77161858974,839.132888532172,60.0701228981425,13
696.31,1132.54540067777,64.4218293237794,1014.91923076923,99.0769382415172,1208.59150641026,835.397087479534,47.4720396719825,13
717.775,1219.22627320826,73.1001113447353,1053.01807692308,102.937878743091,1265.34310897436,862.829182335283,46.3061990763522,13
