"feature","DietStatus","mean","sd","median","incidence"
"NE_Inf","after.diet",0.0572506466545867,0.101549244423535,0.0329258145570723,1
"NE_Inf","before.diet",0.0336064257664204,0.0102901794730235,0.0326594504646796,1
