"Prevotella"	"Unclassified_Lachnospiraceae"	"Lachnospiracea_incertae_sedis"	"Alistipes"	"Roseburia"	"Lactobacillus"	"Enterococcus"	"Unclassified_Ruminococcaceae"	"Escherichia_Shigella"	"Haemophilus"	"Unclassified_Bacteroidales"	"Unclassified_Bacteria"	"Veillonella"	"Akkermansia"	"Unclassified_Clostridiaceae_1"	"Turicibacter"	"Klebsiella"	"Flavonifractor"	"Gemmiger"	"Unclassified_Burkholderiales"
3.00012213955038	8.12795935739331	7.12661468469233	5.61048994379262	5.38530769265445	-1.79617910090468	7.45119075718772	5.99787146634048	-1.5618342534913	1.03592369770322	1.42883819419026	3.21796516082665	0.267626789778956	-1.97901369498594	-0.0356162399849215	-0.352988137198749	-1.77436417388175	4.24139174375819	5.17161674663661	3.49330598006311
2.50733355347907	8.91624857196665	7.92275272442122	3.04414233886255	6.70527062053987	-1.89501788790852	7.45112103524549	3.72385032918495	0.0821938116738359	2.89351186201905	-0.252910970288891	3.7136058487581	2.7770808626757	-2.43607414621608	0.963413745013324	-1.44044911423588	-1.96437407525407	2.32817588734625	-0.228351115190013	3.49229555915509
2.62813210200875	8.79553309399147	8.09751365793553	4.56011917113427	6.7674157772856	-1.87502877615673	7.45113722152003	3.9127221202509	6.39841348072034	1.81374261894751	0.563600863569256	3.5748832090532	-0.745700619030527	-2.3561006068841	-1.003700678155	-0.675777865471964	-0.243056144086211	2.87904557012676	-0.209784500751575	3.49253032783798
3.40209867468119	6.41545978465446	6.30218781000767	8.17528549117864	3.49422682136482	-1.84244832375628	7.45116612421686	6.28581592383438	-0.320786131317594	2.69104204559705	4.84123582996072	3.94485963720098	2.10558475690358	3.19610105893578	1.39444865209474	-1.36754139977773	-0.29589796962534	2.93568223770178	2.00282141612864	3.49294924483709
3.05110946189855	7.44425637107361	4.61269275663705	8.72409263780779	5.76546000167084	-1.72182087347072	7.45120814593848	7.61807469930047	-1.46400185089632	-0.871025924744168	5.34965225959538	4.83428195361594	-0.614679002817017	0.0712531842642543	-0.905761378403811	-1.31070169834557	-1.68702525784526	3.19299774191086	3.35960096224477	3.49355764040802
5.10372403880005	5.79709368949038	4.15001698274478	8.22644957290363	3.43010799846399	-1.48503889750924	7.45128142760943	4.60934643280959	0.355034319980843	-0.722293668565877	1.36683704427415	4.21773869140985	-0.510164915404274	3.60932424964865	1.85186821766801	2.42424788475468	-0.250082685356753	3.62206263147231	-0.0733372877784992	3.49461672838534
5.56608666136625	7.66773714890238	6.00154976649895	0.20170007164208	5.94509742010071	1.27023037390744	7.45866875276384	4.58573465816972	2.57630834409924	1.70723395766431	2.92663667673517	4.21297216344582	-0.459871058116886	-1.41372299280805	-0.700280686721326	-0.997563295358676	-1.29048253131947	2.88908665841068	1.435878501397	3.49521899933356
2.51864355327863	8.55681863988223	7.60426918922807	-0.206971280930917	6.84940226336547	0.0189820673810209	7.45116588569276	5.02567033804357	0.94357472171876	-0.982022507538496	-0.0675131949717107	3.41910381387347	0.131968373895943	-2.15296915988771	-0.961116004058902	-1.36789095212557	-1.8651630684027	2.84045274693729	2.86927534918635	3.49294578919392
3.02299763757929	7.20081748279485	5.83611136338231	0.399402031775766	3.78315676657751	-1.17614339103167	7.45143670644468	5.35452460814254	5.08364955996821	-0.339657417250366	3.8029731908044	5.47064860311572	-0.221217212160848	-1.12821234976753	-0.452775691185397	-0.755626985979824	-1.04608905661488	3.0677999242609	0.0464388888358049	4.94428574685589
3.02958346003134	8.08009846807981	5.3955293152135	4.63594057121717	4.69565581874678	-1.53195229610605	7.47958411739056	4.57053239715379	4.09846711620312	2.77898615652063	2.1822764058498	3.18481401916169	2.50315110375452	-1.61644664056341	-0.842509368853289	-1.16934747348751	-1.46401139228279	3.19973900378636	1.79418976507282	3.49437067447228
3.53525768735207	7.87166686901911	6.8305427228923	0.132058240445229	7.29969830741509	-1.46286210095098	7.45448807947576	5.10278711660467	-1.06619569883943	3.24567692897079	1.39818429339412	2.76930124037193	1.81660510879963	-1.52164237357792	-0.793834417577862	-1.08901213388835	0.363079345088699	3.30814182627754	4.07512245337735	3.49474025466321
3.56202619385401	7.88194497667611	4.46724431374095	2.80166988764685	5.80710421366181	1.1841528069149	12.2689270326713	4.65455627521861	-0.836580305474096	-0.537027329733191	8.11597332769732	5.74304267814715	0.858126837282575	-1.31653956964525	-0.616033800300842	-0.91521190389243	-1.20729475864134	2.05960507860415	6.75452503937511	3.49571010802116
2.52241162807983	7.56171914092901	6.45780957743346	7.71824264889756	5.41720349770694	-1.82619846435916	7.45118107935223	7.82005034086877	2.1851987941486	-0.939260525083055	2.30779542136662	4.04180622732321	-0.660309190579539	-2.04217369480341	1.52529201501964	2.37627107139423	-0.697624348862593	2.36358629863977	3.63533733610875	3.49316585791954
