"Bacteroidales"	"Clostridiales"	"Lactobacillales"	"Erysipelotrichales"	"Selenomonadales"	"Enterobacteriales"	"Burkholderiales"	"Pasteurellales"	"Unclassified_Bacteria"	"Unclassified_Firmicutes"	"Verrucomicrobiales"	"Bifidobacteriales"	"Rhizobiales"	"Fusobacteriales"
0.719892754750988	0.17010238818089	0.000432937903178109	0.0123817080488185	0.002424449958399	8.65875832323519e-05	0.0138535701974543	0.000259762747100325	0.00086587572520843	0.00614767969290665	0	0.000606113046272245	0.00744646334959213	0
0.23734964251959	0.66062958024449	0.000424043239703688	0.00752669666408767	0.00455844917639199	0.000424043239703688	0	0.00519450648153964	0.00434642965214721	0.00424041981616135	0	0.021730506400873	0	0
0.524027555199256	0.394074413035588	0.000307668636019794	0.00453809687636652	0.000153834319830141	0.0281479635172884	0	0.000923005791563786	0.00207676183307292	0.00130759135109464	0	0.00938375583180513	0	0
0.815073493089419	0.0691714351638043	0.000656725595998453	0.00544693281229632	0.00761021781877132	0.00193154480837012	0	0.000772618326902697	0.00112029645112638	0.00027041643802393	0.00374719048895725	0	0.000386309192276727	0
0.82949017198304	0.0629453236927314	8.8526912065672e-05	0.000752478682529139	0.00199185420697105	0	4.42634560761977e-05	0	0.00225743434330481	0.000841005566583187	8.8526912065672e-05	0	0.00115084960431554	0
0.697071122716268	0.166198112801406	0	0.013392456798781	0.014285228421684	0.000892857024227144	0.00401784633277316	0	0.00803562780692703	0.00580353885029011	0.0303524821545355	0	0	0
0.0635694446205084	0.297377204853084	0.189325103032767	0.378267687378304	0	0.00340779347990875	0.00113593311428553	0.00113593311428553	0.0056796362569608	0.0132521679557929	0	0.0102232221474876	0.000757288833335057	0
0.381633733734753	0.544372775692764	0.00487485882013111	0.00942462485882541	0.00129996713467355	0.000812479598618372	0	0	0.00259993207252023	0.00292492270628975	0	0.00974960179772328	0.00389989261674655	0
0.746948540001019	0.103661990052122	0.00124120779052617	0.0281303403307188	0.000413736024605055	0.0148939466514538	0.00744717981779679	0	0.0148939466514538	0.00786090373232119	0	0.000413736024605055	0	0
0.668560031203057	0.0953732257142875	0.012422040777807	0.0100720136910204	0.129401865548192	0.0141005903124907	0	0.00184656601455286	0.00100721822822084	0.0134291750009583	0	0.000503609177973628	0.000671478881888661	0.000167869732298689
0.223493421056118	0.66524485014725	0.00138824573641236	0.00277648879737015	0.00647843686725726	0.000925497322760264	0.0148074181606689	0.00694117517394496	0.00138824573641236	0.00786664722946465	0	0	0.0129566018535534	0
0.799163693797095	0.0282028199017723	0.0727150241951065	0.00154981030264932	6.19924368829886e-05	0	0.000867894007962317	0	0.00365754562354548	0.000867894007962317	0	0	0.00427746510373259	0
0.54120740963719	0.383031859001408	0.00269042890492615	0.0124429276119564	0.00151336750707569	0.00269042890492615	0.00100891188533663	0	0.00470823886865182	0.00218597438147365	0	0.000336304012493673	0.00672602966287063	0
0.578019834073838	0.285178318358706	0.00307101244729005	0.00844519711729112	0.059849101387701	0.000383877149880892	0.0103644977364293	0.000767754243193021	0.00690973388388898	0.000383877149880892	0	0.0011516312233677	0	0
0.278030025659486	0.00165906186852332	0.661242043409915	0.0062214447260476	0	0	0	0	0	0	0	0	0	0
0.783754692267698	0.0811969231391919	0.000643086772394365	0.00244372747129269	0.00205787636103648	0.000257234723851245	0.0369048055356947	0.00115755601158797	0.00385851132599113	0.000900321421778133	0	0.00038585208045776	0.00270096134621853	0
0.43966330928664	0.481707847223163	0.00776475835878388	0.0013865774813744	0.00970589308946265	0	0	0.00277315229692792	0.00831937158709825	0.0152517658738803	0	0	0	0
0.832400343771381	0.0592802280602396	0	0.00626562316431304	0	0	0	0	0.00167084299868688	0.000417710931879531	0	0	0	0
0.301984882453038	0.58799584630561	0.00814562776231969	0.0340470476966412	0.0132364049805073	0.00486478452236841	0	0	0.00214956277497954	0.00486478452236841	0	0.000339404903541369	0.00169702373574822	0
0.0690059946683793	0.57530724637566	0.00763723482377137	0.010887012750452	0.000162495936886444	0.082778359353136	0	0.17300631339779	0.0232348284388174	0.00357490301272682	0	0.0149490694633751	0.00048748779349656	0.00129996713467355
0.644785242052625	0.0499399000096152	0.00078678198019593	0.0118014569785133	0.00354051187930407	0.235810065055159	0	0.000393391020537864	0.00078678198019593	0	0	0	0	0
0.000321853872782431	0.668441305037198	0.000643707712224053	0.242233074991142	0.00354038526566868	0.00579333740332136	0.000643707712224053	0.000643707712224053	0.000643707712224053	0.0212407587361014	0	0	0	0
