"Bacteroides.Otu0863"	"Bacteroides.Otu2654"	"Prevotella.Otu1987"	"Bacteroides.Otu2625"	"Erysipelotrichaceae_incertae_sedis.Otu0818"	"Bacteroides.Otu1201"	"Clostridium_XI.Otu1804"	"Escherichia_Shigella.Otu2393"	"Akkermansia.Otu1935"	"Prevotella.Otu1994"	"Bacteroides.Otu2120"	"Lachnospiraceae.Otu2512"	"Clostridium_XlVa.Otu0236"	"Lachnospiracea_incertae_sedis.Otu0113"	"Lachnospiracea_incertae_sedis.Otu1990"	"Bacteroides.Otu1976"	"Lachnospiracea_incertae_sedis.Otu2746"	"Parabacteroides.Otu1107"	"Bacteroides.Otu2534"	"Bacteroides.Otu1800"
11.0453545134755	4.54938457028762	1.34824856091571	4.19195672612264	3.2808153231126	7.03740543675334	4.02501740885566	0.00550112762378197	0.604439839194476	-0.409431660806808	1.76197665269357	1.15366634799203	4.77547490798812	2.14832525889269	0.363513942584818	-1.02142312974923	-0.421156843882141	-1.22871564373527	-1.16176204178336	-1.03933875499338
4.33703045181508	5.55213519938105	1.40589072066597	6.74735659125877	2.83539197333766	4.88476264002551	3.7243762473867	0.13296690655207	2.58166583894681	-0.554370772473499	3.25989960007211	0.201570727027609	2.60819635467966	1.23601460906362	2.62828307202662	-1.31648131261527	2.7019417924441	-1.59981964506816	3.81704747512045	5.87014056170303
4.44149235952167	6.60438879804262	1.29888078047002	8.00504750372861	2.6579518154544	6.23253925112429	3.19642824272883	-0.0737791335467883	0.915836174309285	-0.532738613040177	3.52401019117147	0.793942906372097	3.62325185560531	2.21837582571926	-0.1472585499019	-1.2831280409224	0.219529094551711	-1.55740434403506	6.2072293658938	6.3909461240941
11.8222212143604	3.01096957629265	1.55081270632307	3.12250299889909	2.06486519585181	7.30063413044297	7.39788358432155	1.71184613899271	6.48576763367779	0.0783572906771257	1.83317023832117	0.648589443012536	3.01122579424691	1.30968362592778	1.43218120831326	-0.090644594283451	2.3185599165584	-0.248324801900509	-0.16167948236759	-0.0487056416073995
5.76339688657535	2.96198114590697	3.07993818039175	3.07864921838414	8.2730617478956	4.61886477402219	6.66105426885215	2.72345748957418	0.697342808315705	-0.185977833105499	2.20721254994905	1.66705927048654	4.37461891912936	2.48911268424593	-0.171833899356444	-0.531299987180218	-0.0345997432655383	-0.712467984343902	-0.635145249310775	-0.517697788678342
3.8160945710787	5.83115357517496	1.53344162341629	4.76651849410223	4.55623532838303	3.76171622659164	4.35428368254974	4.12302301904618	0.864353254089294	0.0279437029470891	3.43619199180098	0.597358923693264	3.90865143902106	1.29818827880826	1.98436920409731	-0.141920851261937	1.57453554235509	-0.302334183111818	6.06252026016832	-0.103279265899192
4.37342198590332	4.04354720942776	1.41857915009317	3.07568763522448	3.25020378074288	3.36009314733307	5.43483363937074	0.109572120524692	0.678836499142772	-0.205446576028897	1.78507451013517	1.61760731313859	3.41891528180462	3.19532694477443	-0.215680128634586	-0.574319754436542	-0.0790950815264226	-0.757780788871411	-0.681368187747624	-0.563483982010515
5.49864447587199	13.1741346925434	1.35295285298197	12.6573118686714	3.02424004222001	6.19619051585138	3.20828127833083	0.0126962083702029	0.608792129458055	-0.39116055358409	2.00021175976	0.269722405134439	3.59568814977278	2.02311670332365	-0.446022814091901	-0.981550777021988	-0.410513566916366	-1.18671801705318	1.53529913521734	6.07993649205735
3.80371965753124	2.98297153633672	1.48268517967389	3.09734664907625	4.59229939220935	3.37418437908661	3.24131365064623	0.359885212208804	0.792834108707644	-0.0861351347372027	4.00548159893727	0.430400829791167	2.41630445951131	1.2648309171361	0.0547082005782081	-0.309028002259355	0.195296134507223	-0.478348470292369	-0.396323309293819	-0.28113239739496
6.20720133489448	3.60987486331246	4.16018392475503	3.29136106248821	2.33664758200841	5.63069176268744	10.1434895762528	-0.0133066898149972	0.593139998049776	-0.455185650209219	2.60027597261494	5.94738277000322	3.93506098291831	5.23987986661092	12.2240323707681	-1.13591118450752	14.0198622849669	-1.34930613449935	-1.28477466236115	-1.16118907041126
4.10289112911721	2.99010830919202	1.50055919997171	9.27514540872909	5.35624249627359	4.41443423810229	7.587566623248	21.5777898616289	0.819442148013724	-0.0585242301770232	1.81420765308119	0.492429050585625	2.42205094564938	1.2765078295272	0.117984500411845	-0.246944403817706	0.259509190255633	-0.412955695296886	-0.329617082558376	-0.215056455512958
3.9379995212457	7.29972494019868	1.30851562165289	6.97127954531986	2.35658276332996	4.07099704219441	3.5922958209117	-0.0577214775206469	0.566914534861592	-0.511409673272615	1.95846374746476	0.222436350007281	2.36689040440904	1.15601252129188	-0.529070903472203	6.33265123321692	-0.517997991352564	-1.5170314878414	-1.40405562946733	-0.0453045212034519
6.24480716095989	5.44265085466633	1.41617694671593	4.11565020399649	4.36263256073773	4.7741433005819	5.08100670174209	0.105802372477759	12.553007541938	-0.210755491354577	2.93439024201606	0.333616950112352	3.62229100106818	2.42683214774757	-0.227621520100544	-0.586036061403862	-0.0912132559129346	10.0047922158544	-0.693956868956218	-0.575953716975573
3.76255111824832	2.91075614560264	1.27347596083887	3.03363945871476	1.93992237442537	3.33329364282685	3.19122670689006	-0.117681781297049	0.532597868691773	-0.594337019180835	1.73939884911272	0.183509461194347	2.35835860519151	1.13544370735192	-0.603428366308898	-1.37925170100126	-0.616800719973836	-1.68300589803164	-1.57143928974361	-1.42920548876754
4.57553550763632	7.10282714458632	1.42160657247646	11.331270640389	4.04013683616018	4.21566291418876	3.47373205313048	0.114281327449968	0.685089060429812	-0.198864957474855	1.78610854561579	1.20065269712778	4.17251039654669	1.22557065063741	-0.200867308315222	9.58037379441874	-0.0640629690378702	-0.74247250711759	-0.665752430293211	-0.548015772631898
3.78072250978079	2.94333608456411	3.02173012064442	3.06216228566583	8.62383732566826	3.35139098841471	11.0576182543199	6.64490596184893	0.629246424790197	-0.31592992860976	2.58613426188509	0.976306623038647	7.2848883962788	3.97151210205957	-0.407837380700216	-0.817109659140045	-0.330212640385893	-1.01351186773878	-0.942235773370113	-0.82188671695837
3.7691251845526	2.92268184865825	11.7839241133637	3.04403685165848	2.39406150923416	3.55135058780273	3.78185987389621	-0.0511100656155783	0.570776271943048	11.005511639955	4.65502164374749	0.573442555246047	3.10852558160444	3.45635752399401	1.75995181182204	-1.23757055133304	1.28190441901164	-1.5010812535162	-1.38803774712655	-1.25328608522295
3.79292383333415	2.96457247259503	1.4346952745832	5.20870299858937	4.89300161756681	3.36349917308602	5.58297907194762	0.15908652389409	0.710935635821133	-0.171700814918689	1.79061638113628	0.351675377834273	2.4015043513794	2.25770520533471	-0.13962140034343	-0.499694664827555	-0.00191036350792273	-0.679178036835303	-0.601186653935783	-0.484060056727296
3.81729685768066	3.00562808371291	1.53816088114054	3.1176849790343	2.05855288918123	3.38758583167388	4.5207540643664	0.55086894782767	0.870430987056635	0.0419439410070539	3.29245667913057	2.16709370270965	3.32026358213496	3.23153739680095	0.23953905498683	11.2310373969511	0.382863264528595	4.2187677992345	-0.201473595984056	-0.0881237539373889
4.23363601355839	2.97505047685537	7.42161591628131	3.0902741817039	2.02174326402088	3.85089622738563	3.23569665117888	2.21722462928698	0.760284197954421	-0.120043369942708	5.13344712133418	3.01506182725859	3.09544864388592	3.06320926053418	-0.02259043477829	-0.384869627799678	0.116853153573235	-0.558232601991204	-0.477811960020672	-0.361851089082099
6.95740563668831	7.60955013804961	1.47186749804004	3.09355458319992	2.02623324519159	3.37170366092927	3.23830028921539	0.318149304243114	1.90830704610566	-0.103830380494722	4.39860639387682	0.403832792351903	2.84148159487006	1.25780313862176	0.0143168892248058	-0.348657973689242	0.154306861517071	-0.520090796282506	0.851197577152838	-0.323310810932766
3.77408219357166	6.26306743444988	1.73443860684396	4.73610724937955	3.2558535971259	4.29830014769181	5.30325638833835	-0.00687624799576203	0.596990778892394	-0.443123391967099	4.74614478666953	0.771247130448046	3.42316877631127	2.07709109991594	3.57099605391304	-1.09490237328947	6.26474555536874	-1.30611147387841	4.77569750359402	0.49211033224289
4.87482810928155	3.99007763784701	1.43652723735586	3.29962750348003	2.25588692192494	4.60371807154153	3.56560677508197	-0.0826564683543121	0.552486946207955	-0.544787582029554	3.77170087088866	5.77002276184363	3.36455369660099	3.90362731056349	-0.559526603434037	-1.30165629257856	-0.16837429475846	3.54314011938675	-0.884869919053326	-0.163200456381575
