"Bacteroidales"	"Clostridiales"	"Lactobacillales"	"Erysipelotrichales"	"Selenomonadales"	"Enterobacteriales"	"Burkholderiales"	"Verrucomicrobiales"	"Unclassified_Bacteria"	"Unclassified_Firmicutes"	"Rhizobiales"
11.9391182164834	9.71927714353022	2.66895786123252	5.56664232584809	3.73596972028995	0.0188719948864426	5.55072423764586	-1.39729903246753	3.00133204018942	4.22631227569053	4.27438559644409
12.7747655573489	9.31901154562174	3.23220553846856	5.32359661059836	5.35266315445826	3.35266916946983	2.0444993586177	2.99533231043271	3.63876937122624	2.02495851876816	1.79328629605566
13.2798914802316	9.69960954393468	2.43510311993314	3.93536461089319	4.4371652930842	-0.750643531705226	2.32231464151498	0.177307507073433	4.64554478574631	3.25036798582239	3.28564412370659
11.2167811755019	8.95374803443662	2.06332770831403	5.05034146135701	4.80034830907873	1.33883216855958	3.81183088402557	3.68102636997678	4.33893771064187	3.56676648662743	-0.122008701893074
8.77695652138642	9.72422946366144	6.93093476337814	8.31009350793788	1.80711079998198	2.71526698522351	2.97871875059307	-1.09179180824204	4.05928261560034	4.43299668646779	1.39306412162639
11.1222117697616	8.18831647937362	2.81656577799386	5.6131907922972	2.21329376032558	4.14181719856683	4.18955088816223	-1.17646839212213	4.77327174246951	3.69913726032682	-0.200921602642883
10.314660269981	11.1985206502271	3.20111390843849	4.00745368579489	4.39657149566528	1.70920951395177	5.3668308428265	-0.721727951417271	3.18341295546793	4.22877504271877	4.64048558485096
13.1650925532119	8.66479106973655	7.35269782734078	4.48688803840134	2.14239456569148	-0.651127541235244	3.81471250876172	-1.25427077247903	5.07433051759345	3.23137113229976	4.72210133157
11.4225546290366	5.17693009946635	14.9463224377663	5.43955725886181	2.03095545083339	0.315279663331949	2.30480347625304	-0.234949535054494	2.05350448909743	1.24651040897702	0.529661334950553
9.946446956203	10.1974252267016	4.02499659037894	5.67575208221791	4.44560445506604	2.74583109286456	2.03218229174599	-1.51092174945202	3.00208772301277	3.13362724484869	1.79438028294209
11.9344677433428	8.38372831536653	3.07736585430027	5.63919821438788	4.17241603244773	9.92324937021334	2.21001399122857	-0.582520548750555	3.04632914824774	1.1142133482213	0.150093333224008
15.3709107271352	9.61267049432524	6.49863864463963	4.41698815479033	2.0283308773565	0.306953737500944	2.30250779309755	-0.242308830316285	3.96063563762957	1.2434478371603	2.47176387263622
11.1152560771328	9.2500315694877	4.01433662695319	5.84436753855455	5.2257815525827	-0.527875684265404	4.20023816429626	7.60700480561893	4.28420403440173	3.12441467123459	4.3594053687573
6.70087434996875	1.89198107818612	4.02511355545051	2.25789000784973	1.6660258266707	-1.27925995416286	2.00676151314194	-1.69116954055625	1.63445532175919	0.765799652435554	-0.698934543984436
13.1690052395107	9.35007360046143	4.81710815611229	5.72826217676063	2.89384110818473	0.315657794735274	4.40514406743601	-0.234615304279284	4.33597901345305	2.86804376753895	1.8394037389387
9.12281382896415	10.5991279196014	5.25298513898141	6.32004872316044	4.99111585665524	6.11932834664234	2.18185299963109	-1.47074702931229	3.54038224374837	2.60630043605631	1.74130699093318
12.0308613322342	9.62091775178625	2.16080083852793	4.71785360646703	1.72089123663306	-0.885402357075697	6.63928626064368	-1.42369202626021	3.56678443733003	3.4852916328177	3.10420251591031
11.6200107778117	9.72421542594243	2.07096507753915	5.12655509694142	5.68220712965475	5.22435558694061	2.13774563029908	-0.949712851290562	3.45576357559708	1.70641268477372	-0.0945715486302923
13.1421785669311	10.0011424889326	2.25481241765472	4.39492598084323	3.48483955799783	0.462381913713346	2.34747634435774	-0.104925689514091	4.65726408546564	3.02193766538149	0.671655026264899
12.1304333145021	9.51473097541888	4.25070740289798	3.55152924848108	6.85198016940276	1.5083098212865	4.90713498928057	-1.16106733880699	2.24025825534348	5.97152506204101	0.812875615726034
12.5187527022998	7.77940529331265	3.67809157680678	2.51062303717489	1.95896142587096	0.0702541593358224	2.24252267213493	1.46067369877297	1.97301848107121	1.16103576513325	0.293145063524656
13.2673507200534	9.9020534366959	3.36708884393837	4.11283263003138	3.30650789230164	1.57694178625345	9.54827745193864	-1.25427077247902	4.68647960773462	3.23137113229976	-0.259240715250166
11.9344782765746	9.8896646159384	2.49343782159073	4.18778827488591	4.32669767092093	-0.957900141972548	5.97836767445055	-1.47478731235187	3.90163819092952	1.91033910954664	4.89895168709829
13.5785013581737	11.1187632641727	4.02417332007299	3.71373265293437	3.33916337592806	1.09959578548242	2.18025390292606	-0.718019395601251	5.69495156970684	1.8950965392819	2.50487976218738
12.3217363628715	9.72414912567178	3.61248269420975	4.37523907155332	2.66007249000778	0.00188583561448086	5.18846831876571	3.13852797419473	6.28190478275312	2.55351883364187	0.227151031285197
12.1035566352418	9.72420453686698	2.08470339031029	4.77339833120491	3.73137476868186	2.20938540014966	2.15365854955594	-0.85641430765384	5.01150755938578	1.78011183428833	-0.0477047983223853
13.3496217509986	9.72420835462203	2.53245182391584	6.31532313254602	6.32168693125118	1.87675925033687	8.23768216040404	0.320821792345612	4.38629846929394	3.01421993717013	1.63769070055589
6.96668955237027	10.9603325134305	4.23814791858854	3.19506754392721	6.38601810382839	0.458753274978536	2.09187852625553	-1.24504098378682	4.11013017714333	3.49560251857589	-0.249247018209869
13.0911224085919	9.72402247789473	3.12567722994914	2.63608023648268	3.04795471517656	0.506097661133628	9.26754727630752	-0.0662852909102583	4.18292508761035	1.31954854742673	3.6983746673779
12.6507250984901	10.0068003067618	2.30850078570074	4.73045056084364	2.36856502382519	0.905633056051824	6.01446172736	-1.27084714760136	4.46893820080423	3.10871109296936	6.43351186274199
12.169473740857	9.23344967687817	3.75835496928004	2.53150933095593	7.99509521450755	0.152369336707432	7.44928503968696	-0.378946157071102	4.14790341894029	1.18858615568081	0.372408549417605
11.3600123306357	10.0664921781309	2.56605099841163	5.5756659359247	3.65266653355686	0.968681326945217	5.56575631958924	2.1978818304357	4.33851191646525	5.6456702353476	1.15649032875876
11.8147207422033	10.2363500644816	3.4489260520573	5.0041242541617	3.79331893903188	-0.858306147851372	5.84050794919922	2.04927866964355	7.65833488529538	2.94409804123656	-0.41787811847168
