"Bacteroidales"	"Clostridiales"	"Lactobacillales"	"Erysipelotrichales"	"Selenomonadales"	"Enterobacteriales"	"Burkholderiales"	"Verrucomicrobiales"	"Unclassified_Bacteria"	"Unclassified_Firmicutes"	"Rhizobiales"
0.719892754750988	0.17010238818089	0.000432937903178109	0.0123817080488185	0.002424449958399	8.65875832323519e-05	0.0138535701974543	0	0.00086587572520843	0.00614767969290665	0.00744646334959213
0.815073493089419	0.0691714351638043	0.000656725595998453	0.00544693281229632	0.00761021781877132	0.00193154480837012	0	0.00374719048895725	0.00112029645112638	0.00027041643802393	0.000386309192276727
0.82949017198304	0.0629453236927314	8.8526912065672e-05	0.000752478682529139	0.00199185420697105	0	4.42634560761977e-05	8.8526912065672e-05	0.00225743434330481	0.000841005566583187	0.00115084960431554
0.697071122716268	0.166198112801406	0	0.013392456798781	0.014285228421684	0.000892857024227144	0.00401784633277316	0.0303524821545355	0.00803562780692703	0.00580353885029011	0
0.0635694446205084	0.297377204853084	0.189325103032767	0.378267687378304	0	0.00340779347990875	0.00113593311428553	0	0.0056796362569608	0.0132521679557929	0.000757288833335057
0.746948540001019	0.103661990052122	0.00124120779052617	0.0281303403307188	0.000413736024605055	0.0148939466514538	0.00744717981779679	0	0.0148939466514538	0.00786090373232119	0
0.223493421056118	0.66524485014725	0.00138824573641236	0.00277648879737015	0.00647843686725726	0.000925497322760264	0.0148074181606689	0	0.00138824573641236	0.00786664722946465	0.0129566018535534
0.799163693797095	0.0282028199017723	0.0727150241951065	0.00154981030264932	6.19924368829886e-05	0	0.000867894007962317	0	0.00365754562354548	0.000867894007962317	0.00427746510373259
0.278030025659486	0.00165906186852332	0.661242043409915	0.0062214447260476	0	0	0	0	0	0	0
0.301984882453038	0.58799584630561	0.00814562776231969	0.0340470476966412	0.0132364049805073	0.00486478452236841	0	0	0.00214956277497954	0.00486478452236841	0.00169702373574822
0.644785242052625	0.0499399000096152	0.00078678198019593	0.0118014569785133	0.00354051187930407	0.235810065055159	0	0	0.00078678198019593	0	0
0.870358439587659	0.0111497021875953	0.00354536303821923	0.000256910900472579	0	0	0	0	0.000205528721191996	0	0.00010276436113862
0.530624111454002	0.171461369533681	0.00483089908412044	0.0241522411793168	0.0177124393694894	0	0.0051529562616202	0.1743171324882	0.00611912445373646	0.00289854666591085	0.0119159820952091
0	0	0.881237807310332	0	0	0	0	0	0	0	0
0.832586521184086	0.0521319455360089	0.00331624354476794	0.00602950823553877	0.000301477233901692	0	0.00180886244438285	0	0.00180886244438285	0.000602954440402568	0.000301477233901692
0.0981103137363667	0.606619397554277	0.0232030600979943	0.047481884077918	0.0174302101130657	0.145687378375077	0.000108944329232145	0	0.00326832406475167	0.00196099667321945	0.00119838733708371
0.734958003608675	0.148546872720229	7.19217490749336e-05	0.00481873854344143	0	0	0.033653026080954	0	0.00172612112212512	0.00273302306485513	0.00244533703360247
0.678461597440043	0.210900442221376	0	0.00979096628272091	0.0231702505053948	0.0202336063144685	0	0	0.00195822329156764	0.000326370751386104	0
0.812287840107512	0.088079015491378	0	0.00143988431167115	0.000719942342414573	0	0	0	0.00251979574960635	0.000719942342414573	0
0.708431216909513	0.119733148274326	0.00356332255319421	0.000971817145379258	0.0505130155684693	0.000485908630052868	0.00615480403047946	0	0.000161969549016463	0.0252645619509906	0.000161969549016463
0.861074910812116	0.0252883523656794	0.00160578012082724	0	0	0	0	0.000802890319198071	0	0	0
0.785101075638039	0.0702017599731238	0.000501057767699125	0.000890769284271262	0.000501057767699125	0.000222692348677138	0.055866714605686	0	0.00222692166455954	0.000779423147895505	0
0.703904192986181	0.190962963668648	0.000281626671955917	0.00270361279282825	0.00461866106021079	0	0.0199941617805309	0	0.00264728765928868	0.000394277335734836	0.0121659722710534
0.770842170565989	0.140756129907572	0.000880798476834133	0.000391466030322591	0.000391466030322591	9.78665099240254e-05	0	0	0.00450184425749536	9.78665099240254e-05	0.000391466030322591
0.752064014450797	0.12904458945525	0.00148312885930771	0.00259547354125922	0.000370782342264272	0	0.00741557905022883	0.00667403276698342	0.0218744142050467	0.000741564633553569	0
0.752357067883438	0.155875424841692	0	0.00494231925333608	0.00219659351088401	0.0010982974178552	0	0	0.00796257373873168	0.000274574406214941	0
0.798237656045041	0.0578206208388459	9.70685302300152e-05	0.00863899174584155	0.0117450221455001	0.000291205587031611	0.0308628928506404	9.70685302300152e-05	0.00155309586174695	0.000582411149368789	0.000194137059545422
0.00279242578453242	0.800611031810035	0.00806693081255323	0.00124107942077198	0.0706826748556195	0.000310269929865166	0	0	0.00651562252995861	0.00558482979502605	0
0.783999307587605	0.0703377257620336	0.000380517494622428	0	0.000380517494622428	0	0.0578064609798797	0	0.00152206942752544	0	0.00190258637118424
0.762476043562133	0.124401814436692	8.52514917978429e-05	0.00298379778905371	0.000170502982976094	0.000170502982976094	0.0121906613927288	0	0.00289854666591085	0.00110826916784051	0.0153446663623585
0.622519163230635	0.0793080327527094	0.00164541266765885	0	0.207475788589528	0	0.0431786837176759	0	0.00246811760937877	0	0
0.58383616751463	0.294803624785127	0.000412541242423661	0.0165009013446199	0.00288778476519189	0.000412541242423661	0.0185632902787972	0.00288778476519189	0.00577554544862927	0.0305233129619217	0.000412541242423661
0.600815552584942	0.234123588845857	0.00144343944406263	0.00630551166120554	0.00235508404949561	0	0.016408896698048	0.00167135073748294	0.0902822262917732	0.00144343944406263	0
