"Bacteroides.Otu2654"	"Ruminococcus.Otu1859"	"Prevotella.Otu1994"	"Bacteroides.Otu1201"	"Erysipelotrichaceae_incertae_sedis.Otu0818"	"Bacteroides.Otu2765"	"Bacteroides.Otu2343"	"Megamonas.Otu2657"	"Lachnospiraceae.Otu2512"	"Clostridiales.Otu1597"	"Lachnospiraceae.Otu2222"	"Ruminococcus.Otu0422"	"Lachnospiracea_incertae_sedis.Otu0113"	"Bacteroides.Otu2375"	"Lachnospiracea_incertae_sedis.Otu1990"	"Bacteroides.Otu2460"	"Lachnospiraceae.Otu0272"	"Lachnospiracea_incertae_sedis.Otu2549"	"Bacteroides.Otu2416"	"Lachnospiracea_incertae_sedis.Otu2746"
5.24879403748756	1.72377754672404	2.24809864143314	4.9063979147924	1.34536450107352	4.87626851048271	1.34993830759392	-0.0407113433268056	3.98637968683224	0.0351086893294208	3.47400793474013	-0.987187262230043	4.91033513717365	2.99464550134503	1.97946492715942	4.41148020324843	1.63913082146941	2.15142552636962	0.622946477660023	2.75569691365077
3.30829234985985	1.62463868419245	5.72361986425928	4.91814826290129	1.28210614846203	3.96178913777613	1.29711351881687	-0.291214615796132	4.46073878283924	-0.215848465738639	3.32417635954781	-1.22846770835949	3.84419669493041	1.98827029606806	3.74789921052224	1.04298688233081	1.75018484247414	2.82666218491915	1.86327343628618	3.54689999428201
3.29690106670737	1.78322483085226	2.25448930796928	6.74121208250822	1.38458100844227	4.54878686938871	2.57900550171704	0.193365164594226	1.99261703380636	0.299647920140705	1.52314930328107	-0.73815963651492	1.76196799629453	2.44287832424748	1.80804869411574	0.927678322841924	0.301277372092305	0.708271649833993	1.78588509791502	2.17305235935826
3.20421443332623	1.58721744480765	2.23607025828947	3.29820733904738	1.25905824220047	3.53856309909542	1.27786343530745	-0.362890163024756	1.90673447629264	-0.305020283639514	1.38008842550144	-1.30595792978393	1.61894950278365	1.64125149075354	0.537292376756279	0.644670772209801	-0.325370721344007	0.533809937138569	0.376251894003184	0.245850175043027
3.25632024314476	1.70331531183107	2.24607048895428	3.32842156610537	2.53262291079063	3.55472305664936	1.33884245502043	-0.130798668323824	2.304827407403	10.5277489988054	5.55563702221718	-1.08101794065504	3.56246654742395	1.72068945871352	3.49180641074426	0.820316012767358	6.50295260117852	4.50304944598893	0.59008451377867	4.29715058206599
3.44609619042545	4.2950031310554	7.34403269780182	4.6633906622328	1.31678547473195	4.27014397361786	1.32607799675038	-0.196606480731598	5.45813864286055	2.0448979022746	4.71483580868487	-1.11797561976528	4.34451502625704	3.26410785885334	3.7722478357623	0.786582744610203	2.53367024849059	3.19644594198433	2.15774324340966	3.07187788222095
6.39498634884873	1.62224594551177	2.23883151095259	4.64643133922329	1.73087327290095	4.92172037707891	3.58508380453506	4.90877421678823	2.70385984820498	-0.221199163095175	4.86615871310765	-1.23278297068813	2.99609286030016	3.27314801562608	4.13419640767571	1.72126490332883	7.23801113515059	3.45621159360356	2.62366425793859	4.24450381539406
6.11037839083737	3.19879403466979	2.26214136915717	3.78730140381304	4.26448101905924	4.28885406392784	9.41399060818317	0.387127971692973	2.0238975039801	0.518627024045621	1.57229998291657	-0.532020659851866	1.81135500699403	3.36399894840748	2.59009041629102	2.15926696532513	0.53552140841839	0.792397012104402	8.40662274644815	1.91096032016055
7.02731423563488	1.70133113460042	2.24587830805259	4.56415684660514	1.33078950761305	4.6225119564906	2.71257395109023	-0.135911548481288	2.54096284197546	-0.0625854832878838	3.09800437640547	-1.0838553788932	2.67874042302939	3.4481431417821	2.53387292285872	0.817534383652208	0.972452902403014	1.29552342637791	2.34890229136022	1.9934796039446
10.0643391651897	1.66954366424306	2.24290463675188	6.32382667529105	2.65935039556276	5.00501212581172	4.8361245583585	-0.213965659765711	1.940633330273	-0.122336713782626	1.81271365384771	-1.13593616607625	2.47191970353691	3.32252500190498	0.652938819112426	7.52329957924115	-0.105597205517034	2.11119099854876	2.52090414697628	0.399201028975845
3.89266790871337	2.1495500525471	2.24448627666127	3.32372687572933	1.32137158278463	3.55217962917323	1.32990769421107	26.938825136662	3.92763452172026	-0.0895003563613563	4.07480742479222	-1.10610064790673	4.18188689525295	1.70893929216777	3.569785388966	0.796840809338972	-0.0677376339687368	1.60109030626753	0.562570765606996	2.90066153811271
3.22760972327633	8.6984658353859	2.24044962139373	3.31161176614299	2.36260398892416	3.54567103086021	1.30597719127092	-0.261357722093844	4.79017143058712	-0.179054868953653	4.24582882333314	3.08088618880022	5.10637538858221	3.32035318720099	3.3406068453991	1.46540935082816	3.7917772061789	2.54491188485683	0.483312598597863	2.23842505704916
7.43186435127503	1.71476835737517	2.24719521875412	4.88988346197794	3.14643560261748	4.12397651074733	2.95914238870628	4.02774191798357	2.7968806593862	-0.0129587675676468	3.85875848144458	-1.0324362206871	1.71001091234173	3.23079884909557	0.713548950415459	2.74702059385811	4.42066716541983	2.32231529987066	3.9320190032383	0.472379742565514
7.17108512046678	1.63998420220522	2.24031135568935	3.31119279483774	1.29169859342203	6.55509232660907	3.73157604406685	-0.264152624581325	4.09852486340862	1.80380482980115	4.26493956485279	-1.20222718253835	4.05350031839741	3.89544774332071	2.82709714319062	0.728107770738034	1.54542793860301	3.80065934254954	3.94141037683675	3.13204500818033
6.37867569385733	5.57009800519008	2.2413423136309	4.78633224497506	1.29923690504911	5.26195282349439	1.31142200092838	-0.243827627642855	5.0951120793254	-0.157524213998685	2.89907613263895	-1.17239922603465	3.9932320741977	3.31081392620223	3.68165331377268	2.86767127890361	1.30735306545576	2.05376246931903	1.86713483368908	2.5675324452327
3.4814322067431	4.72069117807962	2.24519496533411	6.63217420869996	2.29004601345645	4.1163262882925	2.57143712641011	-0.154893328440734	2.27760644598624	6.37825294976572	2.7903038175219	2.39788095630024	2.12599320015374	2.80921828422672	1.7879958678646	3.20262447471335	2.01033234281791	2.75530404292323	2.0601731968879	1.64394655414167
4.52797625452569	7.52554761917497	2.25305940381699	4.04139329073103	2.70680060633267	3.56587331507477	2.70718642168548	0.148701053942332	1.98652317421937	5.60295497580208	1.51340085959268	6.29769282802991	2.77593348525227	3.03898167441823	2.5667690600899	0.911165874247245	0.247281965467749	0.69663181620764	3.04409446330019	2.90630302657701
