"feature","Sample.type","visit","mean","sd","median","incidence"
"Parabacteroides","patient",1,0.0373501366214496,0.105187325609934,0.00265051117001136,0.739130434782609
"Parabacteroides","patient",2,0.056157659377052,0.171318248586721,0.000829531314807134,0.823529411764706
"Parabacteroides","patient",3,0.0333735101932729,0.0584943052793092,0.00436956230888833,0.642857142857143
"Parabacteroides","patient",4,0.0347425547414899,0.0922398298730808,0.00022306491188936,0.692307692307692
"Alistipes","control",1,0.0435909864278632,0.0743642369080663,0.0174829708177759,0.777777777777778
"Alistipes","control",2,0.0630481358481772,0.0836085164425398,0.0630481358481772,1
"Alistipes","patient",1,0.0324936688587846,0.0560977043704088,0.00978439691748203,0.695652173913043
"Alistipes","patient",2,0.0211079785869153,0.0418863400807389,0,0.470588235294118
"Alistipes","patient",3,0.00640838378803103,0.0158919298257261,0,0.428571428571429
"Alistipes","patient",4,0.00707254886594201,0.0117753595689336,0.000831946755407654,0.538461538461538
"Blautia","control",1,0.0265669384533948,0.0444929989155573,0.0164415905379761,1
"Blautia","control",2,0.04532624643139,0.0618126209745862,0.04532624643139,1
"Blautia","patient",1,0.0123539822982469,0.0164026976362364,0.00406726157955442,0.956521739130435
"Blautia","patient",2,0.0186763403760877,0.0333636817806495,0.00386100386100386,0.823529411764706
"Blautia","patient",3,0.023647894698282,0.0274097025747591,0.0154518450684432,1
"Blautia","patient",4,0.014640509160508,0.0193523799189899,0.00633430210895,1
"Ruminococcus","control",1,0.0557600992036274,0.087219724943553,0.0242776220635055,0.944444444444444
"Ruminococcus","control",2,0.114039732731635,0.142397472132239,0.114039732731635,1
"Ruminococcus","patient",1,0.00517534552985899,0.0091511417776745,0.00189322226429383,0.91304347826087
"Ruminococcus","patient",2,0.00500676186841398,0.00859751387788418,0.00151035673187572,0.764705882352941
"Ruminococcus","patient",3,0.0110670555842761,0.0216317013397335,0.00278726114846516,0.857142857142857
"Ruminococcus","patient",4,0.00683410529072146,0.0137693367192019,0.00198764601553422,0.769230769230769
"Unclassified_Clostridiales","control",1,0.0182484480071711,0.0216929203437824,0.0127925654500123,0.944444444444444
"Unclassified_Clostridiales","control",2,0.0399112945513483,0.0204012435490116,0.0399112945513483,1
"Unclassified_Clostridiales","patient",1,0.0111868055479478,0.0142830051666354,0.007085346215781,1
"Unclassified_Clostridiales","patient",2,0.00974364378866526,0.0119547474983881,0.00636476287033908,0.882352941176471
"Unclassified_Clostridiales","patient",3,0.0304710188585155,0.0653627541618554,0.0114027865051678,1
"Unclassified_Clostridiales","patient",4,0.0131797038479675,0.0159710668396529,0.00647488668948293,1
"Lactobacillus","control",1,0.0152191918596227,0.0641402935431083,0,0.277777777777778
"Lactobacillus","control",2,0,0,0,0
"Lactobacillus","patient",1,0.000349299377660053,0.00115890841598349,0,0.173913043478261
"Lactobacillus","patient",2,0.0587831659511454,0.241804012657029,0,0.294117647058824
"Lactobacillus","patient",3,0.000380634286673879,0.00126641342632193,0,0.214285714285714
"Lactobacillus","patient",4,0.000501396102420244,0.00152805616249067,0,0.230769230769231
"Unclassified_Ruminococcaceae","control",1,0.0322428988364844,0.0335650855840082,0.0194012500331022,0.944444444444444
"Unclassified_Ruminococcaceae","control",2,0.0571006732027182,0.0451078838443671,0.0571006732027182,1
"Unclassified_Ruminococcaceae","patient",1,0.0123983892952202,0.0253700832502483,0.00669772859638905,1
"Unclassified_Ruminococcaceae","patient",2,0.00601645337715417,0.00858111963282842,0.0028162667567872,0.882352941176471
"Unclassified_Ruminococcaceae","patient",3,0.00589826250331566,0.00763531644268196,0.00329370148564137,1
"Unclassified_Ruminococcaceae","patient",4,0.00867718120184072,0.0119061732631064,0.00253826628720868,1
"Roseburia","control",1,0.00905383119011644,0.00699425254629175,0.00630225795819172,1
"Roseburia","control",2,0.0106876890237766,0.00710537465732371,0.0106876890237766,1
"Roseburia","patient",1,0.00526844974636737,0.00622769962206174,0.00296625880608083,0.869565217391304
"Roseburia","patient",2,0.0165617828850879,0.0256221232304886,0.0042433831990794,0.941176470588235
"Roseburia","patient",3,0.0147631480843784,0.0161404544069999,0.0111454077274586,1
"Roseburia","patient",4,0.0363057561036192,0.0373736489842797,0.0228780087935018,1
"Clostridium_XI","control",1,0.00925876346710867,0.0108629993203195,0.00642463653861764,0.944444444444444
"Clostridium_XI","control",2,0.0138652747101415,0.00816660224035756,0.0138652747101415,1
"Clostridium_XI","patient",1,0.0174075689652165,0.0457102955618039,0.00242277407631738,0.826086956521739
"Clostridium_XI","patient",2,0.011776623888373,0.0350549881912836,0.00143843498273878,0.764705882352941
"Clostridium_XI","patient",3,0.00677283896345287,0.00917781334213063,0.00237853356360474,0.928571428571429
"Clostridium_XI","patient",4,0.0237138804434534,0.0353583099057867,0.00715771951727008,1
"Enterococcus","control",1,0.00313314145004672,0.0131692710678801,0,0.166666666666667
"Enterococcus","control",2,0.00343698854337152,0.00486063581175696,0.00343698854337152,0.5
"Enterococcus","patient",1,0.00339123125625714,0.0149271695681609,0,0.347826086956522
"Enterococcus","patient",2,0.0422185749113271,0.172212906471224,0,0.411764705882353
"Enterococcus","patient",3,0.000281539218253282,0.000584866809980744,0,0.285714285714286
"Enterococcus","patient",4,0.000303477540731372,0.000692362685406287,0,0.230769230769231
"Erysipelotrichaceae_incertae_sedis","control",1,0.00117680724151026,0.00160406402312326,0.000614880230463628,0.777777777777778
"Erysipelotrichaceae_incertae_sedis","control",2,0.000895529107675358,0.000122283679499048,0.000895529107675358,1
"Erysipelotrichaceae_incertae_sedis","patient",1,0.0200728667250093,0.0799902398909383,0.00121222616676769,0.739130434782609
"Erysipelotrichaceae_incertae_sedis","patient",2,0.00173806346228896,0.0028559951833545,0.000412541254125413,0.823529411764706
"Erysipelotrichaceae_incertae_sedis","patient",3,0.00951537658317972,0.0139049795053971,0.00285421973016179,1
"Erysipelotrichaceae_incertae_sedis","patient",4,0.0152235515356982,0.050079153863502,0.000932545850170967,0.846153846153846
"Megamonas","control",1,0.0185602118451258,0.0528680871615293,0,0.166666666666667
"Megamonas","control",2,0,0,0,0
"Megamonas","patient",1,0.00217447717563567,0.0104047019032033,0,0.0869565217391304
"Megamonas","patient",2,0.0196147783029083,0.0573115809520539,0,0.117647058823529
"Megamonas","patient",3,0.00278223649010166,0.0104101757149409,0,0.0714285714285714
"Megamonas","patient",4,0.00228782504894206,0.00782712550404723,0,0.153846153846154
"Sutterella","control",1,0.0100471542717523,0.0274570593398818,0.00135053320481442,0.611111111111111
"Sutterella","control",2,0,0,0,0
"Sutterella","patient",1,0.00654653941980221,0.0148652418890112,4.42634560906516e-05,0.521739130434783
"Sutterella","patient",2,0.00715095140647579,0.0134896600258253,0,0.294117647058824
"Sutterella","patient",3,0.00504645638828499,0.0127502579032197,0,0.214285714285714
"Sutterella","patient",4,0.0101804823774865,0.0244892335361131,0,0.307692307692308
"Escherichia_Shigella","control",1,0.010139326899242,0.0395132063606553,0.000321938542152493,0.555555555555556
"Escherichia_Shigella","control",2,0.00040453074433657,0.00057209286503766,0.00040453074433657,0.5
"Escherichia_Shigella","patient",1,0.0141029146079234,0.0440606495568124,0,0.391304347826087
"Escherichia_Shigella","patient",2,0.00035761700177246,0.00129751902241266,0,0.294117647058824
"Escherichia_Shigella","patient",3,0.00235577631782716,0.00515514004489611,0.000323381768635338,0.642857142857143
"Escherichia_Shigella","patient",4,0.00754300912212973,0.0172862949688853,8.32292967124428e-05,0.538461538461538
"Unclassified_Bacteria","control",1,0.0136356737529298,0.0114078992134674,0.0105403856118059,1
"Unclassified_Bacteria","control",2,0.0261680411442857,0.0324304557666848,0.0261680411442857,1
"Unclassified_Bacteria","patient",1,0.00858634024282161,0.0185046670800913,0.00365755377843903,0.956521739130435
"Unclassified_Bacteria","patient",2,0.00216183301417297,0.00191684430656149,0.00195822454308094,0.882352941176471
"Unclassified_Bacteria","patient",3,0.00339075434607866,0.00312201459871869,0.00241694735380794,1
"Unclassified_Bacteria","patient",4,0.00470901633631929,0.00654895711192745,0.00141489804411153,1
"Clostridium_IV","control",1,0.0125785907586635,0.0141984575712968,0.00580301648502141,0.944444444444444
"Clostridium_IV","control",2,0.081996329429711,0.0659652099376664,0.081996329429711,1
"Clostridium_IV","patient",1,0.00515723650112188,0.00872924041084084,0.0014606940509915,0.826086956521739
"Clostridium_IV","patient",2,0.00186173682553599,0.00357887328150168,0.000256910903298736,0.588235294117647
"Clostridium_IV","patient",3,0.00183402881551622,0.00367167976045832,0.000327323173131402,0.642857142857143
"Clostridium_IV","patient",4,0.00415396511943879,0.0104237546046185,0.000321853878339234,0.692307692307692
"Clostridium_XlVa","control",1,0.00873573369285419,0.012442623743073,0.00449108850217342,0.944444444444444
"Clostridium_XlVa","control",2,0.00468918002743659,0.00262685193594624,0.00468918002743659,1
"Clostridium_XlVa","patient",1,0.00618320764596325,0.00722688369430505,0.00482017055988135,0.956521739130435
"Clostridium_XlVa","patient",2,0.00245671397587739,0.00267154822325497,0.00146799765120376,0.941176470588235
"Clostridium_XlVa","patient",3,0.0100483333073454,0.0164354787726443,0.00288715270705619,1
