"feature","Sample.type","age.quant","mean","sd","median","incidence"
"Lachnospiraceae.Otu2222","patient","[3.18,6.27]",0.0016110986718592,0.00209165053820472,0.00102560206639824,0.5
"Lachnospiraceae.Otu2222","patient","(6.27,8.71]",0.000981824626317879,0.00234051841371317,0,0.333333333333333
"Lachnospiraceae.Otu2222","patient","(8.71,15.3]",0.00141991669822037,0.00283983339644074,0,0.25
"Lachnospiraceae.Otu2222","patient","(15.3,26.4]",0.0013145049647937,0.00268374306503509,6.19924369226954e-05,0.555555555555556
"Bacteroides.Otu2765","control","[3.18,6.27]",0.00492333419041682,0.00957232444259653,0.000207253886010363,0.5
"Bacteroides.Otu2765","control","(6.27,8.71]",0,0,0,0
"Bacteroides.Otu2765","control","(8.71,15.3]",0.00672701833574482,0.00800859621493923,0.00409183905433053,1
"Bacteroides.Otu2765","control","(15.3,26.4]",0.00377050060134512,0.00700798152957804,0.00102188537852338,0.8
"Bacteroides.Otu2765","patient","[3.18,6.27]",0.00974877709803404,0.00836405387255054,0.00941384034523095,0.75
"Bacteroides.Otu2765","patient","(6.27,8.71]",0.0138093575925511,0.0205643493165029,0.00471183650309765,0.833333333333333
"Bacteroides.Otu2765","patient","(8.71,15.3]",0.0232193158329642,0.0231369669441771,0.0219937551103282,1
"Bacteroides.Otu2765","patient","(15.3,26.4]",0.00854326480895961,0.0156783506595658,0.00235571260306243,1
"Erysipelotrichaceae_incertae_sedis.Otu0818","control","[3.18,6.27]",0.000648866211626298,0.000516104876995047,0.000667896180675665,0.75
"Erysipelotrichaceae_incertae_sedis.Otu0818","control","(6.27,8.71]",0.0012831825765228,0.000675118407092398,0.0012831825765228,1
"Erysipelotrichaceae_incertae_sedis.Otu0818","control","(8.71,15.3]",0.00091628446422538,0.00206456493224055,0,0.428571428571429
"Erysipelotrichaceae_incertae_sedis.Otu0818","control","(15.3,26.4]",2.83065600452905e-05,6.32953924704491e-05,0,0.2
"Erysipelotrichaceae_incertae_sedis.Otu0818","patient","[3.18,6.27]",0.0014749600839777,0.00172358993088359,0.000990318117910174,0.75
"Erysipelotrichaceae_incertae_sedis.Otu0818","patient","(6.27,8.71]",0.00282403497721189,0.00381196427096435,0.00155693215895716,0.833333333333333
"Erysipelotrichaceae_incertae_sedis.Otu0818","patient","(8.71,15.3]",0.0978948039127813,0.19173186666591,0.00305958132045089,0.5
