"Prevotella.Otu1987"	"Bacteroides.Otu2654"	"Bacteroides.Otu2625"	"Enterococcus.Otu1019"	"Lachnospiracea_incertae_sedis.Otu0778"	"Prevotella.Otu1633"	"Alistipes.Otu1466"	"Roseburia.Otu1051"	"Lachnospiraceae.Otu2222"	"Haemophilus.Otu1497"	"Lachnospiracea_incertae_sedis.Otu0113"	"Roseburia.Otu2084"	"Prevotella.Otu2602"	"Akkermansia.Otu1935"	"Clostridiaceae_1.Otu1955"	"Prevotella.Otu1319"	"Prevotella.Otu2501"	"Lachnospiraceae.Otu0033"	"Lachnospiraceae.Otu2076"	"Prevotella.Otu0634"
0.282074908181443	4.57873284393293	3.34101992169358	-0.689503906754676	6.01802894274653	6.87584596293498	4.74869257030792	3.860745942476	2.12494784872681	1.61653490719305	2.57977169782904	4.37701340518033	-0.500559309004708	-0.9790548716137	0.319334107036432	-0.704702226619003	-0.45456006955421	3.37150421547707	3.05560790546517	-1.29897063295559
0.209824079971731	3.33633570236771	1.55176205969419	-0.833051471819297	6.18284916830406	6.87574081677024	2.86639563281755	5.15199858749663	5.75233284104131	2.64490795998768	4.00065766619706	4.57233444634512	-0.605582663425685	-1.06291163858642	0.740506071625162	-0.741484683119196	-0.537878845815176	2.40421075812047	3.52644135409896	-1.44880571601804
0.582069534569686	3.38730329887215	1.5547114398681	-0.81787487322837	5.56748268483021	6.87575069044988	3.85833347362227	5.06620702315332	5.10685321092191	1.94733967747135	4.14748094350647	4.12803116262472	-0.594659843252264	-1.05402788838323	-0.271153071543935	-0.737775117068882	-0.529385516170648	1.62973428009959	4.0178614120533	-1.43445726145733
0.496417407690321	5.97208695256516	7.64835550739224	-0.848025099593791	2.18669562134002	6.87573133202332	5.3384933894104	3.22891654037784	2.11200601836577	2.18051952189011	1.93047800008105	2.68621759269699	-0.616321442886433	2.38387120696483	0.741866784178611	-0.745103903918041	-0.546184957595967	-0.606421058146263	1.20937787363593	-0.877967393986103
0.225959970185672	7.0271160921507	9.18892333381388	-0.799983408264796	2.32923480742601	6.87576267859943	5.29199193503466	3.29750423884818	2.39457308288216	0.562422954453291	2.90689698152241	4.41414690904523	-0.581731653004167	-0.106600103655632	-0.266683164547919	-0.733348232439758	-0.519276488392308	-0.122802355118217	1.21168417293265	-1.41783358447793
0.719325877083014	3.3491828359665	1.74086424317892	0.33759149339817	2.33313532365155	6.89169938467525	5.28968907641395	3.1188481121465	2.19537074056247	0.891400162953007	1.96324440270022	2.69467300293923	0.405882287273238	11.8561183642579	2.10393659593902	-0.169000980789376	0.370165085326324	0.0181278223968041	1.26484617515833	4.76128657479341
2.62124393757551	3.32666465314563	1.66968595515284	1.88813194972295	5.38458050979129	7.24879167852802	1.49678313095958	5.482691785382	4.41409348167105	2.42552756539273	3.06183177385362	3.82625472379229	0.0917804217476912	-0.486215789155534	-0.047644957740144	-0.448148441981032	2.0074409091477	1.5282202812015	1.75077013133151	-0.706780261482328
0.28944929156509	3.30361223017868	1.58534902409949	-0.675473865976771	5.04252002408227	6.87585780178559	1.41635930207898	5.12371947894326	6.82183528426055	0.599948948432285	3.2957027627376	4.14508984412911	-0.490074306694949	-0.970422975173149	-0.23354400003918	-0.700900766440442	-0.446062145953857	-0.528327900483748	3.94358802855803	-1.27622662830731
0.756325167799244	5.97519767296222	4.23968075676677	0.373737648636438	5.27810683449032	6.89257492971974	1.57237271803811	4.23194402288696	2.19967841074269	0.925267086470281	1.9695579587432	2.69756710517374	0.438587964381759	-0.145632198921896	0.261481883224149	-0.139934911041197	0.400503122329493	0.0508177397716325	1.26780848412217	-0.339669644432287
1.62482143487637	4.52910710150229	1.68451854629822	3.92544360459132	4.23734495142347	6.87626775150202	4.82807520535818	3.5632781965042	2.16879114782497	3.68126487538167	4.19612151297392	4.76083996963719	0.166520563015929	-0.412816965547573	0.0189746537827116	-0.381725656973914	0.148131313526911	0.84126351015794	1.2467613079244	0.524268649010472
