"feature","Sample.type.Drug.Before","visit","mean","sd","median","incidence"
"2161","1",1,198.447734005997,53.5103266158721,198.666122545991,1
"2161","1",2,215.442020120433,44.2394050226013,215.442020120433,1
"2161","patient FALSE .",1,154.256391242431,48.1605712801048,154.685191150682,1
"2161","patient FALSE .",2,123.277065174369,66.3676868425354,120.73431400628,1
"2161","patient FALSE .",3,122.483795547282,50.9389736033016,120.682178554986,1
"2161","patient FALSE .",4,145.140202263848,25.4324889161425,142.987375278443,1
"2161","patient TRUE .",1,132.482819361229,48.3218889375119,135.523719427894,1
"2161","patient TRUE .",2,125.268729829926,52.5925967053356,131.72902848173,1
"2161","patient TRUE .",3,144.907276387028,43.7274765999607,142.82825072981,1
"2161","patient TRUE .",4,133.929642760824,33.1581571097443,124.975446164231,1
"1128.62068965517","1",1,149.204801166733,40.5742798076903,147.49575701296,1
"1128.62068965517","1",2,163.281938491646,33.1868200447663,163.281938491646,1
"1128.62068965517","patient FALSE .",1,116.166545030595,34.3551423476885,117.651571610349,1
"1128.62068965517","patient FALSE .",2,94.0363314327437,50.7315058639365,89.7623481180639,1
"1128.62068965517","patient FALSE .",3,94.6633959295124,38.0191744752919,92.1823736407479,1
"1128.62068965517","patient FALSE .",4,109.89736607376,18.5763938214295,109.893751015013,1
"1128.62068965517","patient TRUE .",1,101.52331800443,36.5976667083802,102.509882844746,1
"1128.62068965517","patient TRUE .",2,96.0014770819294,39.5227629075727,101.444612436185,1
"1128.62068965517","patient TRUE .",3,110.680372552203,33.1888503394379,109.115159911515,1
"1128.62068965517","patient TRUE .",4,102.198617544786,25.0369539498842,97.8990545595219,1
"1","1",1,0.99999999999998,1.29965373640593e-13,0.99999999999997,1
"1","1",2,0.999999999999956,1.88411095042053e-14,0.999999999999956,1
"1","patient FALSE .",1,0.999999999999984,1.29874789136655e-13,0.999999999999996,1
"1","patient FALSE .",2,0.999999999999992,1.27662034806476e-13,0.999999999999968,1
"1","patient FALSE .",3,1.00000000000005,1.13578452575194e-13,1.00000000000006,1
"1","patient FALSE .",4,1.00000000000009,1.56242589941135e-13,1.00000000000006,1
"1","patient TRUE .",1,1.00000000000001,8.99012991539208e-14,1.00000000000002,1
"1","patient TRUE .",2,1.00000000000002,1.413173490248e-13,1.00000000000001,1
"1","patient TRUE .",3,0.999999999999981,6.44379165646353e-14,0.999999999999991,1
"1","patient TRUE .",4,0.999999999999915,7.84115266718845e-14,0.999999999999882,1
"2220","1",1,200.701014954021,54.1115862916017,201.009453472298,1
"2220","1",2,217.802812815154,44.8147384218826,217.802812815154,1
"2220","patient FALSE .",1,156.014125951657,48.8277812750918,156.31565359168,1
"2220","patient FALSE .",2,117.285526168943,70.3586806555034,118.732727772719,1
"2220","patient FALSE .",3,123.773716299641,51.5349685584005,122.005055426105,1
"2220","patient FALSE .",4,146.782147733307,25.7339909493187,144.50479876703,1
"2220","patient TRUE .",1,133.903452245292,48.87087678606,137.058870231054,1
"2220","patient TRUE .",2,126.622571313549,53.1990962317842,133.226485946319,1
"2220","patient TRUE .",3,146.483939580062,44.195630958252,144.391880115993,1
"2220","patient TRUE .",4,135.394809573902,33.5266436572695,126.227147659075,1
"2240","1",1,198.479887157035,54.4516985027846,201.132824820144,1
"2240","1",2,218.592324914193,45.0084745042215,218.592324914193,1
"2240","patient FALSE .",1,156.602638854818,49.0516755060889,156.861185172988,1
"2240","patient FALSE .",2,117.719349887766,70.6241425750082,119.156215132971,1
"2240","patient FALSE .",3,124.205917749994,51.734585260942,122.448266539369,1
"2240","patient FALSE .",4,147.332217870407,25.8347063639564,145.012577466828,1
"2240","patient TRUE .",1,134.378938199136,49.0548443518422,137.573203898652,1
"2240","patient TRUE .",2,127.076025028804,53.4022558832833,133.72819134156,1
"2240","patient TRUE .",3,147.011821397521,44.3519911832385,144.915567638727,1
"2240","patient TRUE .",4,135.885386762151,33.649932782784,126.646397820161,1
"2256.24137931034","1",1,199.066546975079,54.6079204494003,201.720757047687,1
"2256.24137931034","1",2,219.220105333862,45.1629939264662,219.220105333862,1
"2256.24137931034","patient FALSE .",1,157.920082625015,52.1385240755435,165.162498260798,1
"2256.24137931034","patient FALSE .",2,118.064498087633,70.835456613265,119.492938872405,1
"2256.24137931034","patient FALSE .",3,124.549880544638,51.893419351566,122.800979412893,1
"2256.24137931034","patient FALSE .",4,147.769949859243,25.9147522542678,145.41644765342,1
"2256.24137931034","patient TRUE .",1,134.757159624948,49.2012589043155,137.982517530914,1
"2256.24137931034","patient TRUE .",2,127.436839178361,53.5639172415943,134.127454536518,1
"2256.24137931034","patient TRUE .",3,147.431783680349,44.4762473448143,145.332252854999,1
"2256.24137931034","patient TRUE .",4,136.275679699799,33.7479879495131,126.979998707469,1
"2272","1",1,199.65017894943,54.7633844473003,202.305455483298,1
"2272","1",2,219.84452537021,45.3170968637704,219.84452537021,1
"2272","patient FALSE .",1,158.390433274032,52.3263468790594,165.599895505477,1
"2272","patient FALSE .",2,118.407969639353,71.0458447599837,119.82784860432,1
"2272","patient FALSE .",3,124.892266504752,52.0514996317262,123.152064892052,1
"2272","patient FALSE .",4,148.205641052741,25.9943378934024,145.818251991868,1
"2272","patient TRUE .",1,135.133478450405,49.347006328062,138.389943017139,1
"2272","patient TRUE .",2,127.795943302974,53.7248182588198,134.5248747228,1
"2272","patient TRUE .",3,147.849689365601,44.5997731754307,145.746949607903,1
"2272","patient TRUE .",4,136.664068915125,33.8455380758665,127.312020817778,1
"2394","1",1,204.252025224217,57.7492233776926,207.662994556955,1
"2394","1",2,224.499254728388,46.4785149191114,224.499254728388,1
"2394","patient FALSE .",1,161.902054883524,53.7345962832818,168.848624262848,1
"2394","patient FALSE .",2,120.973829853406,72.6207446390875,122.323988948994,1
"2394","patient FALSE .",3,127.453112483619,53.2329919999026,125.777651223267,1
"2394","patient FALSE .",4,151.46299921758,26.5867626440382,148.81644801886,1
"2394","patient TRUE .",1,137.94256231269,50.4371287832941,141.436904743442,1
"2394","patient TRUE .",2,130.479940313814,54.92758868134,137.496880251781,1
"2394","patient TRUE .",3,150.971021649617,45.5184967471236,148.845914330164,1
"2394","patient TRUE .",4,139.565173735006,34.5734072821268,129.793671746448,1
"2411","1",1,204.848551019952,57.9128132498409,208.29366297449,1
"2411","1",2,225.133463035874,46.6384518344492,225.133463035874,1
"2411","patient FALSE .",1,162.381238682844,53.9275771547863,169.289644108841,1
"2411","patient FALSE .",2,121.324185788686,72.8362362294171,122.664019585838,1
"2411","patient FALSE .",3,127.803224031823,53.3943983463236,126.136570352824,1
"2411","patient FALSE .",4,151.908111819391,26.6673877580969,149.225347092332,1
"2411","patient TRUE .",1,138.325820142467,50.5861537189199,141.853439729383,1
"2411","patient TRUE .",2,130.846613157419,55.0919264991337,137.903132479807,1
"2411","patient TRUE .",3,160.270519868642,41.1783907342335,159.952198406805,1
"2411","patient TRUE .",4,139.961255284744,34.672681443495,130.132709787891,1
"2417","1",1,205.058359387675,57.9703604656398,208.515465822998,1
"2417","1",2,225.356488574232,46.6947898085971,225.356488574232,1
"2417","patient FALSE .",1,162.54978893677,53.9955036844694,169.444640719677,1
"2417","patient FALSE .",2,121.447435615769,72.912068618884,122.783590273241,1
"2417","patient FALSE .",3,127.926413883348,53.451183114948,126.262856848268,1
"2417","patient FALSE .",4,152.06471377354,26.6957363313501,149.369162402918,1
"2417","patient TRUE .",1,138.460625928308,50.6385878181683,142,1
