"Bacteroidales"	"Clostridiales"	"Erysipelotrichales"	"Lactobacillales"	"Selenomonadales"	"Enterobacteriales"	"Burkholderiales"	"Unclassified_Bacteria"	"Bifidobacteriales"	"Verrucomicrobiales"	"Unclassified_Firmicutes"	"Rhizobiales"	"other"
0.684701068424642	0.166401454876108	0.000909297567629007	0.000227324391907252	0	0.000454648783814503	0.116390088656513	0.0136394635144351	0.000681973175721755	0	0.0102295976358263	0.00113662195953626	0.00522846101386679
0.563654943370519	0.302478072042919	0.0579068381163246	0.00170314229753896	0.00366175593970876	8.5157114876948e-05	0.0337222174912714	0.00919696840671038	0.00127735672315422	0	0.00281018479093928	0.0149024951034659	0.00860086860257175
0.754910714285714	0.166964285714286	0.0133928571428571	0	0.0142857142857143	0.000892857142857143	0.00401785714285714	0.00803571428571428	0	0.0303571428571429	0.00580357142857143	0	0.00133928571428571
0	0.329192546583851	0	0.0683229813664596	0.0226843100189036	0.30812854442344	0	0.0305157980016203	0.190116122063192	0	0.0450985687280583	0.000270051309748852	0.0056710775047259
0.21919014084507	0.626760563380282	0.0506161971830986	0.000880281690140845	0.000880281690140845	0.000440140845070423	0	0.0118838028169014	0.00704225352112676	0.00880281690140845	0.00792253521126761	0	0.065580985915493
0.786616812790098	0.187725631768953	0.00206291903042806	0	0.00309437854564208	0	0.00219185146982981	0.00283651366683858	0.00219185146982981	0.00038679731820526	0.0036101083032491	0.00876740587931924	0.000515729757607014
0.533783783783784	0.21311362382791	0.000896304467733039	0.0761169332597904	0.145890788747932	0.000413678985107557	0.00330943188086045	0.0168918918918919	0.0015857694429123	0	0.00151682294539437	6.89464975179261e-05	0.00641202426916713
0.886987787489926	0.0282065587998264	0.00154981092306739	0.0727791209472444	6.19924369226954e-05	0	0.000867894116917736	0.00365755377843903	0	0	0.000867894116917736	0.00427747814766598	0.000743909243072345
0.231812577065351	0.325171745640303	0.00017614937466972	0.186189889025894	0.183899947155188	0.0017614937466972	0.0017614937466972	0.0155011449709354	0.0343491280605954	0	0.00405143561740356	0.00422758499207328	0.0110974106041924
0.170595645132266	0.732049667086557	0.0048587367284506	0.00431887709195609	0.000899766060824186	0.00305920460680223	0.00233939175814288	0.0421090516465719	0.00791794133525283	0.00539859636494511	0.0122368184272089	0.00647831563793414	0.007737988123088
0.610748560460653	0.289059500959693	0.00844529750479846	0.00307101727447217	0.0598848368522073	0.000383877159309021	0.0103646833013436	0.00690978886756238	0.00115163147792706	0	0.000383877159309021	0	0.00959692898272553
0.718588640275387	0.225186460126219	0.00129087779690189	0.000860585197934596	0.00057372346528973	0.000286861732644865	0.00129087779690189	0.0174985656913368	0.00372920252438325	0.00731497418244406	0.00272518646012622	0.0107573149741824	0.00989672977624785
0.615089514066496	0.298806479113384	0.00767263427109974	0.00213128729752771	0.0245098039215686	0.00532821824381927	0.000852514919011083	0.00490196078431373	0.000213128729752771	0.0223785166240409	0.00916453537936914	0.00404944586530264	0.00490196078431373
0.504969110932044	0.455009401020682	0.0088638195004029	0.0029546065001343	0.0005372011818426	0	0.0016116035455278	0.0163846360461993	0.005372011818426	0.0002686005909213	0.0024174053182917	0	0.0016116035455278
0.904607631389489	0.0881929445644348	0.00143988480921526	0	0.000719942404607631	0	0	0.00251979841612671	0.00143988480921526	0	0.000719942404607631	0	0.000359971202303816
0.41119170984456	0.501139896373057	0.00207253886010363	0.000207253886010363	0.00103626943005181	0.000414507772020725	0.00518134715025907	0.0397927461139896	0.00953367875647668	0	0.0105699481865285	0.00932642487046632	0.00953367875647668
0.646153846153846	0.315164835164835	0.0137728937728938	0.000366300366300366	0.00153846153846154	0.000659340659340659	0.00608058608058608	0.00373626373626374	0.00593406593406593	0	0.00205128205128205	0.00146520146520147	0.00307692307692308
0.411209165505496	0.499612943180059	0.0100634773184704	0.0013934045517882	0.00170305000774114	0	0.0257005728440935	0.00696702275894101	0	0	0.0250812819321876	0.00882489549465862	0.00944418640656448
0.822384288503503	0.150223957735156	0.00235442747214885	0.000287125301481567	0.0113127368783737	0	0.00178017686918571	0.00212472723096359	0.000803950844148386	0	0.00149305156770415	0.00568508096933502	0.00155047662800046
0.783704216815309	0.170923889514244	0.0123820244176985	0.000432937916702745	0.00242445233353537	8.6587583340549e-05	0.0138540133344878	0.00086587583340549	0.000606113083383843	0	0.00614771841717898	0.00744653216728721	0.00112563858342714
0.971497390606182	0.0252910477719791	0	0.00160578081091931	0	0	0	0	0	0.000802890405459655	0	0	0.000802890405459655
0.866818873668189	0.0703957382039574	0	0.000380517503805175	0.000380517503805175	0	0.0578386605783866	0.0015220700152207	0	0	0	0.00190258751902588	0.00076103500761035
0.934195349966612	0.043343653250774	0.00145692952103442	0.000182116190129302	0.000303526983548838	0	0.0133551872761488	0.00418867237297396	6.07053967097675e-05	0	0.000303526983548838	0.000789170157226977	0.00182116190129302
0.555877616747182	0.172302737520129	0.0241545893719807	0.00483091787439614	0.0177133655394525	0	0.00515297906602254	0.00611916264090177	0.0209339774557166	0.175201288244766	0.00289855072463768	0.0119162640901771	0.00289855072463768
0.932167621344589	0.0521555622550497	0.00602954476936991	0.00331624962315345	0.000301477238468496	0	0.00180886343081097	0.00180886343081097	0.000301477238468496	0	0.000602954476936991	0.000301477238468496	0.00120590895387398
