"Bacteroides"	"Unclassified_Lachnospiraceae"	"Ruminococcus"	"Parabacteroides"	"Unclassified_Ruminococcaceae"	"Lachnospiracea_incertae_sedis"	"Blautia"	"Erysipelotrichaceae_incertae_sedis"	"Clostridium_IV"	"Megamonas"	"Bifidobacterium"	"Clostridium_XlVa"	"Unclassified_Firmicutes"	"Lactobacillus"	"Unclassified_Bacteroidales"	"Clostridium_XVIII"	"Streptococcus"	"Enterococcus"	"Clostridium_sensu_stricto"	"Unclassified_Enterobacteriaceae"
11.6331256645188	7.28152219065386	5.79101302024888	3.58688215641001	5.59416563166623	6.2349224502712	5.467384623475	0.934374079873653	5.97931434588737	-1.28199474480969	2.28006278429934	6.14247414244999	5.2375889845969	-1.51929524023107	2.99800511538516	2.71388597114153	-0.188904289961794	0.316633038329382	0.998075078218658	-1.3234400592635
8.53209839732402	7.59315692811683	3.51246233318227	5.05236709497017	5.89944209019247	6.29436333751462	6.0876801191438	3.26957168858497	3.61967656067618	-2.06176225087409	2.18571094453672	4.6906308054745	3.23622502021436	1.03203193523688	3.3951138603178	1.36121707147711	0.407152068482211	-1.7298723403317	1.04561262724296	-1.29952303853136
11.0512263751754	6.21843170209992	5.28482056415516	6.7435621073975	5.6668690765808	4.88681485298913	4.23331360234405	1.06141672325999	4.89143779898177	-0.91541839641569	1.30175495712362	3.6539209126706	4.49156383813684	-1.1112635699512	2.49645791200364	3.20020700351134	0.101846466270645	-0.529881002584171	4.09359768354208	-0.982040620407161
6.6422508807987	5.40897657220189	-0.258868135736458	-0.112079700696337	0.298908681333358	0.607744889453751	5.69746535357544	0.663168458021211	2.14495928702237	-2.26603709715292	4.46632021276727	3.05915901787223	3.62072239453149	-3.16487098361743	1.48972022607195	0.398673566701769	1.68501122778557	2.68435963524468	2.33126943594739	2.07350011948502
9.57600121671369	8.52325412929618	5.43431266139699	4.03043206968955	5.60982407931221	7.58992593428428	6.07630778650459	2.35965833992322	5.596603145053	-1.41549339739199	3.42657369878435	6.15661002255554	4.10583115015121	-1.66789096505597	1.66277752907493	5.88692452590417	0.804261769408553	-1.02534436298688	1.36108204240699	-1.44776986198904
9.63682953576607	8.69290146937522	5.69208676906662	5.19690779750845	6.0996361837036	7.16100395215215	5.98917182604135	2.26981869509096	3.68607886497009	-1.49877801200258	3.37394386062643	4.419821872523	4.42321028057768	-1.76059405557738	3.54256357396211	3.27395352860712	-0.318361810381855	-1.1078609353895	1.32422344202858	-1.52533438795475
11.6237103866211	8.65177038305557	3.49269703920947	5.64099243844271	3.15880577758264	7.58086446534239	7.01407641988928	1.61677462067538	4.04069342502044	7.3232512982844	3.02117830149194	4.10229505738936	3.51674123011086	-2.31304584190084	2.83569004609542	2.41212000856979	9.4854661422217	-1.52172286726306	1.3081460275482	-1.83130386687405
12.0465950947897	7.51011451669972	6.19769636780593	1.47638140655725	6.0573073603796	6.20209249589503	3.73469036833958	4.03926876609598	5.74948451774597	-0.796454639052746	2.0622564282545	4.36057811987795	5.05901311403584	-0.978846460030619	4.15839866841236	3.3638334770027	2.55457285281774	-0.412014316838827	1.05520272875039	0.395272906200585
10.7435557232112	7.31918042001565	4.02579384824429	7.76717741296923	5.52846671962945	6.32809000399502	6.30091430692172	0.955410933520966	3.8072967478041	-1.21485453055907	2.34188624231041	4.68348723881893	3.49898749581469	-1.44456228519005	4.30556134910049	4.0255052201663	2.47695838905505	-0.826555767287516	3.16771098617277	-0.0918733856165014
13.6009734444237	7.82257577298805	2.53829656016963	1.99599201193763	4.85550341837418	4.391786784187	6.39290130386449	3.02783370036133	2.70902993786871	-1.23690682871583	1.24435833082278	4.65883416234374	4.11055300011222	2.46181419696484	8.76146429405183	4.25758682662984	1.00195816938465	23.2024215979512	1.00226069330032	-1.28144883609516
7.87866488590084	7.64954280355786	5.35088324110419	3.51170146409644	6.29443889181285	6.4468192760068	5.41687623158181	0.825381822921852	5.54411710248672	5.31224389138124	6.52950599170559	4.74413438843346	3.94672882524592	7.77802722845988	2.42728404921437	1.30853016191466	2.47945835228263	-1.30897190664514	1.24424461577728	-1.71437613675441
8.98751604907764	7.67669280807295	7.92503571362342	4.72168167703329	5.78848104512357	7.23943335165013	6.62393176357473	2.04321756955947	5.17726006690244	-1.95086846252558	3.33294822185732	4.37419875675787	4.31208213463577	-2.51114118330839	2.40474944744459	2.92991684838786	0.447863614431467	2.00397138861197	2.04870948402931	1.16418555001983
11.1032849662952	8.44525707709153	2.07535658209619	5.87117260875096	5.66200879939936	6.60992134963804	5.3664987967942	3.19361338966442	6.22927652585697	9.27399985840214	2.35578145928553	4.6035287762233	2.17209188465901	-1.42804693607806	2.62767986983898	3.97027253322564	2.99616784785152	-0.811855178633039	1.00584148595963	-1.24709275070026
11.6608438113956	8.29256022386651	4.31786942220748	8.01850073872665	4.08006552456323	7.34719430359904	7.00640430474027	0.837450124277638	4.18998771334087	-1.64706696411374	1.78393533953872	5.03986115298326	4.91506229421372	-1.92565268273391	3.62488606397527	5.53445050852669	0.559363360250232	-1.25478238193282	0.971064238392349	-1.66343867444552
10.8981585178958	7.69004676556472	6.96578145711374	6.59366056770927	7.9088339395092	6.54359871615457	6.47113648008806	1.38262259959481	3.0607067230138	-1.60747567276765	3.62102905462842	4.38315014299429	3.89417738579173	-0.534374544630884	5.75066838773509	2.65272429005544	1.92040716490358	-1.21555619743106	2.04550074127063	-1.62656656115078
10.7124828727604	6.58301700354635	6.15484287195853	5.96000069536124	7.23103437100763	5.09903163952943	4.3056761809965	2.07063368014412	7.06777479757913	-1.69123417008604	1.5198230979953	4.42722151676412	4.5773958970805	-1.97481466195986	3.0677993020828	3.99902463082427	2.13290569248157	-1.29854228244357	3.0605017905238	-0.0492782660428921
11.0565727461396	7.10650170089177	9.98273087770084	6.58872060597852	6.65755436610745	6.14997815421083	4.73308577392732	2.82125912275916	6.58847247392456	-1.16933555926537	3.97346409022606	4.26855771338031	3.78456361336272	-1.39389567244277	3.28822857482138	2.60795822104413	3.28807488747406	0.452274242264218	1.00892969003811	-1.21851844362913
10.6389304160409	5.71056206577852	1.69418420426191	10.8269922875446	3.05660488540362	2.11213601203075	2.09148027940613	5.11323770546858	2.44486574753065	-0.641820709468791	1.36494632111808	3.15603073993544	1.77073328380824	-0.806725315700086	5.06738147787565	3.58034198421752	1.70694407192149	1.10875025905279	1.8196399395483	4.46565609687858
13.3642227602702	6.29785940219855	8.89886109643397	6.57517211299137	7.27402077771897	5.87419154807781	4.67449988807722	1.49165969367402	6.41329607344745	-0.157151886945486	3.79343938532726	4.25126457880679	3.73989345383867	-0.267246350259	4.09309266423318	2.94844621877144	0.937514966543867	0.221392850596793	1.28062474540538	-0.275852777217535
7.69503750530917	7.00764130336083	7.00912151205917	2.02875258461544	7.0209814178255	6.07665355318061	6.44451201895768	1.58345357139705	4.60701232893146	-1.88680402968826	3.57959934928236	4.38103895485378	4.25197829094545	-2.3590496229121	1.56147342893638	1.98299422313428	0.18098851289546	-1.5410196228902	2.14331974354907	-1.84404868005473
13.5193091911237	7.49936422848789	3.34172328567501	0.960156738314179	5.08916679707286	4.07145655748629	9.22020095495859	4.73286493579127	5.7710319988029	-1.38519595431096	1.67108902770562	6.69177125460993	3.68380515956392	-1.63416725003801	3.75882415633301	6.45243599836724	1.37595771036547	-0.995326319830882	1.99375293487999	-1.41955328415481
11.2005573001807	7.84138497263519	6.77735608916822	5.23207495946693	6.78254955699698	7.02734752195431	5.88623889879792	3.78031235043382	4.08686291608145	-2.00405766648333	3.70943249004279	4.83531080486309	3.29933184223791	-0.829910133877775	3.01817678473911	3.57436353402066	0.58208420493824	-1.66852548358381	1.36677942826238	-1.92717953712905
9.86198849910994	7.72554428483461	6.01022701052922	4.70612827189482	7.23080809182345	6.91328407996729	5.60314913782298	2.27903834400519	4.57128146544969	-1.97197480782501	1.15242929629573	5.15435339265963	5.12355536558886	-2.55432590808997	3.29429847410925	3.80772977439422	1.37482315462868	-1.63401146491764	2.95609168505461	-1.90488438263184
12.6151368955237	8.50074391795394	7.24388910064377	5.51316526346314	6.32182332568186	7.02454917613587	6.42125113920069	0.799435788485497	3.65767502334584	3.73301806556478	2.81192349455399	4.64083339312108	3.88837423068128	-2.12922464539716	3.22403680945388	3.53710108017986	1.41632749282806	-1.43598519299088	1.65645989301424	-1.7775387984665
12.0476323701944	8.05308065848172	5.02599724192907	0.602646696881004	6.24926688576568	7.00649266309757	7.36904752526187	2.86902920696361	4.32959994919763	-1.80439320799247	2.29754049661065	5.16855795521386	4.86128409513453	-2.14964055572852	2.13139713584986	5.38058746987559	1.59440506410525	-1.44986491713152	3.76175711408927	-1.78375446906903
14.0400580281031	5.80655239840196	2.59858091379128	5.01711734238537	4.24903918792557	2.97524998344925	4.22790893033418	1.88921103718043	2.82839322249294	0.235846636982423	1.93832956690927	4.18908942037941	2.35846117701866	0.170195521914051	6.38905449134719	2.07796420702298	1.37062981864235	1.98798028123108	1.58050216006723	0.0901541300152037
11.6096549068595	3.39993965491956	2.5364707795223	7.67549451493347	5.35208256997643	2.84365070778906	3.67004065205628	1.09036834302279	2.38353341515656	-0.841961309045843	1.31737967391243	3.70102401950478	1.68373685305704	-1.02949938034996	7.92520385932898	1.11323828033746	0.182801873466061	-0.457101328969996	3.64982429033287	-0.913628655156376
12.4165914203177	7.57170363136569	4.89879170054086	7.7651278977307	5.38138508733243	5.78617958641265	6.06772116451107	3.52903986608604	4.9853005197881	-1.43110689003846	1.64614459002572	4.31170445433404	2.95982330704286	-1.68527015362433	5.62269775360657	3.02628184189211	0.787329231944741	0.749776781942047	1.35398893429236	-1.46231100096717
10.8353032860405	6.87331335832503	2.93773827947309	6.41364034775745	6.18275940346293	4.94073059143302	4.04084989175898	3.84478352577022	4.87210579576662	-1.39055087884698	4.94497740478812	4.82016257627374	3.49692789663394	-1.64012775134211	3.5051023660263	4.739141191745	3.39071975750097	-1.00063186179987	3.70538659843424	-1.42454042595958
