"N_0"	"N_0.25"	"N_0.5"	"N_1"	"N_2"	"N_4"	"N_8"	"N_Inf"	"NE_0.25"	"NE_0.5"	"NE_1"	"NE_2"	"NE_4"	"NE_8"	"NE_Inf"
152.1925	102.617038990342	66.0591427272568	28.9330047104898	12.9340917219415	8.78092071926792	7.34057756340806	6.11071171681627	0.675224533850809	0.435532735439326	0.191401913623226	0.0855986970042368	0.0580573498425524	0.0485138744306236	0.0403633872763424
141.7875	94.8481827004011	61.4017979370174	27.8473208378221	11.7171918660848	6.90506294932323	5.41980016257799	4.39682831731152	0.669112769187967	0.433476813131413	0.197019712392637	0.0830245562742601	0.0489024365600064	0.0383686426126941	0.0311193110886674
146.6975	98.1849602734227	62.9733079274129	27.186316622933	10.8143230996253	6.48145149788302	5.17418822929294	4.22859471627435	0.669734740992448	0.430130319564808	0.186309261134219	0.0742566577911198	0.0445327411867619	0.0355668017443975	0.029054944228512
146.8775	97.7491271849552	61.5718796160404	24.4366301871354	8.85445849962413	5.65703978496678	4.85081438400468	4.17184660928215	0.665405614657905	0.419087407892793	0.166343007704259	0.0602923869767789	0.0385208519671934	0.0330307847416442	0.0284077641143956
162.6425	107.17597270577	63.738816845502	19.433523092199	5.66208340055934	3.54110020981678	2.97434379657238	2.59561326965935	0.658779886844551	0.391738016778004	0.119534826738472	0.0348608447060959	0.0217998732023381	0.0183093298941413	0.0159768713603716
135.2125	86.8443146904746	52.469900810249	20.3751239505713	8.51723229620978	5.77290471439773	4.8088388110974	3.97978386686263	0.641943043085596	0.387489246922703	0.150192589564722	0.0627594785609	0.0425502593900442	0.0354522398378854	0.0293416528147871
167	117.117967927675	78.3082710458004	33.1403936580699	9.96443256184139	5.15537120459225	4.08319356209474	3.42472266244059	0.701305197171702	0.468911802669463	0.198445471006407	0.0596672608493488	0.0308704862550434	0.0244502608508668	0.0205073213319793
101.525	60.2138326175894	32.6363035172426	10.8059367190371	4.6483667612153	3.23188120265658	2.75690674187138	2.42880135562173	0.592830696852799	0.321108055078042	0.10626240564445	0.0457504008347955	0.0318209172061648	0.0271473583048722	0.0239186190792125
26.775	12.1403249535721	5.66777248413952	2.53289622764602	1.80822640858028	1.57509951469271	1.48004164376258	1.40926891831844	0.45368657317603	0.212071713136576	0.0948846080886626	0.0677235001093377	0.0589869776714525	0.0554286055227365	0.0527799497366339
198.055	142.331269051675	99.5352409880665	50.8738433948	23.2120901981634	13.175069492125	9.48507079832632	7.1630246303654	0.71838580696897	0.502170547008115	0.256466878146272	0.116936874756647	0.0663511191742346	0.047772500162287	0.0360849693394542
50.5275	27.7849986614738	15.2381352534485	6.6332440468688	3.64037434151529	2.6624907179903	2.32742388625103	2.09426357858786	0.549580699357978	0.30127929495436	0.131137374669411	0.0719883719921461	0.0526650916658769	0.0460420755519853	0.0414322388751257
79.305	49.4478427560261	30.9865531099107	15.4168938667079	8.19621576139608	5.27983373595349	4.22188405178335	3.5264726107747	0.623518518272462	0.390815225631578	0.194510721485371	0.103347351866682	0.0665460451856062	0.053224949357449	0.0444713239739117
191.485	136.479494318173	93.6416202808854	43.5278101656298	16.1033863330488	9.1126588777663	7.24779247947115	5.82075020711588	0.712579159785212	0.488753164414248	0.226969915386694	0.0838868674164128	0.0474888012031784	0.0377850896240968	0.0303530904251947
2.4	1.39457716553605	1.1196641217296	1.02014865529827	1.00572703775813	1.00381939965802	1.00327278478273	1.00286303962002	0.596980756859316	0.484864739584524	0.443511222895306	0.437424447584066	0.436616923444407	0.436385528532335	0.4362120712193
107.3325	66.6034195623515	39.6868638677688	17.2453399609377	9.49721856630395	7.38464004970242	6.42746935542742	5.4107335117507	0.620601313782673	0.369942305955558	0.160886034474745	0.0886041084439631	0.0688641620467009	0.0599063272413073	0.0503283461725569
184.3025	125.544386921518	81.5816000682062	36.6895372442436	17.1209171338204	11.7031173846205	9.7118611310344	7.75483720142029	0.680771766254891	0.442168480589315	0.198868032101767	0.0928906050856753	0.0635284840382073	0.0527510067958019	0.0421426845039807
122.3	81.1024872288638	51.9385213976911	22.7997835155167	9.49201742990003	6.07254368015109	5.06860255150606	4.22485900953423	0.662614421191227	0.42416651915322	0.186403780423701	0.0778637445349748	0.0498856127326262	0.0416620141364589	0.0347323180254773
76.26	44.6027186197068	23.2419732879751	6.0513746774295	2.20686052371493	1.70750511027097	1.5818551094866	1.49371923752992	0.584998341084386	0.304825883675977	0.0792898029728261	0.0289152628906677	0.022383427175194	0.0207399452676299	0.0195869715261523
109.1425	63.5033150799224	33.7442923542375	11.3541264877508	5.09932389638834	3.51041950290472	2.96413454808711	2.58796001028562	0.582124984031504	0.30962780057324	0.104393751380988	0.0469325313657703	0.0323135931751362	0.0272796254136378	0.0238113013547392
88.045	51.4520954845944	28.3726781719292	10.1306043864862	4.08849020599675	2.72832808872874	2.36533570910786	2.12395691348192	0.584348861930232	0.322318493937968	0.115282770562944	0.0466180394725543	0.0311178864639392	0.0269765713787141	0.0242226162477486
45.2225	26.8225254179656	15.9920855507365	7.0216990235283	3.26281824600203	2.30343708873974	2.04514258004815	1.87017185615532	0.592782144500283	0.353379080313454	0.155252481101078	0.0721999346926352	0.050984504225666	0.0452711488364627	0.041400592014594
123.8475	76.4941356746517	44.2326124459246	16.1414865957055	6.30178661745191	4.00067108636867	3.31564089793142	2.85461323789612	0.617932532820336	0.357560274816832	0.130594980819643	0.0509674478061806	0.03234864755157	0.0268094450816241	0.0230818360590979
186.905	131.176768149992	88.5893382778581	40.9337225981758	15.5811213601394	8.24629149327678	6.18514097689119	4.92542190955433	0.702345130798503	0.474679706012306	0.219520743993537	0.0835696654211129	0.0442343597064675	0.0331663691217298	0.0264001692179944
163.6325	106.932714068988	65.5703434584543	25.4677029797171	9.45266108039788	5.44456397366685	4.30507573300825	3.58687220868373	0.653329238823851	0.400366906427121	0.155281045933061	0.0576159679535165	0.0331892512266072	0.0262407870911711	0.021861046496866
108.565	71.6711446783007	46.3559080591418	21.4133311672787	9.01045216259013	5.32742518156811	4.25072058957818	3.54819381425216	0.660043229514339	0.426811452639267	0.197095311887785	0.0829212865164325	0.0490286346581931	0.0391223565748131	0.0326594504646796
112.5425	69.0724122546163	39.9358678929181	15.7860099309573	7.99668584706996	6.05263385674222	5.27600926890054	4.53728061677829	0.613473786133803	0.354581852599301	0.140162683047389	0.0710258550515794	0.0537622208256902	0.0468636883995739	0.0403157974196742
