"Bacteroidetes"	"Firmicutes"	"Proteobacteria"	"Unclassified_Bacteria"	"Verrucomicrobia"	"Actinobacteria"
12.3126953745424	10.521620388784	7.283977891908	2.951078734352	2.38873787572125	2.33124296549654
10.4974898469188	11.3305690680334	4.79360574655735	4.09621839970096	2.38864944618943	5.35375925468709
11.1761842354276	10.5216299039467	6.65860136886082	3.08119685910558	2.38859775631095	4.29030192848112
13.3146033834115	10.4345478821108	5.76226418699325	4.18474993943572	2.98987279359495	0.783377640829664
13.673982201005	10.5216126168437	4.86376542602904	5.42506493514532	2.42837035603493	0.269645446252047
11.7606082196563	9.98225897279126	4.69874759996494	5.06338816227824	3.10594105511287	2.11699448482698
9.30472020748858	11.2628142683702	4.47442499233497	4.09440449109451	2.38891151687949	5.13929030935037
11.4419111231653	11.7064028469346	5.24197043677441	4.0945819699697	2.3888857842379	5.08282809244734
11.4510898385685	9.12353437070573	6.15050813386543	5.3567497883859	2.38897308714328	2.32082587842625
11.9023098565754	10.5216133902372	6.52903069698908	2.7832008963181	2.38884054943579	2.39401957626219
10.6179202083561	11.5902726916415	7.30913075953121	2.99956864875769	2.38929769156226	0.599047722752046
12.8832745811526	10.2593023082041	6.02610827923616	5.20573844071345	2.38875486396833	1.55237734979967
11.3700520622185	10.7235930964425	5.82571175230188	4.27761329878798	2.38875518320388	2.39604350019667
11.4067475264556	10.5215982138736	5.69250083914488	4.70292402146267	2.38906208154124	4.08347970056994
10.7308530400109	11.4370711551813	1.1237558260297	0.710134273937415	2.38914911632768	0.511373128632058
11.8487887309919	8.95191144375178	7.41281384036413	4.09583224337101	2.38870506582605	1.60395357084334
11.0928791653042	10.9649669081802	3.88292316663587	4.90788434806766	2.38889676603319	0.314430923422638
12.9732649533356	9.76286427227977	2.10141520400936	4.25241738821245	2.39024756523909	2.25151232128493
11.4368395334739	12.1824329276568	5.88048403641462	4.15350533665627	2.3888406928953	2.39440879329684
8.70150094966362	9.15859317436511	7.45214627777749	4.09697339753372	2.38854096686403	3.11859822951526
12.3585947273068	9.46043473540142	10.7124526561728	3.10017633989179	2.38977174626515	0.821135384936805
8.38721231568377	13.4123913455098	6.75355963117907	3.45423339129254	2.39023723516001	1.04507901832933
15.2654572034827	10.3216598798769	4.63650039610334	4.08686531078109	2.39002335850327	2.7502250498798
11.8849570666713	8.20208375961674	6.02638722479692	4.1483915836453	2.38859164616533	1.40984202718781
12.0760784867762	10.2925670497516	8.88198376884755	3.06455577972682	2.43756735194113	1.14933607472673
11.0529357805385	9.62079609760995	5.88888911088558	4.22320630244012	3.27584138395045	5.00622982259619
11.864114338838	10.5216254332592	6.6228506107612	3.13604494338576	2.38866366683493	1.99639552506093
11.4510785116254	9.76489371382105	7.40332543570813	4.73639922006203	2.38859495899829	1.88251646072752
8.34261672898836	13.8421479012456	3.00478386775749	1.39189926432416	2.39001854466856	0.94825691493376
12.731667877279	9.44995009266343	4.53506527867134	4.09022794602596	2.38952286688219	2.76683386382143
13.0538467809308	10.521607193343	9.36827514854685	3.87948422920268	2.38893119056093	1.98535532119513
8.32420009706954	10.411557338626	6.84795352994509	4.09629035138774	2.38863909290047	-0.0224160474232642
12.1675454226356	10.5215965092761	8.97644327304588	2.64890231075206	2.38908686898039	2.25491954700077
9.51341071566245	10.9015789680984	8.54815490670887	3.30471673548152	2.38860611415141	2.3989286251293
12.5603957784304	10.5216200444058	8.30333754393024	4.02786619541197	2.38874293563807	1.51473956807696
12.3799246507295	10.5215728112426	4.00975960688875	3.17575542979257	2.38942950889946	3.18488792168168
11.7143443766542	10.208326971183	6.53253355192823	3.32977882538732	2.38904224354475	0.437144799082021
12.341106722579	9.49292126998078	2.38014606483712	4.09120811464608	2.38937838386075	2.9031355834598
12.1752448347117	10.5216095343655	6.08039215359574	1.25637664908537	2.38889697866618	1.13340165270601
9.31425188202908	11.4369801205751	4.4627710774774	3.31777124208887	2.46400476973123	4.95050216032629
12.7001464123421	9.591662588213	7.0507995789444	2.41208063775793	2.38972757386804	0.795860981345663
12.3103371734502	8.05605317487298	1.43314207301013	0.958230389338401	2.48361052850571	1.71100737954409
12.4295684541677	9.38085857756581	8.54288687931803	4.09619202888474	2.38865324154649	1.37632884130579
11.4510859554913	11.7899159142789	5.80421674472224	3.95481201022791	2.38884396143848	5.67777369677552
